Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Local matrix size       = 11.6956 GiBs
Total device memory use = 12.7791 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
  5.7% | 000006400 |    0.0673697  | 4.562e+04| 5.878e+04| 5.808e+04|  3.291e-02 |  8.238e-03 |  3.687e-03 | 7.222e-03 |   2.092e-02  |  2.106e+05  |    2.030e+05   
  6.3% | 000007040 |    0.0649216  |          | 5.879e+04| 5.811e+04|            |            |  3.828e-02 | 6.312e-03 |   1.990e-02  |  2.159e+05  |    2.040e+05   
  6.9% | 000007680 |    0.0665526  | 4.563e+04| 5.885e+04| 5.852e+04|  3.248e-02 |  4.566e-03 |  3.664e-03 | 6.703e-03 |   2.108e-02  |  2.080e+05  |    2.043e+05   
  7.5% | 000008320 |    0.0640212  |          | 5.901e+04| 5.792e+04|            |            |  3.793e-02 | 6.418e-03 |   1.922e-02  |  2.136e+05  |    2.050e+05   
  8.0% | 000008960 |    0.0652453  | 4.623e+04| 5.871e+04| 5.843e+04|  3.247e-02 |  8.208e-03 |  3.596e-03 | 6.869e-03 |   1.977e-02  |  2.070e+05  |    2.051e+05   
  8.6% | 000009600 |    0.0629022  |          | 5.873e+04| 5.816e+04|            |            |  3.785e-02 | 6.176e-03 |   1.847e-02  |  2.120e+05  |    2.055e+05   
  9.2% | 000010240 |    0.0648730  | 4.436e+04| 5.876e+04| 5.832e+04|  3.205e-02 |  4.744e-03 |  3.597e-03 | 6.756e-03 |   1.986e-02  |  2.030e+05  |    2.054e+05   
  9.8% | 000010880 |    0.0619930  |          | 5.889e+04| 5.792e+04|            |            |  3.734e-02 | 6.152e-03 |   1.805e-02  |  2.098e+05  |    2.056e+05   
 10.3% | 000011520 |    0.0634588  | 4.653e+04| 5.866e+04| 5.840e+04|  3.202e-02 |  7.853e-03 |  3.501e-03 | 6.674e-03 |   1.867e-02  |  2.024e+05  |    2.054e+05   
 10.9% | 000012160 |    0.0611260  |          | 5.897e+04| 5.795e+04|            |            |  3.718e-02 | 6.273e-03 |   1.726e-02  |  2.074e+05  |    2.055e+05   
 11.5% | 000012800 |    0.0629467  | 4.603e+04| 5.863e+04| 5.834e+04|  3.182e-02 |  4.913e-03 |  3.506e-03 | 6.509e-03 |   1.853e-02  |  1.988e+05  |    2.052e+05   
 12.1% | 000013440 |    0.0606761  |          | 5.885e+04| 5.802e+04|            |            |  3.710e-02 | 6.367e-03 |   1.676e-02  |  2.036e+05  |    2.051e+05   
 12.6% | 000014080 |    0.0617358  | 4.543e+04| 5.860e+04| 5.827e+04|  3.176e-02 |  7.604e-03 |  3.408e-03 | 6.627e-03 |   1.736e-02  |  1.975e+05  |    2.048e+05   
 13.2% | 000014720 |    0.0597238  |          | 5.886e+04| 5.809e+04|            |            |  3.718e-02 | 5.969e-03 |   1.615e-02  |  2.015e+05  |    2.047e+05   
 13.8% | 000015360 |    0.0616562  | 4.488e+04| 5.860e+04| 5.819e+04|  3.184e-02 |  4.839e-03 |  3.418e-03 | 5.987e-03 |   1.784e-02  |  1.926e+05  |    2.042e+05   
 14.4% | 000016000 |    0.0583003  |          | 5.870e+04| 5.801e+04|            |            |  3.633e-02 | 6.027e-03 |   1.548e-02  |  2.010e+05  |    2.041e+05   
 14.9% | 000016640 |    0.0602732  | 4.356e+04| 5.850e+04| 5.823e+04|  3.160e-02 |  7.742e-03 |  3.321e-03 | 6.387e-03 |   1.638e-02  |  1.918e+05  |    2.037e+05   
 15.5% | 000017280 |    0.0579730  |          | 5.852e+04| 5.800e+04|            |            |  3.677e-02 | 5.585e-03 |   1.519e-02  |  1.968e+05  |    2.035e+05   
 16.1% | 000017920 |    0.0598907  | 4.420e+04| 5.837e+04| 5.815e+04|  3.124e-02 |  4.614e-03 |  3.321e-03 | 6.036e-03 |   1.672e-02  |  1.879e+05  |    2.030e+05   
 16.7% | 000018560 |    0.0569326  |          | 5.903e+04| 5.785e+04|            |            |  3.589e-02 | 6.059e-03 |   1.453e-02  |  1.950e+05  |    2.027e+05   
 17.2% | 000019200 |    0.0588094  | 5.312e+04| 5.833e+04| 5.829e+04|  3.161e-02 |  7.993e-03 |  3.242e-03 | 6.305e-03 |   1.514e-02  |  1.861e+05  |    2.022e+05   
 17.8% | 000019840 |    0.0566919  |          | 5.851e+04| 5.781e+04|            |            |  3.674e-02 | 5.682e-03 |   1.389e-02  |  1.904e+05  |    2.019e+05   
 18.4% | 000020480 |    0.0585483  | 5.266e+04| 5.849e+04| 5.819e+04|  3.134e-02 |  4.795e-03 |  3.237e-03 | 6.074e-03 |   1.539e-02  |  1.818e+05  |    2.013e+05   
 19.0% | 000021120 |    0.0554969  |          | 5.844e+04| 5.772e+04|            |            |  3.575e-02 | 5.940e-03 |   1.341e-02  |  1.892e+05  |    2.010e+05   
 19.5% | 000021760 |    0.0572037  | 5.155e+04| 5.855e+04| 5.807e+04|  3.127e-02 |  7.683e-03 |  3.148e-03 | 6.164e-03 |   1.410e-02  |  1.809e+05  |    2.005e+05   
 20.1% | 000022400 |    0.0552707  |          | 5.879e+04| 5.775e+04|            |            |  3.619e-02 | 5.728e-03 |   1.298e-02  |  1.846e+05  |    2.001e+05   
 20.7% | 000023040 |    0.0569886  | 5.136e+04| 5.831e+04| 5.800e+04|  3.111e-02 |  4.651e-03 |  3.160e-03 | 5.762e-03 |   1.445e-02  |  1.765e+05  |    1.995e+05   
 21.3% | 000023680 |    0.0541986  |          | 5.898e+04| 5.781e+04|            |            |  3.573e-02 | 5.598e-03 |   1.246e-02  |  1.829e+05  |    1.991e+05   
 21.8% | 000024320 |    0.0557288  | 5.073e+04| 5.834e+04| 5.772e+04|  3.096e-02 |  7.480e-03 |  3.056e-03 | 5.800e-03 |   1.340e-02  |  1.753e+05  |    1.986e+05   
 22.4% | 000024960 |    0.0530703  |          | 5.862e+04| 5.752e+04|            |            |  3.558e-02 | 5.032e-03 |   1.208e-02  |  1.814e+05  |    1.982e+05   
 23.0% | 000025600 |    0.0553376  | 4.907e+04| 5.817e+04| 5.781e+04|  3.062e-02 |  4.733e-03 |  3.069e-03 | 5.373e-03 |   1.372e-02  |  1.714e+05  |    1.976e+05   
 23.6% | 000026240 |    0.0519109  |          | 5.853e+04| 5.742e+04|            |            |  3.469e-02 | 5.279e-03 |   1.153e-02  |  1.800e+05  |    1.973e+05   
 24.1% | 000026880 |    0.0545045  | 4.813e+04| 5.808e+04| 5.773e+04|  3.088e-02 |  7.598e-03 |  2.986e-03 | 5.637e-03 |   1.249e-02  |  1.689e+05  |    1.967e+05   
 24.7% | 000027520 |    0.0517655  |          | 5.817e+04| 5.747e+04|            |            |  3.531e-02 | 4.943e-03 |   1.113e-02  |  1.751e+05  |    1.963e+05   
 25.3% | 000028160 |    0.0540174  | 4.870e+04| 5.799e+04| 5.782e+04|  3.050e-02 |  4.465e-03 |  2.979e-03 | 5.323e-03 |   1.269e-02  |  1.653e+05  |    1.957e+05   
 25.9% | 000028800 |    0.0504648  |          | 5.810e+04| 5.754e+04|            |            |  3.443e-02 | 5.089e-03 |   1.055e-02  |  1.742e+05  |    1.953e+05   
 26.4% | 000029440 |    0.0527872  | 4.490e+04| 5.796e+04| 5.780e+04|  3.059e-02 |  7.580e-03 |  2.862e-03 | 5.337e-03 |   1.149e-02  |  1.640e+05  |    1.947e+05   
 27.0% | 000030080 |    0.0501330  |          | 5.845e+04| 5.759e+04|            |            |  3.512e-02 | 4.848e-03 |   9.785e-03  |  1.700e+05  |    1.943e+05   
 27.6% | 000030720 |    0.0525461  | 4.602e+04| 5.796e+04| 5.762e+04|  3.040e-02 |  4.510e-03 |  2.890e-03 | 5.363e-03 |   1.134e-02  |  1.597e+05  |    1.936e+05   
 28.2% | 000031360 |    0.0495529  |          | 5.788e+04| 5.766e+04|            |            |  3.468e-02 | 5.179e-03 |   9.297e-03  |  1.666e+05  |    1.932e+05   
 28.7% | 000032000 |    0.0513825  | 4.436e+04| 5.785e+04| 5.840e+04|  3.044e-02 |  7.488e-03 |  2.817e-03 | 5.446e-03 |   1.017e-02  |  1.582e+05  |    1.926e+05   
 29.3% | 000032640 |    0.0489217  |          | 5.793e+04| 5.779e+04|            |            |  3.483e-02 | 4.889e-03 |   8.818e-03  |  1.635e+05  |    1.921e+05   
 29.9% | 000033280 |    0.0511043  | 4.517e+04| 5.779e+04| 5.792e+04|  3.022e-02 |  4.582e-03 |  2.817e-03 | 5.154e-03 |   1.039e-02  |  1.540e+05  |    1.915e+05   
 30.5% | 000033920 |    0.0479036  |          | 5.798e+04| 5.728e+04|            |            |  3.401e-02 | 4.948e-03 |   8.510e-03  |  1.616e+05  |    1.911e+05   
 31.0% | 000034560 |    0.0500718  | 4.304e+04| 5.691e+04| 5.769e+04|  2.996e-02 |  7.164e-03 |  2.724e-03 | 5.077e-03 |   9.733e-03  |  1.520e+05  |    1.905e+05   
 31.6% | 000035200 |    0.0472754  |          | 5.833e+04| 5.748e+04|            |            |  3.416e-02 | 4.757e-03 |   7.982e-03  |  1.584e+05  |    1.900e+05   
 32.2% | 000035840 |    0.0500559  | 4.277e+04| 5.735e+04| 5.728e+04|  3.004e-02 |  4.761e-03 |  2.696e-03 | 5.019e-03 |   9.789e-03  |  1.471e+05  |    1.894e+05   
 32.8% | 000036480 |    0.0463178  |          | 5.907e+04| 5.725e+04|            |            |  3.359e-02 | 4.662e-03 |   7.668e-03  |  1.563e+05  |    1.889e+05   
 33.3% | 000037120 |    0.0491193  | 4.113e+04| 5.774e+04| 5.738e+04|  3.021e-02 |  7.398e-03 |  2.636e-03 | 5.030e-03 |   8.728e-03  |  1.449e+05  |    1.883e+05   
 33.9% | 000037760 |    0.0464325  |          | 5.815e+04| 5.707e+04|            |            |  3.435e-02 | 4.465e-03 |   7.232e-03  |  1.506e+05  |    1.878e+05   
 34.5% | 000038400 |    0.0488578  | 4.140e+04| 5.784e+04| 5.690e+04|  2.999e-02 |  4.636e-03 |  2.629e-03 | 4.871e-03 |   8.840e-03  |  1.407e+05  |    1.871e+05   
 35.1% | 000039040 |    0.0453639  |          | 5.806e+04| 5.701e+04|            |            |  3.343e-02 | 4.719e-03 |   6.821e-03  |  1.489e+05  |    1.866e+05   
 35.6% | 000039680 |    0.0477185  | 3.999e+04| 5.761e+04| 5.713e+04|  2.985e-02 |  7.124e-03 |  2.561e-03 | 5.008e-03 |   7.769e-03  |  1.391e+05  |    1.860e+05   
 36.2% | 000040320 |    0.0454735  |          | 5.806e+04| 5.693e+04|            |            |  3.417e-02 | 4.395e-03 |   6.518e-03  |  1.433e+05  |    1.855e+05   
 36.8% | 000040960 |    0.0479093  | 3.972e+04| 5.746e+04| 5.735e+04|  2.996e-02 |  4.698e-03 |  2.556e-03 | 4.532e-03 |   8.278e-03  |  1.336e+05  |    1.848e+05   
 37.4% | 000041600 |    0.0441014  |          | 5.825e+04| 5.722e+04|            |            |  3.330e-02 | 4.591e-03 |   5.787e-03  |  1.425e+05  |    1.843e+05   
 37.9% | 000042240 |    0.0469962  | 3.909e+04| 5.668e+04| 5.702e+04|  3.003e-02 |  7.227e-03 |  2.431e-03 | 4.889e-03 |   7.113e-03  |  1.313e+05  |    1.837e+05   
 38.5% | 000042880 |    0.0443684  |          | 5.754e+04| 5.700e+04|            |            |  3.416e-02 | 4.093e-03 |   5.735e-03  |  1.366e+05  |    1.831e+05   
 39.1% | 000043520 |    0.0467144  | 3.870e+04| 5.733e+04| 5.663e+04|  2.981e-02 |  4.593e-03 |  2.436e-03 | 4.274e-03 |   7.659e-03  |  1.273e+05  |    1.825e+05   
 39.7% | 000044160 |    0.0431248  |          | 5.735e+04| 5.651e+04|            |            |  3.319e-02 | 4.121e-03 |   5.399e-03  |  1.353e+05  |    1.819e+05   
 40.2% | 000044800 |    0.0457800  | 3.747e+04| 5.652e+04| 5.722e+04|  2.978e-02 |  7.107e-03 |  2.347e-03 | 4.375e-03 |   6.780e-03  |  1.251e+05  |    1.813e+05   
 40.8% | 000045440 |    0.0426854  |          | 5.733e+04| 5.714e+04|            |            |  3.340e-02 | 3.958e-03 |   4.949e-03  |  1.316e+05  |    1.808e+05   
 41.4% | 000046080 |    0.0454574  | 3.675e+04| 5.730e+04| 5.690e+04|  2.955e-02 |  4.679e-03 |  2.350e-03 | 4.268e-03 |   6.797e-03  |  1.212e+05  |    1.801e+05   
 42.0% | 000046720 |    0.0418435  |          | 5.719e+04| 5.667e+04|            |            |  3.267e-02 | 4.184e-03 |   4.578e-03  |  1.291e+05  |    1.796e+05   
 42.5% | 000047360 |    0.0443969  | 3.403e+04| 5.722e+04| 5.699e+04|  2.937e-02 |  6.988e-03 |  2.264e-03 | 4.524e-03 |   5.725e-03  |  1.193e+05  |    1.789e+05   
 43.1% | 000048000 |    0.0416745  |          | 5.730e+04| 5.701e+04|            |            |  3.309e-02 | 3.940e-03 |   4.275e-03  |  1.246e+05  |    1.784e+05   
 43.7% | 000048640 |    0.0440225  | 3.478e+04| 5.710e+04| 5.620e+04|  2.904e-02 |  4.531e-03 |  2.297e-03 | 4.001e-03 |   5.931e-03  |  1.155e+05  |    1.777e+05   
 44.3% | 000049280 |    0.0404755  |          | 5.699e+04| 5.674e+04|            |            |  3.228e-02 | 3.941e-03 |   3.847e-03  |  1.231e+05  |    1.772e+05   
 44.8% | 000049920 |    0.0429211  | 4.555e+04| 5.708e+04| 5.641e+04|  2.896e-02 |  6.914e-03 |  2.215e-03 | 4.087e-03 |   5.209e-03  |  1.138e+05  |    1.766e+05   
 45.4% | 000050560 |    0.0399973  |          | 5.702e+04| 5.681e+04|            |            |  3.242e-02 | 3.740e-03 |   3.466e-03  |  1.195e+05  |    1.761e+05   
 46.0% | 000051200 |    0.0426569  | 4.496e+04| 5.696e+04| 5.680e+04|  2.871e-02 |  4.508e-03 |  2.177e-03 | 4.061e-03 |   5.240e-03  |  1.098e+05  |    1.754e+05   
 46.6% | 000051840 |    0.0392509  |          | 5.839e+04| 5.597e+04|            |            |  3.180e-02 | 3.745e-03 |   3.269e-03  |  1.168e+05  |    1.749e+05   
 47.1% | 000052480 |    0.0417656  | 4.343e+04| 5.763e+04| 5.453e+04|  2.859e-02 |  6.669e-03 |  2.090e-03 | 3.980e-03 |   4.699e-03  |  1.074e+05  |    1.743e+05   
 47.7% | 000053120 |    0.0388338  |          | 5.834e+04| 5.596e+04|            |            |  3.188e-02 | 3.625e-03 |   2.953e-03  |  1.130e+05  |    1.738e+05   
 48.3% | 000053760 |    0.0413491  | 4.355e+04| 5.765e+04| 5.559e+04|  2.835e-02 |  4.635e-03 |  2.091e-03 | 3.680e-03 |   4.847e-03  |  1.038e+05  |    1.731e+05   
 48.9% | 000054400 |    0.0379517  |          | 5.821e+04| 5.643e+04|            |            |  3.133e-02 | 3.538e-03 |   2.683e-03  |  1.107e+05  |    1.726e+05   
 49.4% | 000055040 |    0.0404328  | 4.390e+04| 5.738e+04| 5.708e+04|  2.828e-02 |  6.617e-03 |  2.011e-03 | 3.730e-03 |   4.006e-03  |  1.016e+05  |    1.720e+05   
 50.0% | 000055680 |    0.0378803  |          | 5.803e+04| 5.668e+04|            |            |  3.175e-02 | 3.447e-03 |   2.307e-03  |  1.060e+05  |    1.715e+05   
 50.6% | 000056320 |    0.0401895  | 4.304e+04| 5.736e+04| 5.710e+04|  2.807e-02 |  4.566e-03 |  2.012e-03 | 3.518e-03 |   4.225e-03  |  9.761e+04  |    1.708e+05   
 51.1% | 000056960 |    0.0366786  |          | 5.885e+04| 5.665e+04|            |            |  3.080e-02 | 3.377e-03 |   2.081e-03  |  1.045e+05  |    1.703e+05   
 51.7% | 000057600 |    0.0389924  | 4.398e+04| 5.812e+04| 5.692e+04|  2.767e-02 |  6.312e-03 |  1.925e-03 | 3.533e-03 |   3.273e-03  |  9.601e+04  |    1.697e+05   
 52.3% | 000058240 |    0.0361442  |          | 5.870e+04| 5.649e+04|            |            |  3.071e-02 | 3.374e-03 |   1.683e-03  |  1.011e+05  |    1.692e+05   
 52.9% | 000058880 |    0.0384141  | 4.459e+04| 5.807e+04| 5.672e+04|  2.720e-02 |  4.540e-03 |  1.922e-03 | 3.358e-03 |   3.543e-03  |  9.289e+04  |    1.686e+05   
 53.4% | 000059520 |    0.0349291  |          | 5.863e+04| 5.515e+04|            |            |  2.976e-02 | 3.187e-03 |   1.575e-03  |  9.970e+04  |    1.681e+05   
 54.0% | 000060160 |    0.0369013  | 4.366e+04| 5.777e+04| 5.719e+04|  2.650e-02 |  5.738e-03 |  1.828e-03 | 3.525e-03 |   2.719e-03  |  9.207e+04  |    1.676e+05   
 54.6% | 000060800 |    0.0340759  |          | 5.854e+04| 5.757e+04|            |            |  2.936e-02 | 3.152e-03 |   1.191e-03  |  9.724e+04  |    1.671e+05   
 55.2% | 000061440 |    0.0364908  | 4.381e+04| 5.804e+04| 5.544e+04|  2.603e-02 |  4.608e-03 |  1.827e-03 | 3.119e-03 |   3.198e-03  |  8.854e+04  |    1.665e+05   
 55.7% | 000062080 |    0.0328549  |          | 5.848e+04| 5.517e+04|            |            |  2.835e-02 | 3.066e-03 |   1.039e-03  |  9.585e+04  |    1.661e+05   
 56.3% | 000062720 |    0.0352453  | 4.203e+04| 5.756e+04| 5.606e+04|  2.540e-02 |  5.759e-03 |  1.744e-03 | 3.251e-03 |   2.381e-03  |  8.705e+04  |    1.655e+05   
 56.9% | 000063360 |    0.0323969  |          | 5.825e+04| 5.644e+04|            |            |  2.821e-02 | 3.019e-03 |   7.993e-04  |  9.225e+04  |    1.650e+05   
 57.5% | 000064000 |    0.0347824  | 4.173e+04| 5.767e+04| 5.724e+04|  2.506e-02 |  4.616e-03 |  1.763e-03 | 3.044e-03 |   2.465e-03  |  8.366e+04  |    1.645e+05   
 58.0% | 000064640 |    0.0316714  |          | 5.819e+04| 5.473e+04|            |            |  2.778e-02 | 2.985e-03 |   5.098e-04  |  8.943e+04  |    1.640e+05   
 58.6% | 000065280 |    0.0341703  | 4.139e+04| 5.748e+04| 5.462e+04|  2.507e-02 |  5.681e-03 |  1.655e-03 | 3.191e-03 |   1.947e-03  |  8.065e+04  |    1.635e+05   
 59.2% | 000065920 |    0.0315555  |          | 5.826e+04| 5.535e+04|            |            |  2.799e-02 | 2.865e-03 |   3.263e-04  |  8.494e+04  |    1.630e+05   
 59.8% | 000066560 |    0.0340344  | 4.149e+04| 5.756e+04| 5.282e+04|  2.485e-02 |  4.674e-03 |  1.654e-03 | 2.833e-03 |   2.238e-03  |  7.657e+04  |    1.625e+05   
 60.3% | 000067200 |    0.0307357  |          | 5.798e+04| 5.407e+04|            |            |  2.731e-02 | 2.830e-03 |   1.867e-04  |  8.239e+04  |    1.620e+05   
 60.9% | 000067840 |    0.0337501  | 3.901e+04| 5.723e+04| 5.147e+04|  2.504e-02 |  5.610e-03 |  1.574e-03 | 3.010e-03 |   1.710e-03  |  7.289e+04  |    1.614e+05   
 61.5% | 000068480 |    0.0305885  |          | 5.800e+04| 5.243e+04|            |            |  2.759e-02 | 2.596e-03 |   2.924e-05  |  7.809e+04  |    1.610e+05   
 62.1% | 000069120 |    0.0334175  | 3.846e+04| 5.716e+04| 5.255e+04|  2.480e-02 |  4.702e-03 |  1.573e-03 | 2.658e-03 |   1.984e-03  |  6.938e+04  |    1.604e+05   
 62.6% | 000069760 |    0.0303208  |          | 5.768e+04| 5.030e+04|            |            |  2.711e-02 | 2.782e-03 |   2.273e-05  |  7.418e+04  |    1.599e+05   
 63.2% | 000070400 |    0.0335157  | 3.681e+04| 5.745e+04| 5.342e+04|  2.497e-02 |  5.741e-03 |  1.480e-03 | 2.996e-03 |   1.594e-03  |  6.508e+04  |    1.594e+05   
 63.8% | 000071040 |    0.0303352  |          | 5.647e+04| 5.395e+04|            |            |  2.739e-02 | 2.549e-03 |   2.332e-05  |  6.969e+04  |    1.589e+05   
 64.4% | 000071680 |    0.0332921  | 3.728e+04| 5.688e+04| 5.128e+04|  2.481e-02 |  4.738e-03 |  1.483e-03 | 2.628e-03 |   2.096e-03  |  6.152e+04  |    1.583e+05   
 64.9% | 000072320 |    0.0300712  |          | 5.702e+04| 4.810e+04|            |            |  2.708e-02 | 2.543e-03 |   2.312e-05  |  6.594e+04  |    1.578e+05   
 65.5% | 000072960 |    0.0333890  | 3.437e+04| 5.724e+04| 4.859e+04|  2.507e-02 |  5.655e-03 |  1.399e-03 | 2.823e-03 |   1.713e-03  |  5.748e+04  |    1.572e+05   
 66.1% | 000073600 |    0.0300938  |          | 5.678e+04| 4.974e+04|            |            |  2.728e-02 | 2.408e-03 |   2.361e-05  |  6.168e+04  |    1.567e+05   
 66.7% | 000074240 |    0.0331512  | 3.520e+04| 5.705e+04| 4.149e+04|  2.483e-02 |  4.680e-03 |  1.401e-03 | 2.636e-03 |   1.828e-03  |  5.412e+04  |    1.561e+05   
 67.2% | 000074880 |    0.0297156  |          | 5.763e+04| 4.291e+04|            |            |  2.696e-02 | 2.326e-03 |   2.332e-05  |  5.833e+04  |    1.556e+05   
 67.8% | 000075520 |    0.0326870  | 3.262e+04| 5.823e+04| 3.229e+04|  2.496e-02 |  5.643e-03 |  1.309e-03 | 2.342e-03 |   1.576e-03  |  5.120e+04  |    1.550e+05   
 68.4% | 000076160 |    0.0300508  |          | 5.720e+04| 3.232e+04|            |            |  2.744e-02 | 2.220e-03 |   2.305e-05  |  5.374e+04  |    1.544e+05   
 69.0% | 000076800 |    0.0326289  | 3.240e+04| 5.798e+04| 1.943e+02|  2.471e-02 |  4.627e-03 |  1.316e-03 | 2.356e-03 |   1.545e-03  |  4.773e+04  |    1.538e+05   
 69.5% | 000077440 |    0.0295053  |          | 5.724e+04| 1.765e+02|            |            |  2.684e-02 | 2.145e-03 |   2.357e-05  |  5.086e+04  |    1.533e+05   
 70.1% | 000078080 |    0.0322474  | 3.081e+04| 5.761e+04|          |  2.492e-02 |  5.635e-03 |  1.218e-03 | 2.131e-03 |   1.937e-03  |  4.481e+04  |    1.527e+05   
 70.7% | 000078720 |    0.0295746  |          | 5.776e+04|          |            |            |  2.726e-02 | 1.979e-03 |   1.074e-04  |  4.702e+04  |    1.522e+05   
 71.3% | 000079360 |    0.0315772  | 3.086e+04| 5.672e+04|          |  2.469e-02 |  4.613e-03 |  1.217e-03 | 1.716e-03 |   1.911e-03  |  4.234e+04  |    1.516e+05   
 71.8% | 000080000 |    0.0296459  |          | 5.678e+04|          |            |            |  2.725e-02 | 2.047e-03 |   1.101e-04  |  4.333e+04  |    1.511e+05   
 72.4% | 000080640 |    0.0313906  | 4.158e+04| 5.704e+04|          |  2.490e-02 |  5.627e-03 |  1.144e-03 | 1.786e-03 |   1.600e-03  |  3.929e+04  |    1.505e+05   
 73.0% | 000081280 |    0.0298926  |          | 5.653e+04|          |            |            |  2.768e-02 | 1.865e-03 |   1.177e-04  |  3.957e+04  |    1.499e+05   
 73.6% | 000081920 |    0.0309326  | 4.374e+04| 5.717e+04|          |  2.470e-02 |  4.704e-03 |  1.139e-03 | 1.678e-03 |   1.458e-03  |  3.665e+04  |    1.494e+05   
 74.1% | 000082560 |    0.0297045  |          | 5.544e+04|          |            |            |  2.752e-02 | 1.841e-03 |   1.059e-04  |  3.654e+04  |    1.488e+05   
 74.7% | 000083200 |    0.0307788  | 4.066e+04| 5.472e+04|          |  2.492e-02 |  5.705e-03 |  1.045e-03 | 1.618e-03 |   1.251e-03  |  3.373e+04  |    1.482e+05   
 75.3% | 000083840 |    0.0298898  |          | 5.489e+04|          |            |            |  2.792e-02 | 1.653e-03 |   1.007e-04  |  3.319e+04  |    1.477e+05   
 75.9% | 000084480 |    0.0303796  | 4.029e+04| 5.545e+04|          |  2.468e-02 |  4.664e-03 |  1.044e-03 | 1.517e-03 |   1.182e-03  |  3.117e+04  |    1.471e+05   
 76.4% | 000085120 |    0.0296466  |          | 5.603e+04|          |            |            |  2.762e-02 | 1.689e-03 |   9.410e-05  |  3.046e+04  |    1.465e+05   
