Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Local matrix size       = 46.2245 GiBs
Total device memory use = 48.3673 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
  4.3% | 000009600 |    0.1259719  |          | 6.061e+04| 5.893e+04|            |            |  8.306e-03 | 1.417e-02 |   1.030e-01  |  4.629e+05  |    4.164e+05   
  4.6% | 000010240 |    0.1509900  | 6.420e+04| 6.045e+04| 5.938e+04|  2.433e-02 |  5.343e-03 |  8.151e-03 | 1.453e-02 |   1.013e-01  |  3.839e+05  |    4.143e+05   
  4.9% | 000010880 |    0.1240837  |          | 6.025e+04| 5.927e+04|            |            |  8.993e-03 | 1.400e-02 |   1.006e-01  |  4.643e+05  |    4.168e+05   
  5.2% | 000011520 |    0.1487256  | 5.801e+04| 5.912e+04| 5.908e+04|  2.370e-02 |  6.395e-03 |  8.017e-03 | 1.344e-02 |   1.008e-01  |  3.851e+05  |    4.150e+05   
  5.5% | 000012160 |    0.1235729  |          | 6.022e+04| 5.867e+04|            |            |  8.404e-03 | 1.395e-02 |   1.008e-01  |  4.606e+05  |    4.170e+05   
  5.7% | 000012800 |    0.1486677  | 6.092e+04| 6.026e+04| 5.899e+04|  2.422e-02 |  5.253e-03 |  8.029e-03 | 1.405e-02 |   9.963e-02  |  3.806e+05  |    4.152e+05   
  6.0% | 000013440 |    0.1214875  |          | 6.048e+04| 5.897e+04|            |            |  8.125e-03 | 1.370e-02 |   9.916e-02  |  4.629e+05  |    4.171e+05   
  6.3% | 000014080 |    0.1455864  | 6.409e+04| 5.999e+04| 5.896e+04|  2.373e-02 |  6.390e-03 |  7.939e-03 | 1.333e-02 |   9.789e-02  |  3.839e+05  |    4.155e+05   
  6.6% | 000014720 |    0.1202873  |          | 6.025e+04| 5.904e+04|            |            |  7.836e-03 | 1.313e-02 |   9.882e-02  |  4.618e+05  |    4.172e+05   
  6.9% | 000015360 |    0.1458439  | 6.372e+04| 5.937e+04| 5.915e+04|  2.420e-02 |  5.432e-03 |  7.948e-03 | 1.275e-02 |   9.828e-02  |  3.785e+05  |    4.156e+05   
  7.2% | 000016000 |    0.1191200  |          | 6.015e+04| 5.869e+04|            |            |  8.029e-03 | 1.344e-02 |   9.711e-02  |  4.606e+05  |    4.171e+05   
  7.5% | 000016640 |    0.1430071  | 5.815e+04| 5.890e+04| 5.892e+04|  2.356e-02 |  6.471e-03 |  7.791e-03 | 1.312e-02 |   9.589e-02  |  3.813e+05  |    4.157e+05   
  7.8% | 000017280 |    0.1175928  |          | 6.016e+04| 5.871e+04|            |            |  7.753e-03 | 1.368e-02 |   9.568e-02  |  4.608e+05  |    4.171e+05   
  8.0% | 000017920 |    0.1431785  | 6.205e+04| 5.875e+04| 5.908e+04|  2.382e-02 |  5.353e-03 |  7.794e-03 | 1.289e-02 |   9.599e-02  |  3.761e+05  |    4.156e+05   
  8.3% | 000018560 |    0.1164755  |          | 5.896e+04| 5.900e+04|            |            |  7.926e-03 | 1.316e-02 |   9.485e-02  |  4.595e+05  |    4.169e+05   
  8.6% | 000019200 |    0.1406287  | 5.779e+04| 5.822e+04| 5.894e+04|  2.344e-02 |  6.191e-03 |  7.711e-03 | 1.348e-02 |   9.333e-02  |  3.782e+05  |    4.156e+05   
  8.9% | 000019840 |    0.1153830  |          | 5.923e+04| 5.885e+04|            |            |  7.743e-03 | 1.335e-02 |   9.381e-02  |  4.581e+05  |    4.167e+05   
  9.2% | 000020480 |    0.1408808  | 6.319e+04| 5.846e+04| 5.891e+04|  2.412e-02 |  5.339e-03 |  7.702e-03 | 1.334e-02 |   9.305e-02  |  3.728e+05  |    4.153e+05   
  9.5% | 000021120 |    0.1134990  |          | 5.983e+04| 5.868e+04|            |            |  7.950e-03 | 1.295e-02 |   9.210e-02  |  4.598e+05  |    4.164e+05   
  9.8% | 000021760 |    0.1381038  | 6.330e+04| 5.846e+04| 5.870e+04|  2.371e-02 |  6.471e-03 |  7.671e-03 | 1.316e-02 |   9.091e-02  |  3.755e+05  |    4.152e+05   
 10.1% | 000022400 |    0.1129735  |          | 5.932e+04| 5.849e+04|            |            |  8.847e-03 | 1.318e-02 |   9.043e-02  |  4.561e+05  |    4.162e+05   
 10.3% | 000023040 |    0.1383136  | 6.240e+04| 5.798e+04| 5.896e+04|  2.419e-02 |  5.374e-03 |  7.665e-03 | 1.280e-02 |   9.099e-02  |  3.702e+05  |    4.149e+05   
 10.6% | 000023680 |    0.1109295  |          | 5.945e+04| 5.867e+04|            |            |  7.879e-03 | 1.364e-02 |   8.886e-02  |  4.586e+05  |    4.159e+05   
 10.9% | 000024320 |    0.1353549  | 6.218e+04| 5.880e+04| 5.893e+04|  2.427e-02 |  6.216e-03 |  7.512e-03 | 1.296e-02 |   8.800e-02  |  3.734e+05  |    4.147e+05   
 11.2% | 000024960 |    0.1096245  |          | 5.979e+04| 5.857e+04|            |            |  9.346e-03 | 1.433e-02 |   8.548e-02  |  4.581e+05  |    4.156e+05   
 11.5% | 000025600 |    0.1371053  | 6.227e+04| 5.824e+04| 5.888e+04|  2.566e-02 |  5.435e-03 |  7.498e-03 | 1.245e-02 |   8.879e-02  |  3.639e+05  |    4.143e+05   
 11.8% | 000026240 |    0.1084013  |          | 5.903e+04| 5.879e+04|            |            |  9.741e-03 | 1.290e-02 |   8.528e-02  |  4.573e+05  |    4.152e+05   
 12.1% | 000026880 |    0.1339793  | 5.753e+04| 5.807e+04| 5.868e+04|  2.475e-02 |  7.436e-03 |  7.434e-03 | 1.269e-02 |   8.644e-02  |  3.676e+05  |    4.141e+05   
 12.4% | 000027520 |    0.1073683  |          | 5.908e+04| 5.857e+04|            |            |  9.345e-03 | 1.270e-02 |   8.486e-02  |  4.557e+05  |    4.148e+05   
 12.6% | 000028160 |    0.1334251  | 5.821e+04| 5.797e+04| 5.871e+04|  2.438e-02 |  5.241e-03 |  7.450e-03 | 1.221e-02 |   8.671e-02  |  3.643e+05  |    4.137e+05   
 12.9% | 000028800 |    0.1049387  |          | 6.017e+04| 5.879e+04|            |            |  7.968e-03 | 1.277e-02 |   8.370e-02  |  4.602e+05  |    4.145e+05   
 13.2% | 000029440 |    0.1303561  | 6.068e+04| 5.826e+04| 5.848e+04|  2.392e-02 |  6.777e-03 |  7.293e-03 | 1.239e-02 |   8.416e-02  |  3.680e+05  |    4.135e+05   
 13.5% | 000030080 |    0.1048095  |          | 5.909e+04| 5.844e+04|            |            |  8.974e-03 | 1.241e-02 |   8.295e-02  |  4.547e+05  |    4.142e+05   
 13.8% | 000030720 |    0.1305028  | 6.103e+04| 5.872e+04| 5.829e+04|  2.422e-02 |  5.268e-03 |  7.280e-03 | 1.232e-02 |   8.399e-02  |  3.628e+05  |    4.132e+05   
 14.1% | 000031360 |    0.1010884  |          | 6.206e+04| 5.880e+04|            |            |  8.781e-03 | 1.266e-02 |   7.908e-02  |  4.652e+05  |    4.140e+05   
 14.4% | 000032000 |    0.1247351  | 6.061e+04| 6.303e+04| 5.862e+04|  2.380e-02 |  6.674e-03 |  7.120e-03 | 1.536e-02 |   7.580e-02  |  3.745e+05  |    4.132e+05   
 14.7% | 000032640 |    0.1015604  |          | 6.294e+04| 5.863e+04|            |            |  1.282e-02 | 1.777e-02 |   7.024e-02  |  4.569e+05  |    4.139e+05   
 14.9% | 000033280 |    0.1256386  | 5.531e+04| 6.183e+04| 5.898e+04|  2.484e-02 |  5.906e-03 |  7.243e-03 | 1.249e-02 |   7.850e-02  |  3.669e+05  |    4.130e+05   
 15.2% | 000033920 |    0.0977036  |          | 6.321e+04| 5.899e+04|            |            |  1.211e-02 | 1.236e-02 |   7.253e-02  |  4.686e+05  |    4.138e+05   
 15.5% | 000034560 |    0.1233256  | 5.869e+04| 6.069e+04| 5.855e+04|  2.375e-02 |  6.669e-03 |  7.116e-03 | 1.195e-02 |   7.787e-02  |  3.687e+05  |    4.130e+05   
 15.8% | 000035200 |    0.0974757  |          | 6.257e+04| 5.847e+04|            |            |  1.043e-02 | 1.212e-02 |   7.425e-02  |  4.633e+05  |    4.137e+05   
 16.1% | 000035840 |    0.1230613  | 5.912e+04| 6.134e+04| 5.871e+04|  2.414e-02 |  5.224e-03 |  7.106e-03 | 1.189e-02 |   7.726e-02  |  3.645e+05  |    4.129e+05   
 16.4% | 000036480 |    0.0975625  |          | 5.899e+04| 5.880e+04|            |            |  1.101e-02 | 1.196e-02 |   7.381e-02  |  4.566e+05  |    4.134e+05   
 16.7% | 000037120 |    0.1213223  | 6.290e+04| 5.873e+04| 5.873e+04|  2.351e-02 |  6.629e-03 |  7.037e-03 | 1.192e-02 |   7.624e-02  |  3.647e+05  |    4.126e+05   
 17.0% | 000037760 |    0.0971694  |          | 5.848e+04| 5.840e+04|            |            |  1.014e-02 | 1.200e-02 |   7.430e-02  |  4.522e+05  |    4.132e+05   
 17.2% | 000038400 |    0.1221970  | 6.221e+04| 5.771e+04| 5.880e+04|  2.392e-02 |  5.237e-03 |  7.018e-03 | 1.180e-02 |   7.685e-02  |  3.571e+05  |    4.123e+05   
 17.5% | 000039040 |    0.0955261  |          | 5.898e+04| 5.832e+04|            |            |  9.188e-03 | 1.202e-02 |   7.361e-02  |  4.537e+05  |    4.128e+05   
 17.8% | 000039680 |    0.1192203  | 5.975e+04| 5.770e+04| 5.880e+04|  2.331e-02 |  6.545e-03 |  6.991e-03 | 1.166e-02 |   7.461e-02  |  3.610e+05  |    4.120e+05   
 18.1% | 000040320 |    0.0944174  |          | 5.894e+04| 5.834e+04|            |            |  9.522e-03 | 1.176e-02 |   7.244e-02  |  4.526e+05  |    4.125e+05   
 18.4% | 000040960 |    0.1195788  | 6.123e+04| 5.777e+04| 5.878e+04|  2.390e-02 |  5.225e-03 |  6.951e-03 | 1.158e-02 |   7.457e-02  |  3.549e+05  |    4.116e+05   
 18.7% | 000041600 |    0.0929622  |          | 5.885e+04| 5.852e+04|            |            |  9.338e-03 | 1.179e-02 |   7.109e-02  |  4.533e+05  |    4.121e+05   
 19.0% | 000042240 |    0.1168381  | 6.029e+04| 5.761e+04| 5.874e+04|  2.333e-02 |  6.357e-03 |  6.818e-03 | 1.178e-02 |   7.229e-02  |  3.581e+05  |    4.113e+05   
 19.3% | 000042880 |    0.0920294  |          | 5.893e+04| 5.827e+04|            |            |  9.695e-03 | 1.207e-02 |   6.956e-02  |  4.514e+05  |    4.118e+05   
 19.5% | 000043520 |    0.1169546  | 6.082e+04| 5.781e+04| 5.877e+04|  2.386e-02 |  5.140e-03 |  6.795e-03 | 1.236e-02 |   7.131e-02  |  3.527e+05  |    4.110e+05   
 19.8% | 000044160 |    0.0900025  |          | 5.910e+04| 5.860e+04|            |            |  1.057e-02 | 1.195e-02 |   6.673e-02  |  4.551e+05  |    4.114e+05   
 20.1% | 000044800 |    0.1141649  | 5.956e+04| 5.803e+04| 5.850e+04|  2.326e-02 |  6.444e-03 |  6.782e-03 | 1.175e-02 |   6.978e-02  |  3.562e+05  |    4.107e+05   
 20.4% | 000045440 |    0.0886211  |          | 5.998e+04| 5.845e+04|            |            |  1.009e-02 | 1.177e-02 |   6.603e-02  |  4.556e+05  |    4.112e+05   
 20.7% | 000046080 |    0.1139003  | 5.879e+04| 5.848e+04| 5.886e+04|  2.384e-02 |  5.145e-03 |  6.780e-03 | 1.138e-02 |   6.922e-02  |  3.519e+05  |    4.104e+05   
 21.0% | 000046720 |    0.0868184  |          | 5.996e+04| 5.894e+04|            |            |  1.113e-02 | 1.167e-02 |   6.328e-02  |  4.584e+05  |    4.109e+05   
 21.3% | 000047360 |    0.1115744  | 5.957e+04| 5.783e+04| 5.869e+04|  2.324e-02 |  6.449e-03 |  6.586e-03 | 1.150e-02 |   6.762e-02  |  3.541e+05  |    4.102e+05   
 21.6% | 000048000 |    0.0862993  |          | 5.987e+04| 5.831e+04|            |            |  1.197e-02 | 1.187e-02 |   6.178e-02  |  4.544e+05  |    4.106e+05   
 21.8% | 000048640 |    0.1119232  | 5.696e+04| 5.785e+04| 5.871e+04|  2.391e-02 |  5.335e-03 |  6.607e-03 | 1.187e-02 |   6.685e-02  |  3.478e+05  |    4.098e+05   
 22.1% | 000049280 |    0.0850972  |          | 5.855e+04| 5.891e+04|            |            |  1.281e-02 | 1.165e-02 |   5.988e-02  |  4.541e+05  |    4.102e+05   
 22.4% | 000049920 |    0.1087021  | 6.215e+04| 5.770e+04| 5.899e+04|  2.318e-02 |  6.445e-03 |  6.506e-03 | 1.126e-02 |   6.516e-02  |  3.529e+05  |    4.096e+05   
 22.7% | 000050560 |    0.0839458  |          | 5.936e+04| 5.845e+04|            |            |  1.332e-02 | 1.219e-02 |   5.772e-02  |  4.536e+05  |    4.100e+05   
 23.0% | 000051200 |    0.1095203  | 6.064e+04| 5.771e+04| 5.871e+04|  2.384e-02 |  5.308e-03 |  6.506e-03 | 1.149e-02 |   6.508e-02  |  3.451e+05  |    4.092e+05   
 23.3% | 000051840 |    0.0826503  |          | 5.916e+04| 5.865e+04|            |            |  1.321e-02 | 1.159e-02 |   5.715e-02  |  4.539e+05  |    4.096e+05   
 23.6% | 000052480 |    0.1065985  | 6.157e+04| 5.766e+04| 5.874e+04|  2.306e-02 |  6.423e-03 |  6.388e-03 | 1.129e-02 |   6.329e-02  |  3.493e+05  |    4.090e+05   
 23.9% | 000053120 |    0.0820034  |          | 5.897e+04| 5.833e+04|            |            |  1.340e-02 | 1.109e-02 |   5.678e-02  |  4.507e+05  |    4.093e+05   
 24.1% | 000053760 |    0.1073855  | 6.107e+04| 5.712e+04| 5.857e+04|  2.365e-02 |  5.240e-03 |  6.357e-03 | 1.091e-02 |   6.389e-02  |  3.416e+05  |    4.086e+05   
 24.4% | 000054400 |    0.0804367  |          | 5.895e+04| 5.864e+04|            |            |  1.296e-02 | 1.122e-02 |   5.552e-02  |  4.526e+05  |    4.089e+05   
 24.7% | 000055040 |    0.1040338  | 6.133e+04| 5.773e+04| 5.879e+04|  2.306e-02 |  6.420e-03 |  6.258e-03 | 1.090e-02 |   6.125e-02  |  3.473e+05  |    4.083e+05   
 25.0% | 000055680 |    0.0790654  |          | 5.947e+04| 5.862e+04|            |            |  1.320e-02 | 1.127e-02 |   5.389e-02  |  4.534e+05  |    4.087e+05   
 25.3% | 000056320 |    0.1044136  | 5.966e+04| 5.738e+04| 5.922e+04|  2.371e-02 |  5.238e-03 |  6.276e-03 | 1.072e-02 |   6.111e-02  |  3.407e+05  |    4.080e+05   
 25.6% | 000056960 |    0.0777467  |          | 5.898e+04| 5.909e+04|            |            |  1.383e-02 | 1.083e-02 |   5.238e-02  |  4.541e+05  |    4.083e+05   
 25.9% | 000057600 |    0.1015193  | 5.996e+04| 5.746e+04| 5.896e+04|  2.288e-02 |  6.333e-03 |  6.166e-03 | 1.076e-02 |   5.918e-02  |  3.451e+05  |    4.077e+05   
 26.1% | 000058240 |    0.0767523  |          | 5.919e+04| 5.875e+04|            |            |  1.464e-02 | 1.087e-02 |   5.056e-02  |  4.529e+05  |    4.080e+05   
 26.4% | 000058880 |    0.1019380  | 5.990e+04| 5.713e+04| 5.888e+04|  2.347e-02 |  5.174e-03 |  6.233e-03 | 1.085e-02 |   5.884e-02  |  3.384e+05  |    4.074e+05   
 26.7% | 000059520 |    0.0746434  |          | 5.966e+04| 5.929e+04|            |            |  1.419e-02 | 1.064e-02 |   4.905e-02  |  4.585e+05  |    4.077e+05   
 27.0% | 000060160 |    0.0982874  | 5.874e+04| 5.811e+04| 5.937e+04|  2.286e-02 |  6.353e-03 |  6.078e-03 | 1.162e-02 |   5.521e-02  |  3.455e+05  |    4.072e+05   
 27.3% | 000060800 |    0.0731608  |          | 5.977e+04| 6.003e+04|            |            |  1.488e-02 | 1.065e-02 |   4.691e-02  |  4.605e+05  |    4.075e+05   
 27.6% | 000061440 |    0.0989858  | 5.818e+04| 5.805e+04| 5.960e+04|  2.367e-02 |  5.206e-03 |  6.091e-03 | 1.043e-02 |   5.617e-02  |  3.377e+05  |    4.069e+05   
 27.9% | 000062080 |    0.0725713  |          | 5.959e+04| 5.928e+04|            |            |  1.545e-02 | 1.064e-02 |   4.579e-02  |  4.570e+05  |    4.072e+05   
 28.2% | 000062720 |    0.0957953  | 5.773e+04| 5.867e+04| 5.964e+04|  2.290e-02 |  6.544e-03 |  5.923e-03 | 1.076e-02 |   5.361e-02  |  3.434e+05  |    4.067e+05   
 28.4% | 000063360 |    0.0709142  |          | 5.994e+04| 5.993e+04|            |            |  1.572e-02 | 1.050e-02 |   4.399e-02  |  4.602e+05  |    4.070e+05   
 28.7% | 000064000 |    0.0957047  | 5.699e+04| 5.843e+04| 6.049e+04|  2.344e-02 |  5.234e-03 |  6.018e-03 | 9.954e-03 |   5.370e-02  |  3.383e+05  |    4.065e+05   
 29.0% | 000064640 |    0.0701267  |          | 5.956e+04| 5.968e+04|            |            |  1.707e-02 | 1.020e-02 |   4.211e-02  |  4.580e+05  |    4.068e+05   
 29.3% | 000065280 |    0.0927425  | 5.658e+04| 5.876e+04| 6.041e+04|  2.262e-02 |  6.331e-03 |  5.861e-03 | 1.020e-02 |   5.147e-02  |  3.435e+05  |    4.063e+05   
 29.6% | 000065920 |    0.0692529  |          | 6.015e+04| 5.920e+04|            |            |  1.833e-02 | 1.160e-02 |   3.859e-02  |  4.563e+05  |    4.066e+05   
 29.9% | 000066560 |    0.0939467  | 5.634e+04| 5.861e+04| 5.953e+04|  2.346e-02 |  5.413e-03 |  5.919e-03 | 1.045e-02 |   5.154e-02  |  3.336e+05  |    4.060e+05   
 30.2% | 000067200 |    0.0676534  |          | 5.974e+04| 5.963e+04|            |            |  1.940e-02 | 1.008e-02 |   3.740e-02  |  4.595e+05  |    4.063e+05   
 30.5% | 000067840 |    0.0910652  | 6.136e+04| 5.807e+04| 5.965e+04|  2.244e-02 |  6.319e-03 |  5.843e-03 | 1.004e-02 |   5.020e-02  |  3.386e+05  |    4.058e+05   
 30.7% | 000068480 |    0.0668383  |          | 5.996e+04| 5.937e+04|            |            |  2.082e-02 | 1.039e-02 |   3.492e-02  |  4.575e+05  |    4.061e+05   
 31.0% | 000069120 |    0.0912966  | 6.347e+04| 5.809e+04| 6.013e+04|  2.305e-02 |  5.112e-03 |  5.767e-03 | 9.928e-03 |   5.004e-02  |  3.322e+05  |    4.055e+05   
 31.3% | 000069760 |    0.0649357  |          | 6.028e+04| 6.036e+04|            |            |  2.155e-02 | 9.788e-03 |   3.289e-02  |  4.631e+05  |    4.058e+05   
 31.6% | 000070400 |    0.0883903  | 6.339e+04| 5.843e+04| 5.997e+04|  2.233e-02 |  6.404e-03 |  5.677e-03 | 1.039e-02 |   4.741e-02  |  3.374e+05  |    4.053e+05   
 31.9% | 000071040 |    0.0658347  |          | 6.060e+04| 5.906e+04|            |            |  2.302e-02 | 1.053e-02 |   3.158e-02  |  4.492e+05  |    4.055e+05   
 32.2% | 000071680 |    0.0888466  | 6.243e+04| 5.869e+04| 5.978e+04|  2.286e-02 |  5.183e-03 |  5.719e-03 | 9.921e-03 |   4.779e-02  |  3.301e+05  |    4.050e+05   
 32.5% | 000072320 |    0.0635243  |          | 6.005e+04| 6.003e+04|            |            |  2.259e-02 | 9.645e-03 |   3.053e-02  |  4.577e+05  |    4.053e+05   
 32.8% | 000072960 |    0.0865788  | 6.069e+04| 5.827e+04| 6.002e+04|  2.243e-02 |  6.508e-03 |  5.599e-03 | 9.890e-03 |   4.606e-02  |  3.330e+05  |    4.048e+05   
 33.0% | 000073600 |    0.0631681  |          | 5.996e+04| 5.966e+04|            |            |  2.284e-02 | 9.727e-03 |   2.988e-02  |  4.525e+05  |    4.050e+05   
 33.3% | 000074240 |    0.0868778  | 6.093e+04| 5.817e+04| 6.034e+04|  2.300e-02 |  5.346e-03 |  5.597e-03 | 9.605e-03 |   4.617e-02  |  3.262e+05  |    4.045e+05   
 33.6% | 000074880 |    0.0614328  |          | 6.023e+04| 6.073e+04|            |            |  2.183e-02 | 1.059e-02 |   2.823e-02  |  4.574e+05  |    4.047e+05   
 33.9% | 000075520 |    0.0850292  | 6.261e+04| 5.825e+04| 5.937e+04|  2.266e-02 |  6.963e-03 |  5.441e-03 | 9.986e-03 |   4.449e-02  |  3.276e+05  |    4.042e+05   
 34.2% | 000076160 |    0.0604330  |          | 5.988e+04| 5.986e+04|            |            |  2.178e-02 | 9.893e-03 |   2.807e-02  |  4.569e+05  |    4.045e+05   
 34.5% | 000076800 |    0.0844862  | 6.129e+04| 5.844e+04| 6.054e+04|  2.289e-02 |  5.330e-03 |  5.485e-03 | 9.563e-03 |   4.403e-02  |  3.240e+05  |    4.040e+05   
 34.8% | 000077440 |    0.0603154  |          | 6.036e+04| 5.892e+04|            |            |  2.220e-02 | 9.704e-03 |   2.770e-02  |  4.499e+05  |    4.042e+05   
 35.1% | 000078080 |    0.0820189  | 5.819e+04| 5.852e+04| 6.042e+04|  2.217e-02 |  6.481e-03 |  5.375e-03 | 9.814e-03 |   4.207e-02  |  3.279e+05  |    4.037e+05   
 35.3% | 000078720 |    0.0599015  |          | 6.087e+04| 5.897e+04|            |            |  2.292e-02 | 9.081e-03 |   2.719e-02  |  4.451e+05  |    4.039e+05   
 35.6% | 000079360 |    0.0828717  | 5.947e+04| 5.875e+04| 5.912e+04|  2.267e-02 |  5.121e-03 |  5.383e-03 | 9.354e-03 |   4.286e-02  |  3.189e+05  |    4.034e+05   
 35.9% | 000080000 |    0.0584960  |          | 6.035e+04| 5.858e+04|            |            |  2.190e-02 | 9.293e-03 |   2.653e-02  |  4.477e+05  |    4.035e+05   
 36.2% | 000080640 |    0.0808695  | 5.803e+04| 5.818e+04| 5.901e+04|  2.220e-02 |  6.407e-03 |  5.245e-03 | 9.641e-03 |   4.121e-02  |  3.210e+05  |    4.030e+05   
 36.5% | 000081280 |    0.0566542  |          | 6.039e+04| 5.924e+04|            |            |  2.081e-02 | 1.049e-02 |   2.462e-02  |  4.540e+05  |    4.033e+05   
 36.8% | 000081920 |    0.0813989  | 5.923e+04| 5.797e+04| 5.903e+04|  2.289e-02 |  5.442e-03 |  5.340e-03 | 9.509e-03 |   4.110e-02  |  3.132e+05  |    4.027e+05   
 37.1% | 000082560 |    0.0559688  |          | 6.080e+04| 5.927e+04|            |            |  2.136e-02 | 9.364e-03 |   2.453e-02  |  4.513e+05  |    4.029e+05   
 37.4% | 000083200 |    0.0792956  | 5.714e+04| 5.797e+04| 5.900e+04|  2.247e-02 |  6.652e-03 |  5.202e-03 | 9.463e-03 |   3.961e-02  |  3.157e+05  |    4.024e+05   
 37.6% | 000083840 |    0.0544762  |          | 6.064e+04| 5.912e+04|            |            |  2.015e-02 | 9.452e-03 |   2.414e-02  |  4.553e+05  |    4.026e+05   
 37.9% | 000084480 |    0.0791610  | 5.504e+04| 5.812e+04| 5.965e+04|  2.291e-02 |  5.131e-03 |  5.222e-03 | 9.206e-03 |   3.923e-02  |  3.104e+05  |    4.021e+05   
