Timestamp,GPU
1744614744,2361684756
1744614746,2361684756
1744614747,2361684756
1744614748,2361684756
1744614749,2361684756
1744614750,2361684756
1744614751,2361684756
1744614752,2361684756
1744614753,2361684756
1744614754,2361684756
1744614755,2361684756
1744614756,2361684756
1744614758,2361684756
1744614759,2361684761
1744614760,2361748212
1744614761,2361833048
1744614762,2361918499
1744614763,2362003141
1744614764,2362087570
1744614765,2362171968
1744614766,2362256357
1744614767,2362340844
1744614769,2362425249
1744614770,2362509480
1744614771,2362594697
1744614772,2362678997
1744614773,2362763277
1744614774,2362847526
1744614775,2362932491
1744614776,2363016683
1744614777,2363100754
1744614778,2363184809
1744614779,2363268901
1744614781,2363352936
1744614782,2363436994
1744614783,2363521069
1744614784,2363605084
1744614785,2363689022
1744614786,2363773122
1744614787,2363857119
1744614788,2363941315
1744614789,2363975392
1744614790,2363975392
1744614792,2363975392
1744614793,2363975392
1744614794,2363975392
1744614795,2363975392
1744614796,2363975392
1744614797,2363975392
1744614798,2363975392
