Timestamp,GPU
1744618477,2381190610
1744618478,2381190610
1744618479,2381190610
1744618480,2381190610
1744618481,2381190610
1744618483,2381190610
1744618484,2381190610
1744618485,2381190610
1744618486,2381190610
1744618487,2381190610
1744618488,2381190610
1744618489,2381190610
1744618490,2381190618
1744618491,2381190623
1744618492,2381190628
1744618493,2381190634
1744618495,2381190639
1744618496,2381190644
1744618497,2381190650
1744618498,2381190655
1744618499,2381190660
1744618500,2381190665
1744618501,2381190671
1744618502,2381190676
1744618503,2381190681
1744618504,2381190687
1744618506,2381190692
1744618507,2381190697
1744618508,2381190703
1744618509,2381190708
1744618510,2381190713
1744618511,2381190719
1744618512,2381190724
1744618513,2381190729
1744618514,2381190734
1744618515,2381190740
1744618516,2381190745
1744618518,2381190750
1744618519,2381190756
1744618520,2381190761
1744618521,2381190767
1744618522,2381190767
1744618523,2381190767
1744618524,2381190767
1744618525,2381190767
1744618526,2381190767
1744618527,2381190767
1744618528,2381190767
1744618530,2381190767
