Timestamp,GPU
1743603419,2474319571
1743603420,2474319571
1743603421,2474319571
1743603422,2474319571
1743603423,2474319571
1743603424,2474319571
1743603426,2474319571
1743603427,2474319571
1743603428,2474319571
1743603429,2474319571
1743603430,2474319571
1743603431,2474319571
1743603432,2474319571
1743603433,2474319571
1743603434,2474319571
1743603436,2474319571
1743603437,2474319571
1743603438,2474319571
1743603439,2474319571
1743603440,2474330493
1743603441,2474344574
1743603442,2474344621
1743603443,2474344621
1743603444,2474344621
1743603446,2474344621
1743603447,2474344621
1743603448,2474344621
1743603449,2474344621
1743603450,2474344621
