Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Local matrix size       = 2.96092 GiBs
Total device memory use = 3.5162 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
 11.5% | 000006400 |    0.0296109  | 4.865e+04| 5.900e+04| 6.148e+04|  1.841e-02 |  5.890e-03 |  1.809e-03 | 3.430e-03 |   3.655e-03  |  1.063e+05  |    1.002e+05   
 12.6% | 000007040 |    0.0315103  |          | 6.592e+04| 4.915e+04|            |            |  2.331e-02 | 3.138e-03 |   4.607e-03  |  9.737e+04  |    9.995e+04   
 13.8% | 000007680 |    0.0289526  | 4.927e+04| 5.600e+04| 6.349e+04|  1.817e-02 |  4.775e-03 |  1.815e-03 | 3.194e-03 |   3.483e-03  |  1.032e+05  |    1.002e+05   
 14.9% | 000008320 |    0.0308015  |          | 7.142e+04| 5.223e+04|            |            |  2.318e-02 | 3.142e-03 |   3.974e-03  |  9.447e+04  |    9.978e+04   
 16.1% | 000008960 |    0.0286370  | 4.576e+04| 6.023e+04| 5.814e+04|  1.810e-02 |  5.736e-03 |  1.706e-03 | 3.274e-03 |   3.195e-03  |  9.891e+04  |    9.972e+04   
 17.2% | 000009600 |    0.0298441  |          | 6.776e+04| 5.942e+04|            |            |  2.298e-02 | 3.278e-03 |   3.154e-03  |  9.234e+04  |    9.928e+04   
 18.4% | 000010240 |    0.0279265  | 4.337e+04| 5.751e+04| 6.928e+04|  1.800e-02 |  4.792e-03 |  1.719e-03 | 3.208e-03 |   2.281e-03  |  9.598e+04  |    9.910e+04   
 19.5% | 000010880 |    0.0303767  |          | 6.752e+04| 5.703e+04|            |            |  2.321e-02 | 3.648e-03 |   3.034e-03  |  8.578e+04  |    9.838e+04   
 20.7% | 000011520 |    0.0275151  | 4.884e+04| 5.596e+04| 6.554e+04|  1.816e-02 |  5.916e-03 |  1.626e-03 | 3.080e-03 |   2.383e-03  |  9.204e+04  |    9.808e+04   
 21.8% | 000012160 |    0.0292697  |          | 7.171e+04| 5.760e+04|            |            |  2.301e-02 | 3.098e-03 |   2.704e-03  |  8.405e+04  |    9.741e+04   
 23.0% | 000012800 |    0.0272893  | 4.170e+04| 5.613e+04| 6.961e+04|  1.801e-02 |  4.849e-03 |  1.593e-03 | 2.920e-03 |   2.178e-03  |  8.754e+04  |    9.699e+04   
 24.1% | 000013440 |    0.0285183  |          | 6.543e+04| 6.207e+04|            |            |  2.257e-02 | 3.133e-03 |   2.328e-03  |  8.130e+04  |    9.633e+04   
 25.3% | 000014080 |    0.0269420  | 3.718e+04| 5.783e+04| 6.993e+04|  1.822e-02 |  6.018e-03 |  1.497e-03 | 2.954e-03 |   1.834e-03  |  8.349e+04  |    9.583e+04   
 26.4% | 000014720 |    0.0278142  |          | 6.847e+04| 5.987e+04|            |            |  2.256e-02 | 2.671e-03 |   2.154e-03  |  7.842e+04  |    9.516e+04   
 27.6% | 000015360 |    0.0266440  | 3.587e+04| 5.650e+04| 6.843e+04|  1.834e-02 |  5.208e-03 |  1.534e-03 | 2.786e-03 |   1.714e-03  |  7.935e+04  |    9.460e+04   
 28.7% | 000016000 |    0.0280961  |          | 7.095e+04| 5.363e+04|            |            |  2.284e-02 | 2.631e-03 |   2.137e-03  |  7.289e+04  |    9.382e+04   
 29.9% | 000016640 |    0.0263881  | 3.743e+04| 5.458e+04| 6.941e+04|  1.839e-02 |  6.022e-03 |  1.439e-03 | 2.763e-03 |   1.478e-03  |  7.515e+04  |    9.321e+04   
 31.0% | 000017280 |    0.0277348  |          | 6.009e+04| 5.075e+04|            |            |  2.274e-02 | 2.451e-03 |   2.105e-03  |  6.919e+04  |    9.241e+04   
 32.2% | 000017920 |    0.0260441  | 3.253e+04| 5.575e+04| 6.428e+04|  1.791e-02 |  4.654e-03 |  1.438e-03 | 2.510e-03 |   1.476e-03  |  7.127e+04  |    9.177e+04   
 33.3% | 000018560 |    0.0272109  |          | 7.031e+04| 6.035e+04|            |            |  2.260e-02 | 2.770e-03 |   1.385e-03  |  6.594e+04  |    9.098e+04   
 34.5% | 000019200 |    0.0257300  | 3.584e+04| 5.916e+04| 6.780e+04|  1.847e-02 |  6.166e-03 |  1.326e-03 | 2.648e-03 |   1.028e-03  |  6.737e+04  |    9.032e+04   
 35.6% | 000019840 |    0.0266369  |          | 7.603e+04| 5.764e+04|            |            |  2.245e-02 | 2.352e-03 |   1.380e-03  |  6.283e+04  |    8.954e+04   
 36.8% | 000020480 |    0.0252562  | 3.158e+04| 5.983e+04| 6.071e+04|  1.801e-02 |  4.756e-03 |  1.326e-03 | 2.401e-03 |   1.260e-03  |  6.394e+04  |    8.887e+04   
 37.9% | 000021120 |    0.0262513  |          | 7.551e+04| 5.842e+04|            |            |  2.186e-02 | 2.948e-03 |   1.001e-03  |  5.932e+04  |    8.809e+04   
 39.1% | 000021760 |    0.0248904  | 3.425e+04| 6.001e+04| 6.948e+04|  1.831e-02 |  6.148e-03 |  1.223e-03 | 2.470e-03 |   7.442e-04  |  6.029e+04  |    8.741e+04   
 40.2% | 000022400 |    0.0258337  |          | 7.401e+04| 5.867e+04|            |            |  2.218e-02 | 2.180e-03 |   9.774e-04  |  5.594e+04  |    8.663e+04   
 41.4% | 000023040 |    0.0244288  | 3.313e+04| 5.961e+04| 6.359e+04|  1.812e-02 |  4.987e-03 |  1.241e-03 | 2.169e-03 |   7.718e-04  |  5.692e+04  |    8.595e+04   
 42.5% | 000023680 |    0.0256925  |          | 7.234e+04| 5.758e+04|            |            |  2.217e-02 | 2.327e-03 |   7.483e-04  |  5.204e+04  |    8.515e+04   
 43.7% | 000024320 |    0.0234830  | 5.491e+04| 5.799e+04| 7.439e+04|  1.792e-02 |  5.788e-03 |  1.145e-03 | 2.217e-03 |   8.620e-05  |  5.471e+04  |    8.451e+04   
 44.8% | 000024960 |    0.0254942  |          | 6.802e+04| 5.706e+04|            |            |  2.234e-02 | 2.064e-03 |   6.513e-04  |  4.837e+04  |    8.371e+04   
 46.0% | 000025600 |    0.0233254  | 4.366e+04| 5.673e+04| 6.747e+04|  1.767e-02 |  4.742e-03 |  1.153e-03 | 2.004e-03 |   4.426e-04  |  5.072e+04  |    8.305e+04   
 47.1% | 000026240 |    0.0238330  |          | 6.760e+04| 5.643e+04|            |            |  2.086e-02 | 2.108e-03 |   4.038e-04  |  4.757e+04  |    8.234e+04   
 48.3% | 000026880 |    0.0230873  | 5.966e+04| 5.370e+04| 6.361e+04|  1.799e-02 |  6.027e-03 |  1.099e-03 | 2.041e-03 |   9.844e-05  |  4.701e+04  |    8.166e+04   
 49.4% | 000027520 |    0.0242913  |          | 7.467e+04| 5.720e+04|            |            |  2.158e-02 | 1.972e-03 |   2.604e-04  |  4.274e+04  |    8.090e+04   
 50.6% | 000028160 |    0.0228202  | 5.608e+04| 5.480e+04| 7.495e+04|  1.797e-02 |  5.121e-03 |  1.083e-03 | 1.736e-03 |   3.235e-05  |  4.348e+04  |    8.022e+04   
 51.7% | 000028800 |    0.0234875  |          | 7.677e+04| 5.821e+04|            |            |  2.097e-02 | 1.926e-03 |   1.120e-04  |  4.032e+04  |    7.949e+04   
 52.9% | 000029440 |    0.0223147  | 4.529e+04| 5.746e+04| 6.807e+04|  1.763e-02 |  5.703e-03 |  9.740e-04 | 1.768e-03 |   2.100e-05  |  4.047e+04  |    7.882e+04   
 54.0% | 000030080 |    0.0227614  |          | 7.027e+04| 5.543e+04|            |            |  2.052e-02 | 1.781e-03 |   2.088e-05  |  3.778e+04  |    7.812e+04   
 55.2% | 000030720 |    0.0220129  | 4.468e+04| 5.609e+04| 7.457e+04|  1.746e-02 |  4.616e-03 |  1.009e-03 | 1.598e-03 |   2.163e-05  |  3.716e+04  |    7.745e+04   
 56.3% | 000031360 |    0.0224636  |          | 6.752e+04| 5.555e+04|            |            |  2.023e-02 | 1.732e-03 |   2.304e-05  |  3.460e+04  |    7.675e+04   
 57.5% | 000032000 |    0.0220191  | 3.490e+04| 5.705e+04| 7.076e+04|  1.743e-02 |  5.638e-03 |  8.852e-04 | 1.704e-03 |   2.139e-05  |  3.349e+04  |    7.607e+04   
 58.6% | 000032640 |    0.0220054  |          | 6.149e+04| 5.562e+04|            |            |  1.993e-02 | 1.621e-03 |   2.120e-05  |  3.174e+04  |    7.538e+04   
 59.8% | 000033280 |    0.0213379  | 4.396e+04| 5.647e+04| 7.254e+04|  1.715e-02 |  4.561e-03 |  8.889e-04 | 1.466e-03 |   2.188e-05  |  3.097e+04  |    7.472e+04   
 60.9% | 000033920 |    0.0221028  |          | 7.189e+04| 5.514e+04|            |            |  1.998e-02 | 1.591e-03 |   7.264e-05  |  2.823e+04  |    7.402e+04   
 62.1% | 000034560 |    0.0213954  | 4.456e+04| 6.005e+04| 7.262e+04|  1.721e-02 |  5.625e-03 |  8.099e-04 | 1.431e-03 |   2.207e-05  |  2.750e+04  |    7.335e+04   
 63.2% | 000035200 |    0.0216936  |          | 6.175e+04| 5.493e+04|            |            |  1.970e-02 | 1.442e-03 |   9.812e-05  |  2.553e+04  |    7.266e+04   
 64.4% | 000035840 |    0.0213109  | 4.439e+04| 6.108e+04| 4.938e+04|  1.710e-02 |  4.601e-03 |  8.154e-04 | 1.378e-03 |   2.243e-05  |  2.441e+04  |    7.198e+04   
 65.5% | 000036480 |    0.0216207  |          | 5.938e+04| 4.414e+04|            |            |  1.962e-02 | 1.514e-03 |   2.112e-05  |  2.256e+04  |    7.129e+04   
 66.7% | 000037120 |    0.0211026  | 3.813e+04| 5.664e+04| 4.509e+04|  1.721e-02 |  5.630e-03 |  7.284e-04 | 1.356e-03 |   2.630e-05  |  2.162e+04  |    7.062e+04   
 67.8% | 000037760 |    0.0213264  |          | 6.076e+04| 4.135e+04|            |            |  1.955e-02 | 1.325e-03 |   2.206e-05  |  1.997e+04  |    6.994e+04   
 69.0% | 000038400 |    0.0203544  | 3.791e+04| 5.795e+04|          |  1.693e-02 |  4.532e-03 |  7.251e-04 | 1.050e-03 |   1.052e-04  |  1.948e+04  |    6.930e+04   
 70.1% | 000039040 |    0.0215038  |          | 5.948e+04|          |            |            |  1.981e-02 | 1.337e-03 |   5.878e-05  |  1.712e+04  |    6.862e+04   
 71.3% | 000039680 |    0.0203940  | 4.113e+04| 5.872e+04|          |  1.701e-02 |  5.507e-03 |  6.333e-04 | 1.113e-03 |   6.489e-05  |  1.672e+04  |    6.798e+04   
 72.4% | 000040320 |    0.0206998  |          | 5.867e+04|          |            |            |  1.935e-02 | 1.023e-03 |   6.197e-05  |  1.520e+04  |    6.732e+04   
 73.6% | 000040960 |    0.0197174  | 4.471e+04| 5.725e+04|          |  1.651e-02 |  4.507e-03 |  6.306e-04 | 9.162e-04 |   1.057e-04  |  1.469e+04  |    6.671e+04   
 74.7% | 000041600 |    0.0206926  |          | 6.144e+04|          |            |            |  1.919e-02 | 1.160e-03 |   5.111e-05  |  1.283e+04  |    6.606e+04   
 75.9% | 000042240 |    0.0197865  | 3.608e+04| 5.344e+04|          |  1.668e-02 |  5.247e-03 |  5.436e-04 | 9.879e-04 |   5.930e-05  |  1.225e+04  |    6.544e+04   
 77.0% | 000042880 |    0.0201915  |          | 5.260e+04|          |            |            |  1.901e-02 | 8.772e-04 |   4.857e-05  |  1.091e+04  |    6.482e+04   
 78.2% | 000043520 |    0.0194801  | 3.498e+04| 5.440e+04|          |  1.654e-02 |  4.514e-03 |  5.384e-04 | 7.821e-04 |   9.543e-05  |  1.024e+04  |    6.422e+04   
 79.3% | 000044160 |    0.0202816  |          | 5.103e+04|          |            |            |  1.902e-02 | 9.212e-04 |   5.721e-05  |  8.849e+03  |    6.359e+04   
 80.5% | 000044800 |    0.0193762  | 3.960e+04| 5.407e+04|          |  1.663e-02 |  5.292e-03 |  4.453e-04 | 7.642e-04 |   5.247e-05  |  8.289e+03  |    6.300e+04   
 81.6% | 000045440 |    0.0198399  |          | 5.438e+04|          |            |            |  1.877e-02 | 7.656e-04 |   4.471e-05  |  7.196e+03  |    6.239e+04   
 82.8% | 000046080 |    0.0190166  | 3.883e+04| 5.258e+04|          |  1.641e-02 |  4.455e-03 |  4.468e-04 | 5.895e-04 |   7.649e-05  |  6.626e+03  |    6.182e+04   
 83.9% | 000046720 |    0.0200356  |          | 5.567e+04|          |            |            |  1.878e-02 | 9.212e-04 |   4.097e-05  |  5.504e+03  |    6.122e+04   
 85.1% | 000047360 |    0.0189780  | 3.366e+04| 5.262e+04|          |  1.644e-02 |  5.216e-03 |  3.644e-04 | 6.193e-04 |   5.659e-05  |  5.037e+03  |    6.065e+04   
 86.2% | 000048000 |    0.0195409  |          | 5.280e+04|          |            |            |  1.863e-02 | 6.086e-04 |   4.137e-05  |  4.194e+03  |    6.008e+04   
 87.4% | 000048640 |    0.0186815  | 2.902e+04| 4.796e+04|          |  1.630e-02 |  4.442e-03 |  3.643e-04 | 4.606e-04 |   6.624e-05  |  3.714e+03  |    5.953e+04   
 88.5% | 000049280 |    0.0196439  |          | 4.132e+04|          |            |            |  1.869e-02 | 6.478e-04 |   3.306e-05  |  2.945e+03  |    5.896e+04   
 89.7% | 000049920 |    0.0186961  | 3.157e+04| 4.620e+04|          |  1.643e-02 |  5.203e-03 |  2.742e-04 | 5.137e-04 |   4.800e-05  |  2.533e+03  |    5.842e+04   
 90.8% | 000050560 |    0.0191466  |          | 4.397e+04|          |            |            |  1.840e-02 | 4.672e-04 |   3.467e-05  |  1.981e+03  |    5.788e+04   
 92.0% | 000051200 |    0.0183861  | 2.927e+04| 4.014e+04|          |  1.626e-02 |  4.438e-03 |  2.752e-04 | 3.282e-04 |   4.767e-05  |  1.606e+03  |    5.736e+04   
 93.1% | 000051840 |    0.0192696  |          | 3.682e+04|          |            |            |  1.847e-02 | 4.907e-04 |   2.813e-05  |  1.152e+03  |    5.683e+04   
 94.3% | 000052480 |    0.0182875  | 1.809e+04| 3.319e+04|          |  1.629e-02 |  5.329e-03 |  1.943e-04 | 3.481e-04 |   3.920e-05  |  8.695e+02  |    5.632e+04   
 95.4% | 000053120 |    0.0186172  |          | 3.379e+04|          |            |            |  1.799e-02 | 3.211e-04 |   3.174e-05  |  5.725e+02  |    5.582e+04   
 96.6% | 000053760 |    0.0176738  | 1.890e+04| 2.319e+04|          |  1.584e-02 |  4.312e-03 |  1.932e-04 | 1.996e-04 |   3.701e-05  |  3.658e+02  |    5.535e+04   
 97.7% | 000054400 |    0.0185830  |          | 0.000e+00|          |            |            |  1.789e-02 | 4.161e-04 |   3.389e-05  |  1.786e+02  |    5.486e+04   
 98.9% | 000055040 |    0.0169133  | 0.000e+00|          |          |  1.587e-02 |  1.548e-02 |  1.021e-04 | 0.000e+00 |   1.700e-05  |  7.229e+01  |    5.442e+04   
Final Score:    5.3739e+04 GFLOPS 
Residual value = 0.000121440525734 (0x3f1fd5bc5882541f)
Residual Check: PASSED 
