Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Local matrix size       = 46.2245 GiBs
Total device memory use = 48.3673 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
 10.1% | 000022400 |    0.1152500  |          | 6.560e+04| 6.223e+04|            |            |  3.455e-02 | 1.416e-02 |   6.597e-02  |  4.471e+05  |    4.297e+05   
 10.3% | 000023040 |    0.1298188  | 5.444e+04| 6.162e+04| 6.446e+04|  2.411e-02 |  5.436e-03 |  7.682e-03 | 1.390e-02 |   8.146e-02  |  3.944e+05  |    4.288e+05   
 10.6% | 000023680 |    0.1110188  |          | 6.481e+04| 6.248e+04|            |            |  3.143e-02 | 1.456e-02 |   6.455e-02  |  4.582e+05  |    4.294e+05   
 10.9% | 000024320 |    0.1279983  | 5.467e+04| 6.143e+04| 6.403e+04|  2.420e-02 |  6.468e-03 |  7.522e-03 | 1.549e-02 |   7.813e-02  |  3.949e+05  |    4.285e+05   
 11.2% | 000024960 |    0.1104204  |          | 6.426e+04| 6.313e+04|            |            |  3.063e-02 | 1.780e-02 |   6.153e-02  |  4.548e+05  |    4.291e+05   
 11.5% | 000025600 |    0.1283050  | 5.532e+04| 6.200e+04| 6.460e+04|  2.543e-02 |  5.143e-03 |  7.631e-03 | 1.426e-02 |   7.837e-02  |  3.889e+05  |    4.281e+05   
 11.8% | 000026240 |    0.1076416  |          | 6.393e+04| 6.285e+04|            |            |  3.095e-02 | 1.418e-02 |   6.202e-02  |  4.606e+05  |    4.288e+05   
 12.1% | 000026880 |    0.1264714  | 5.508e+04| 6.055e+04| 6.448e+04|  2.491e-02 |  7.869e-03 |  7.439e-03 | 1.377e-02 |   7.772e-02  |  3.894e+05  |    4.279e+05   
 12.4% | 000027520 |    0.1078941  |          | 6.470e+04| 6.258e+04|            |            |  3.244e-02 | 1.362e-02 |   6.139e-02  |  4.535e+05  |    4.284e+05   
 12.6% | 000028160 |    0.1259274  | 5.241e+04| 5.998e+04| 6.456e+04|  2.429e-02 |  5.325e-03 |  7.472e-03 | 1.272e-02 |   7.877e-02  |  3.860e+05  |    4.274e+05   
 12.9% | 000028800 |    0.1053781  |          | 6.450e+04| 6.271e+04|            |            |  3.116e-02 | 1.356e-02 |   6.020e-02  |  4.583e+05  |    4.280e+05   
 13.2% | 000029440 |    0.1226702  | 5.324e+04| 6.130e+04| 6.414e+04|  2.391e-02 |  7.095e-03 |  7.389e-03 | 1.430e-02 |   7.441e-02  |  3.911e+05  |    4.272e+05   
 13.5% | 000030080 |    0.1047487  |          | 6.438e+04| 6.270e+04|            |            |  3.245e-02 | 1.268e-02 |   5.921e-02  |  4.550e+05  |    4.277e+05   
 13.8% | 000030720 |    0.1222308  | 5.528e+04| 6.194e+04| 6.428e+04|  2.394e-02 |  5.187e-03 |  7.449e-03 | 1.422e-02 |   7.392e-02  |  3.873e+05  |    4.269e+05   
 14.1% | 000031360 |    0.1059806  |          | 6.758e+04| 6.179e+04|            |            |  3.368e-02 | 1.319e-02 |   5.865e-02  |  4.437e+05  |    4.272e+05   
 14.4% | 000032000 |    0.1183052  | 5.353e+04| 6.468e+04| 6.438e+04|  2.397e-02 |  7.030e-03 |  7.246e-03 | 1.636e-02 |   6.808e-02  |  3.949e+05  |    4.266e+05   
 14.7% | 000032640 |    0.1016282  |          | 6.815e+04| 6.239e+04|            |            |  2.964e-02 | 1.580e-02 |   5.581e-02  |  4.566e+05  |    4.271e+05   
 14.9% | 000033280 |    0.1183702  | 5.142e+04| 6.419e+04| 6.413e+04|  2.383e-02 |  5.012e-03 |  7.249e-03 | 1.337e-02 |   7.135e-02  |  3.894e+05  |    4.264e+05   
 15.2% | 000033920 |    0.0967777  |          | 6.772e+04| 6.304e+04|            |            |  2.708e-02 | 1.394e-02 |   5.534e-02  |  4.731e+05  |    4.271e+05   
 15.5% | 000034560 |    0.1154417  | 5.192e+04| 6.521e+04| 6.446e+04|  2.386e-02 |  7.156e-03 |  7.134e-03 | 1.470e-02 |   6.710e-02  |  3.939e+05  |    4.265e+05   
 15.8% | 000035200 |    0.0983327  |          | 6.900e+04| 6.166e+04|            |            |  2.976e-02 | 1.259e-02 |   5.560e-02  |  4.593e+05  |    4.270e+05   
 16.1% | 000035840 |    0.1161006  | 5.934e+04| 6.414e+04| 6.412e+04|  2.379e-02 |  5.047e-03 |  7.170e-03 | 1.314e-02 |   6.933e-02  |  3.864e+05  |    4.263e+05   
 16.4% | 000036480 |    0.0968382  |          | 6.449e+04| 6.248e+04|            |            |  2.914e-02 | 1.318e-02 |   5.408e-02  |  4.600e+05  |    4.267e+05   
 16.7% | 000037120 |    0.1149996  | 5.805e+04| 6.135e+04| 6.404e+04|  2.372e-02 |  7.053e-03 |  7.047e-03 | 1.332e-02 |   6.834e-02  |  3.847e+05  |    4.261e+05   
 17.0% | 000037760 |    0.0990627  |          | 6.458e+04| 6.203e+04|            |            |  3.247e-02 | 1.260e-02 |   5.359e-02  |  4.436e+05  |    4.263e+05   
 17.2% | 000038400 |    0.1146907  | 5.826e+04| 6.182e+04| 6.428e+04|  2.377e-02 |  5.289e-03 |  7.129e-03 | 1.353e-02 |   6.764e-02  |  3.805e+05  |    4.256e+05   
 17.5% | 000039040 |    0.0971419  |          | 6.517e+04| 6.219e+04|            |            |  3.148e-02 | 1.283e-02 |   5.242e-02  |  4.461e+05  |    4.259e+05   
 17.8% | 000039680 |    0.1131965  | 5.491e+04| 6.005e+04| 6.394e+04|  2.332e-02 |  6.728e-03 |  6.995e-03 | 1.349e-02 |   6.678e-02  |  3.802e+05  |    4.252e+05   
 18.1% | 000040320 |    0.0942497  |          | 6.495e+04| 6.312e+04|            |            |  3.000e-02 | 1.333e-02 |   5.051e-02  |  4.534e+05  |    4.255e+05   
 18.4% | 000040960 |    0.1115442  | 5.566e+04| 6.285e+04| 6.413e+04|  2.342e-02 |  5.058e-03 |  7.041e-03 | 1.355e-02 |   6.492e-02  |  3.804e+05  |    4.249e+05   
 18.7% | 000041600 |    0.0949413  |          | 6.417e+04| 6.174e+04|            |            |  3.178e-02 | 1.207e-02 |   5.063e-02  |  4.438e+05  |    4.251e+05   
 19.0% | 000042240 |    0.1104596  | 5.352e+04| 6.077e+04| 6.406e+04|  2.334e-02 |  6.767e-03 |  6.910e-03 | 1.380e-02 |   6.379e-02  |  3.788e+05  |    4.245e+05   
 19.3% | 000042880 |    0.0933904  |          | 6.524e+04| 6.176e+04|            |            |  3.109e-02 | 1.224e-02 |   4.962e-02  |  4.449e+05  |    4.247e+05   
 19.5% | 000043520 |    0.1105005  | 5.876e+04| 6.046e+04| 6.423e+04|  2.357e-02 |  5.094e-03 |  6.876e-03 | 1.319e-02 |   6.423e-02  |  3.733e+05  |    4.240e+05   
 19.8% | 000044160 |    0.0920609  |          | 6.577e+04| 6.175e+04|            |            |  2.995e-02 | 1.302e-02 |   4.861e-02  |  4.449e+05  |    4.243e+05   
 20.1% | 000044800 |    0.1086291  | 5.187e+04| 5.976e+04| 6.421e+04|  2.339e-02 |  6.936e-03 |  6.771e-03 | 1.264e-02 |   6.321e-02  |  3.743e+05  |    4.236e+05   
 20.4% | 000045440 |    0.0892650  |          | 6.586e+04| 6.201e+04|            |            |  2.899e-02 | 1.241e-02 |   4.742e-02  |  4.523e+05  |    4.239e+05   
 20.7% | 000046080 |    0.1081655  | 5.207e+04| 6.039e+04| 6.425e+04|  2.367e-02 |  5.212e-03 |  6.756e-03 | 1.208e-02 |   6.304e-02  |  3.706e+05  |    4.233e+05   
 21.0% | 000046720 |    0.0885012  |          | 6.427e+04| 6.190e+04|            |            |  2.893e-02 | 1.270e-02 |   4.638e-02  |  4.496e+05  |    4.235e+05   
 21.3% | 000047360 |    0.1058043  | 5.081e+04| 5.995e+04| 6.454e+04|  2.326e-02 |  6.859e-03 |  6.643e-03 | 1.287e-02 |   6.039e-02  |  3.734e+05  |    4.229e+05   
 21.6% | 000048000 |    0.0929750  |          | 6.559e+04| 6.114e+04|            |            |  3.497e-02 | 1.126e-02 |   4.630e-02  |  4.218e+05  |    4.229e+05   
 21.8% | 000048640 |    0.1055449  | 5.959e+04| 6.045e+04| 6.424e+04|  2.340e-02 |  5.164e-03 |  6.660e-03 | 1.280e-02 |   6.009e-02  |  3.689e+05  |    4.223e+05   
 22.1% | 000049280 |    0.0920132  |          | 6.443e+04| 6.153e+04|            |            |  3.431e-02 | 1.217e-02 |   4.507e-02  |  4.200e+05  |    4.223e+05   
 22.4% | 000049920 |    0.1028556  | 5.632e+04| 6.087e+04| 6.446e+04|  2.328e-02 |  6.986e-03 |  6.633e-03 | 1.308e-02 |   5.731e-02  |  3.730e+05  |    4.217e+05   
 22.7% | 000050560 |    0.0911325  |          | 6.465e+04| 6.118e+04|            |            |  3.424e-02 | 1.222e-02 |   4.424e-02  |  4.178e+05  |    4.217e+05   
 23.0% | 000051200 |    0.1032055  | 5.250e+04| 6.015e+04| 6.415e+04|  2.299e-02 |  4.817e-03 |  6.609e-03 | 1.255e-02 |   5.844e-02  |  3.662e+05  |    4.211e+05   
 23.3% | 000051840 |    0.0894244  |          | 6.510e+04| 6.202e+04|            |            |  3.382e-02 | 1.242e-02 |   4.273e-02  |  4.195e+05  |    4.211e+05   
 23.6% | 000052480 |    0.1009489  | 5.348e+04| 6.140e+04| 6.383e+04|  2.319e-02 |  6.964e-03 |  6.502e-03 | 1.325e-02 |   5.546e-02  |  3.689e+05  |    4.205e+05   
 23.9% | 000053120 |    0.0896133  |          | 6.483e+04| 6.103e+04|            |            |  3.478e-02 | 1.151e-02 |   4.288e-02  |  4.124e+05  |    4.204e+05   
 24.1% | 000053760 |    0.1011152  | 5.701e+04| 6.050e+04| 6.363e+04|  2.306e-02 |  4.964e-03 |  6.448e-03 | 1.183e-02 |   5.731e-02  |  3.627e+05  |    4.199e+05   
 24.4% | 000054400 |    0.0862450  |          | 6.521e+04| 6.099e+04|            |            |  3.252e-02 | 1.121e-02 |   4.202e-02  |  4.221e+05  |    4.199e+05   
 24.7% | 000055040 |    0.0981597  | 5.651e+04| 6.159e+04| 6.446e+04|  2.320e-02 |  6.966e-03 |  6.404e-03 | 1.345e-02 |   5.257e-02  |  3.680e+05  |    4.194e+05   
 25.0% | 000055680 |    0.0885537  |          | 6.498e+04| 6.081e+04|            |            |  3.574e-02 | 1.095e-02 |   4.140e-02  |  4.049e+05  |    4.192e+05   
 25.3% | 000056320 |    0.0990109  | 5.944e+04| 6.010e+04| 6.407e+04|  2.313e-02 |  4.990e-03 |  6.462e-03 | 1.139e-02 |   5.544e-02  |  3.593e+05  |    4.187e+05   
 25.6% | 000056960 |    0.0846692  |          | 6.508e+04| 6.157e+04|            |            |  3.324e-02 | 1.118e-02 |   3.976e-02  |  4.170e+05  |    4.187e+05   
 25.9% | 000057600 |    0.0964890  | 5.139e+04| 6.059e+04| 6.397e+04|  2.288e-02 |  6.778e-03 |  6.298e-03 | 1.316e-02 |   5.154e-02  |  3.631e+05  |    4.181e+05   
 26.1% | 000058240 |    0.0851648  |          | 6.458e+04| 6.191e+04|            |            |  3.374e-02 | 1.276e-02 |   3.821e-02  |  4.082e+05  |    4.181e+05   
 26.4% | 000058880 |    0.0963471  | 5.266e+04| 5.992e+04| 6.417e+04|  2.296e-02 |  4.952e-03 |  6.301e-03 | 1.151e-02 |   5.313e-02  |  3.580e+05  |    4.175e+05   
 26.7% | 000059520 |    0.0809365  |          | 6.544e+04| 6.149e+04|            |            |  3.145e-02 | 1.168e-02 |   3.729e-02  |  4.229e+05  |    4.175e+05   
 27.0% | 000060160 |    0.0928419  | 5.216e+04| 6.121e+04| 6.576e+04|  2.300e-02 |  6.912e-03 |  6.188e-03 | 1.359e-02 |   4.747e-02  |  3.658e+05  |    4.171e+05   
 27.3% | 000060800 |    0.0811922  |          | 6.581e+04| 6.168e+04|            |            |  3.284e-02 | 1.121e-02 |   3.670e-02  |  4.150e+05  |    4.171e+05   
 27.6% | 000061440 |    0.0924658  | 5.326e+04| 6.098e+04| 6.623e+04|  2.276e-02 |  4.786e-03 |  6.150e-03 | 1.133e-02 |   4.965e-02  |  3.615e+05  |    4.166e+05   
 27.9% | 000062080 |    0.0798046  |          | 6.593e+04| 6.161e+04|            |            |  3.205e-02 | 1.137e-02 |   3.592e-02  |  4.155e+05  |    4.166e+05   
 28.2% | 000062720 |    0.0905318  | 5.390e+04| 6.101e+04| 6.580e+04|  2.259e-02 |  6.643e-03 |  6.090e-03 | 1.271e-02 |   4.664e-02  |  3.634e+05  |    4.162e+05   
 28.4% | 000063360 |    0.0783349  |          | 6.575e+04| 6.197e+04|            |            |  3.167e-02 | 1.106e-02 |   3.515e-02  |  4.166e+05  |    4.162e+05   
 28.7% | 000064000 |    0.0906589  | 5.154e+04| 6.119e+04| 6.540e+04|  2.269e-02 |  4.781e-03 |  6.068e-03 | 1.119e-02 |   4.816e-02  |  3.571e+05  |    4.157e+05   
 29.0% | 000064640 |    0.0761908  |          | 6.491e+04| 6.170e+04|            |            |  3.053e-02 | 1.066e-02 |   3.451e-02  |  4.215e+05  |    4.157e+05   
 29.3% | 000065280 |    0.0883287  | 5.300e+04| 6.115e+04| 6.569e+04|  2.241e-02 |  6.576e-03 |  5.973e-03 | 1.187e-02 |   4.553e-02  |  3.607e+05  |    4.153e+05   
 29.6% | 000065920 |    0.0764638  |          | 6.545e+04| 6.201e+04|            |            |  3.172e-02 | 1.117e-02 |   3.317e-02  |  4.133e+05  |    4.153e+05   
 29.9% | 000066560 |    0.0888408  | 5.335e+04| 6.067e+04| 6.517e+04|  2.263e-02 |  4.870e-03 |  5.934e-03 | 1.117e-02 |   4.663e-02  |  3.528e+05  |    4.148e+05   
 30.2% | 000067200 |    0.0735515  |          | 6.496e+04| 6.157e+04|            |            |  2.986e-02 | 1.039e-02 |   3.279e-02  |  4.226e+05  |    4.149e+05   
 30.5% | 000067840 |    0.0867200  | 5.690e+04| 6.064e+04| 6.561e+04|  2.268e-02 |  6.971e-03 |  5.863e-03 | 1.189e-02 |   4.377e-02  |  3.555e+05  |    4.144e+05   
 30.7% | 000068480 |    0.0741889  |          | 6.589e+04| 6.143e+04|            |            |  3.070e-02 | 1.101e-02 |   3.203e-02  |  4.122e+05  |    4.144e+05   
 31.0% | 000069120 |    0.0869054  | 5.769e+04| 6.034e+04| 6.517e+04|  2.245e-02 |  4.973e-03 |  5.912e-03 | 1.080e-02 |   4.523e-02  |  3.489e+05  |    4.139e+05   
 31.3% | 000069760 |    0.0708988  |          | 6.542e+04| 6.116e+04|            |            |  2.874e-02 | 1.036e-02 |   3.129e-02  |  4.242e+05  |    4.140e+05   
 31.6% | 000070400 |    0.0843287  | 5.686e+04| 6.085e+04| 6.525e+04|  2.224e-02 |  6.723e-03 |  5.819e-03 | 1.202e-02 |   4.170e-02  |  3.536e+05  |    4.136e+05   
 31.9% | 000071040 |    0.0716544  |          | 6.553e+04| 6.070e+04|            |            |  3.007e-02 | 1.042e-02 |   3.072e-02  |  4.127e+05  |    4.136e+05   
 32.2% | 000071680 |    0.0844263  | 5.668e+04| 6.066e+04| 6.516e+04|  2.216e-02 |  4.808e-03 |  5.764e-03 | 1.071e-02 |   4.329e-02  |  3.473e+05  |    4.131e+05   
 32.5% | 000072320 |    0.0677531  |          | 6.541e+04| 6.158e+04|            |            |  2.776e-02 | 1.009e-02 |   2.944e-02  |  4.292e+05  |    4.132e+05   
 32.8% | 000072960 |    0.0828659  | 5.862e+04| 5.926e+04| 6.530e+04|  2.193e-02 |  6.429e-03 |  5.644e-03 | 1.102e-02 |   4.177e-02  |  3.479e+05  |    4.128e+05   
 33.0% | 000073600 |    0.0679662  |          | 6.560e+04| 6.186e+04|            |            |  2.880e-02 | 1.018e-02 |   2.855e-02  |  4.206e+05  |    4.128e+05   
 33.3% | 000074240 |    0.0820557  | 5.788e+04| 6.144e+04| 6.511e+04|  2.205e-02 |  4.915e-03 |  5.700e-03 | 1.116e-02 |   4.068e-02  |  3.454e+05  |    4.124e+05   
 33.6% | 000074880 |    0.0667413  |          | 6.590e+04| 6.141e+04|            |            |  2.760e-02 | 1.089e-02 |   2.777e-02  |  4.210e+05  |    4.124e+05   
 33.9% | 000075520 |    0.0810433  | 5.619e+04| 6.039e+04| 6.441e+04|  2.213e-02 |  6.735e-03 |  5.552e-03 | 1.123e-02 |   3.969e-02  |  3.437e+05  |    4.120e+05   
 34.2% | 000076160 |    0.0647402  |          | 6.533e+04| 6.097e+04|            |            |  2.669e-02 | 1.008e-02 |   2.751e-02  |  4.265e+05  |    4.121e+05   
 34.5% | 000076800 |    0.0805975  | 6.404e+04| 5.995e+04| 6.564e+04|  2.215e-02 |  5.024e-03 |  5.497e-03 | 1.054e-02 |   3.992e-02  |  3.396e+05  |    4.116e+05   
 34.8% | 000077440 |    0.0652212  |          | 6.526e+04| 6.180e+04|            |            |  2.796e-02 | 1.088e-02 |   2.593e-02  |  4.160e+05  |    4.116e+05   
 35.1% | 000078080 |    0.0784325  | 5.220e+04| 6.093e+04| 6.509e+04|  2.191e-02 |  6.535e-03 |  5.456e-03 | 1.136e-02 |   3.722e-02  |  3.429e+05  |    4.112e+05   
 35.3% | 000078720 |    0.0638237  |          | 6.578e+04| 6.194e+04|            |            |  2.767e-02 | 9.952e-03 |   2.571e-02  |  4.177e+05  |    4.112e+05   
 35.6% | 000079360 |    0.0790965  | 5.705e+04| 6.085e+04| 6.391e+04|  2.220e-02 |  5.020e-03 |  5.467e-03 | 1.057e-02 |   3.839e-02  |  3.341e+05  |    4.108e+05   
 35.9% | 000080000 |    0.0627094  |          | 6.588e+04| 6.021e+04|            |            |  2.631e-02 | 1.043e-02 |   2.546e-02  |  4.176e+05  |    4.108e+05   
 36.2% | 000080640 |    0.0772431  | 5.111e+04| 6.070e+04| 6.403e+04|  2.204e-02 |  6.651e-03 |  5.308e-03 | 1.101e-02 |   3.639e-02  |  3.360e+05  |    4.104e+05   
 36.5% | 000081280 |    0.0610675  |          | 6.506e+04| 5.960e+04|            |            |  2.623e-02 | 9.659e-03 |   2.470e-02  |  4.212e+05  |    4.104e+05   
 36.8% | 000081920 |    0.0775536  | 6.206e+04| 6.057e+04| 6.346e+04|  2.216e-02 |  4.666e-03 |  5.417e-03 | 1.089e-02 |   3.653e-02  |  3.287e+05  |    4.099e+05   
 37.1% | 000082560 |    0.0602150  |          | 6.520e+04| 5.998e+04|            |            |  2.584e-02 | 9.927e-03 |   2.393e-02  |  4.195e+05  |    4.100e+05   
 37.4% | 000083200 |    0.0758450  | 6.034e+04| 5.947e+04| 6.366e+04|  2.187e-02 |  6.438e-03 |  5.231e-03 | 1.079e-02 |   3.552e-02  |  3.300e+05  |    4.095e+05   
 37.6% | 000083840 |    0.0594471  |          | 6.515e+04| 6.062e+04|            |            |  2.584e-02 | 1.016e-02 |   2.303e-02  |  4.172e+05  |    4.096e+05   
 37.9% | 000084480 |    0.0758123  | 5.932e+04| 5.944e+04| 6.416e+04|  2.215e-02 |  4.765e-03 |  5.265e-03 | 9.843e-03 |   3.612e-02  |  3.241e+05  |    4.091e+05   
