Timestamp,GPU
1743771866,1116571477
1743771867,1116571477
1743771868,1116571477
1743771869,1116571477
1743771870,1116571477
1743771871,1116571477
1743771873,1116571477
1743771874,1116571477
1743771875,1116571477
1743771876,1116571477
1743771877,1116571477
1743771878,1116575390
1743771879,1116585608
1743771880,1116594990
1743771881,1116605709
1743771882,1116616867
1743771884,1116625284
1743771885,1116633665
1743771886,1116646551
1743771887,1116666081
1743771888,1116676267
1743771889,1116690312
1743771890,1116701552
1743771891,1116711626
1743771892,1116720373
1743771893,1116728789
1743771894,1116738528
1743771896,1116752769
1743771897,1116765577
1743771898,1116775511
1743771899,1116785767
1743771900,1116797819
1743771901,1116808914
1743771902,1116817178
1743771903,1116825410
1743771904,1116838368
1743771905,1116855428
1743771907,1116865511
1743771908,1116875454
1743771909,1116883933
1743771910,1116893962
1743771911,1116902573
1743771912,1116910777
1743771913,1116919450
1743771914,1116929431
1743771915,1116935540
1743771916,1116936143
1743771917,1116936246
1743771919,1116936246
1743771920,1116936246
1743771921,1116936246
1743771922,1116936246
1743771923,1116936246
1743771924,1116936246
