Timestamp,GPU
1743774813,1143851389
1743774815,1143851389
1743774816,1143851389
1743774817,1143851389
1743774818,1143851389
1743774819,1143851389
1743774820,1143851389
1743774821,1143851389
1743774822,1143851389
1743774823,1143851389
1743774824,1143851389
1743774825,1143857130
1743774827,1143870937
1743774828,1143884707
1743774829,1143894700
1743774830,1143894700
1743774831,1143894700
1743774832,1143894700
1743774833,1143894700
1743774834,1143894700
1743774835,1143894700
1743774836,1143894700
1743774837,1143894700
