Timestamp,GPU
1743600122,623743633
1743600123,623743633
1743600124,623743633
1743600125,623743633
1743600126,623743633
1743600128,623743633
1743600129,623743633
1743600130,623743633
1743600131,623743633
1743600132,623743633
1743600133,623743633
1743600134,623771522
1743600135,623840852
1743600136,623911010
1743600137,623981955
1743600139,624053403
1743600140,624118228
1743600141,624187596
1743600142,624257687
1743600143,624328102
1743600144,624393058
1743600145,624462422
1743600146,624532922
1743600147,624603465
1743600148,624671059
1743600149,624739170
1743600151,624808711
1743600152,624878706
1743600153,624949449
1743600154,625014838
1743600155,625083400
1743600156,625152763
1743600157,625222478
1743600158,625289202
1743600159,625356871
1743600160,625425657
1743600161,625495130
1743600163,625565309
1743600164,625630460
1743600165,625699276
1743600166,625768550
1743600167,625838020
1743600168,625904356
1743600169,625972086
1743600170,626040923
1743600171,626110649
1743600172,626180823
1743600174,626245600
1743600175,626314946
1743600176,626385248
1743600177,626455920
1743600178,626521664
1743600179,626589800
1743600180,626658472
1743600181,626727506
1743600182,626797792
1743600183,626861948
1743600184,626931527
1743600186,627001467
1743600187,627071911
1743600188,627137647
1743600189,627206653
1743600190,627276426
1743600191,627346654
1743600192,627416309
1743600193,627482870
1743600194,627552001
1743600195,627621553
1743600196,627691174
1743600198,627756216
1743600199,627825512
1743600200,627895427
1743600201,627965336
1743600202,628032558
1743600203,628100590
1743600204,628169802
1743600205,628239085
1743600206,628308868
1743600207,628373883
1743600208,628442462
1743600210,628511498
1743600211,628581397
1743600212,628635862
1743600213,628636465
1743600214,628636992
1743600215,628636992
1743600216,628636992
1743600217,628636992
1743600218,628636992
1743600219,628636992
1743600220,628636992
1743600222,628636992
