Timestamp,GPU
1744913320,2973193057
1744913321,2973193057
1744913322,2973193057
1744913323,2973193057
1744913324,2973193057
1744913325,2973193057
1744913326,2973193057
1744913327,2973193057
1744913329,2973193057
1744913330,2973193057
1744913331,2973193057
1744913332,2973193057
1744913333,2973193057
1744913334,2973193057
1744913335,2973193057
1744913336,2973193057
1744913337,2973203160
1744913339,2973247930
1744913340,2973292611
1744913341,2973337280
1744913342,2973381931
1744913343,2973426512
1744913344,2973470994
1744913345,2973515568
1744913346,2973559964
1744913348,2973604331
1744913349,2973648675
1744913350,2973693009
1744913351,2973737312
1744913352,2973781572
1744913353,2973825840
1744913354,2973870224
1744913355,2973914847
1744913356,2973959116
1744913358,2974003322
1744913359,2974047616
1744913360,2974091960
1744913361,2974136152
1744913362,2974180253
1744913363,2974224428
1744913364,2974268654
1744913365,2974312902
1744913366,2974357070
1744913368,2974401193
1744913369,2974445265
1744913370,2974489304
1744913371,2974533365
1744913372,2974577401
1744913373,2974621509
1744913374,2974665725
1744913375,2974709828
1744913376,2974754039
1744913378,2974798244
1744913379,2974842285
1744913380,2974886321
1744913381,2974930400
1744913382,2974974433
1744913383,2975018505
1744913384,2975062599
1744913385,2975106691
1744913386,2975150686
1744913388,2975194699
1744913389,2975238717
1744913390,2975282708
1744913391,2975326703
1744913392,2975370662
1744913393,2975414747
1744913394,2975458895
1744913395,2975503001
1744913396,2975547073
1744913398,2975591065
1744913399,2975635042
1744913400,2975679000
1744913401,2975722975
1744913402,2975766957
1744913403,2975811020
1744913404,2975836327
1744913405,2975836327
1744913406,2975836327
1744913408,2975836327
1744913409,2975836327
1744913410,2975836327
1744913411,2975836327
1744913412,2975836327
1744913413,2975836327
