Timestamp,gpu0r0,gpu0w0,gpu0r1,gpu0w1,gpu0r2,gpu0w2,gpu0r3,gpu0w3,gpu0r4,gpu0w4,gpu0r5,gpu0w5,gpu0r6,gpu0w6,gpu0r7,gpu0w7,gpu1r0,gpu1w0,gpu1r1,gpu1w1,gpu1r2,gpu1w2,gpu1r3,gpu1w3,gpu1r4,gpu1w4,gpu1r5,gpu1w5,gpu1r6,gpu1w6,gpu1r7,gpu1w7,gpu2r0,gpu2w0,gpu2r1,gpu2w1,gpu2r2,gpu2w2,gpu2r3,gpu2w3,gpu2r4,gpu2w4,gpu2r5,gpu2w5,gpu2r6,gpu2w6,gpu2r7,gpu2w7,gpu3r0,gpu3w0,gpu3r1,gpu3w1,gpu3r2,gpu3w2,gpu3r3,gpu3w3,gpu3r4,gpu3w4,gpu3r5,gpu3w5,gpu3r6,gpu3w6,gpu3r7,gpu3w7,gpu4r0,gpu4w0,gpu4r1,gpu4w1,gpu4r2,gpu4w2,gpu4r3,gpu4w3,gpu4r4,gpu4w4,gpu4r5,gpu4w5,gpu4r6,gpu4w6,gpu4r7,gpu4w7,gpu5r0,gpu5w0,gpu5r1,gpu5w1,gpu5r2,gpu5w2,gpu5r3,gpu5w3,gpu5r4,gpu5w4,gpu5r5,gpu5w5,gpu5r6,gpu5w6,gpu5r7,gpu5w7,gpu6r0,gpu6w0,gpu6r1,gpu6w1,gpu6r2,gpu6w2,gpu6r3,gpu6w3,gpu6r4,gpu6w4,gpu6r5,gpu6w5,gpu6r6,gpu6w6,gpu6r7,gpu6w7,gpu7r0,gpu7w0,gpu7r1,gpu7w1,gpu7r2,gpu7w2,gpu7r3,gpu7w3,gpu7r4,gpu7w4,gpu7r5,gpu7w5,gpu7r6,gpu7w6,gpu7r7,gpu7w7
1744249377,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249379,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249380,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249382,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249383,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249385,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249386,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249388,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249390,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
1744249391,N/A,N/A,55769160541,55834674917,57636795950,57239319646,57137174980,56281710466,58020923052,57597708137,57189906397,56966342885,56839392045,56797314829,57614128063,57870969264",0,0,N/A,N/A,57571699778,57391121810,56280732129,56079351242,56949283741,56667889988,57293737425,57327535147,57010110982,57419976496,57870233563,57613524109",0,0,57249733712,57111671130,N/A,N/A,56611202216,56360027739,56459430973,56887038483,56844578504,56909401138,57663715591,57050188168,56156175246,55791020911",0,0,55834679811,55769177428,56916707440,57070951429,N/A,N/A,57214502364,57248478336,57419862273,57009972198,56909401137,56844578503,55876932862,55639320786",0,0,56374237694,56611208748,57070728315,56916708790,55235152161,56523974689,N/A,N/A,57327579305,57293852980,56199279843,56394047226,56617678914,57442365538",0,0,56692653682,56948826452,56774144434,56616739028,56079365000,56280746674,57246893783,57213353392,N/A,N/A,56447723315,57241784041,57574991316,57173944274",0,0,56628800191,56430102135,56290298074,57610433567,56254203970,56246436296,56669152801,56953210443,56955613898,56872155065,N/A,N/A,55681841401,55958148449",0,0,56982336516,56739382091,57391121810,57571699777,56359536563,56611364974,57607756701,58065272300,57231186732,56915731271,56419127628,56294272249,N/A,N/A"
