Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Local matrix size       = 0.741935 GiBs
Total device memory use = 1.02856 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
 23.0% | 000006400 |    0.0231952  | 4.461e+04| 6.077e+04| 6.141e+04|  1.876e-02 |  7.399e-03 |  8.359e-04 | 1.338e-03 |   4.019e-04  |  2.613e+04  |    2.696e+04   
 25.3% | 000007040 |    0.0230056  |          | 6.238e+04| 6.162e+04|            |            |  2.043e-02 | 1.592e-03 |   5.543e-04  |  2.482e+04  |    2.680e+04   
 27.6% | 000007680 |    0.0223802  | 4.496e+04| 6.082e+04| 6.190e+04|  1.813e-02 |  6.043e-03 |  8.215e-04 | 1.211e-03 |   4.727e-04  |  2.399e+04  |    2.662e+04   
 29.9% | 000008320 |    0.0223125  |          | 5.683e+04| 5.625e+04|            |            |  1.989e-02 | 1.476e-03 |   4.656e-04  |  2.258e+04  |    2.636e+04   
 32.2% | 000008960 |    0.0226980  | 4.127e+04| 5.614e+04| 5.656e+04|  1.864e-02 |  7.219e-03 |  7.305e-04 | 1.228e-03 |   2.850e-04  |  2.079e+04  |    2.603e+04   
 34.5% | 000009600 |    0.0224839  |          | 5.732e+04| 5.725e+04|            |            |  2.027e-02 | 1.376e-03 |   3.996e-04  |  1.961e+04  |    2.567e+04   
 36.8% | 000010240 |    0.0217939  | 4.026e+04| 5.668e+04| 5.558e+04|  1.796e-02 |  6.047e-03 |  7.322e-04 | 1.086e-03 |   2.710e-04  |  1.886e+04  |    2.532e+04   
 39.1% | 000010880 |    0.0216728  |          | 5.837e+04| 5.841e+04|            |            |  1.959e-02 | 1.399e-03 |   2.143e-04  |  1.764e+04  |    2.495e+04   
 41.4% | 000011520 |    0.0220127  | 4.255e+04| 5.950e+04| 5.819e+04|  1.844e-02 |  7.133e-03 |  6.461e-04 | 1.125e-03 |   1.436e-04  |  1.610e+04  |    2.453e+04   
 43.7% | 000012160 |    0.0216445  |          | 5.822e+04| 5.796e+04|            |            |  1.977e-02 | 1.229e-03 |   1.854e-04  |  1.514e+04  |    2.411e+04   
 46.0% | 000012800 |    0.0209346  | 4.357e+04| 5.864e+04| 5.472e+04|  1.750e-02 |  5.970e-03 |  6.373e-04 | 9.452e-04 |   1.515e-05  |  1.443e+04  |    2.372e+04   
 48.3% | 000013440 |    0.0206453  |          | 5.531e+04| 4.726e+04|            |            |  1.890e-02 | 1.209e-03 |   7.078e-05  |  1.344e+04  |    2.332e+04   
 50.6% | 000014080 |    0.0213420  | 3.970e+04| 5.530e+04| 5.172e+04|  1.804e-02 |  6.733e-03 |  5.520e-04 | 1.008e-03 |   1.803e-05  |  1.189e+04  |    2.288e+04   
 52.9% | 000014720 |    0.0208192  |          | 5.410e+04| 5.272e+04|            |            |  1.925e-02 | 1.118e-03 |   1.865e-05  |  1.111e+04  |    2.245e+04   
 55.2% | 000015360 |    0.0207117  | 4.059e+04| 5.536e+04| 4.590e+04|  1.746e-02 |  5.932e-03 |  5.535e-04 | 8.912e-04 |   1.954e-05  |  1.013e+04  |    2.202e+04   
 57.5% | 000016000 |    0.0200367  |          | 5.746e+04| 5.079e+04|            |            |  1.850e-02 | 1.043e-03 |   1.913e-05  |  9.448e+03  |    2.161e+04   
 59.8% | 000016640 |    0.0212528  | 4.116e+04| 5.907e+04| 4.601e+04|  1.808e-02 |  6.913e-03 |  4.610e-04 | 8.587e-04 |   1.960e-05  |  7.994e+03  |    2.115e+04   
 62.1% | 000017280 |    0.0203954  |          | 5.739e+04| 4.277e+04|            |            |  1.899e-02 | 9.624e-04 |   1.883e-05  |  7.431e+03  |    2.073e+04   
 64.4% | 000017920 |    0.0202017  | 4.093e+04| 5.872e+04| 4.418e+04|  1.737e-02 |  5.929e-03 |  4.542e-04 | 6.651e-04 |   1.860e-05  |  6.646e+03  |    2.030e+04   
 66.7% | 000018560 |    0.0198106  |          | 5.276e+04| 3.680e+04|            |            |  1.837e-02 | 9.488e-04 |   1.906e-05  |  5.957e+03  |    1.990e+04   
 69.0% | 000019200 |    0.0204564  | 3.370e+04| 5.377e+04|          |  1.792e-02 |  6.829e-03 |  3.707e-04 | 6.732e-04 |   3.950e-05  |  5.025e+03  |    1.947e+04   
 71.3% | 000019840 |    0.0200957  |          | 5.340e+04|          |            |            |  1.910e-02 | 7.012e-04 |   3.592e-05  |  4.411e+03  |    1.906e+04   
 73.6% | 000020480 |    0.0195987  | 3.370e+04| 4.952e+04|          |  1.724e-02 |  5.874e-03 |  3.694e-04 | 4.448e-04 |   5.969e-05  |  3.854e+03  |    1.867e+04   
 75.9% | 000021120 |    0.0190093  |          | 4.186e+04|          |            |            |  1.806e-02 | 6.483e-04 |   3.396e-05  |  3.339e+03  |    1.829e+04   
 78.2% | 000021760 |    0.0201604  | 3.345e+04| 4.553e+04|          |  1.790e-02 |  6.905e-03 |  3.076e-04 | 4.800e-04 |   3.621e-05  |  2.603e+03  |    1.789e+04   
 80.5% | 000022400 |    0.0194463  |          | 4.446e+04|          |            |            |  1.866e-02 | 5.048e-04 |   3.405e-05  |  2.186e+03  |    1.752e+04   
 82.8% | 000023040 |    0.0192716  | 3.315e+04| 4.433e+04|          |  1.721e-02 |  5.908e-03 |  2.808e-04 | 2.986e-04 |   4.362e-05  |  1.743e+03  |    1.715e+04   
 85.1% | 000023680 |    0.0187371  |          | 3.820e+04|          |            |            |  1.790e-02 | 5.414e-04 |   2.773e-05  |  1.373e+03  |    1.681e+04   
 87.4% | 000024320 |    0.0196796  | 1.926e+04| 3.269e+04|          |  1.770e-02 |  7.045e-03 |  1.989e-04 | 3.457e-04 |   3.141e-05  |  9.612e+02  |    1.645e+04   
 89.7% | 000024960 |    0.0190547  |          | 2.989e+04|          |            |            |  1.841e-02 | 3.676e-04 |   2.786e-05  |  6.901e+02  |    1.611e+04   
 92.0% | 000025600 |    0.0187555  | 2.009e+04| 2.286e+04|          |  1.697e-02 |  6.001e-03 |  1.994e-04 | 1.461e-04 |   3.542e-05  |  4.495e+02  |    1.579e+04   
 94.3% | 000026240 |    0.0180286  |          | 0.000e+00|          |            |            |  1.741e-02 | 3.428e-04 |   3.224e-05  |  2.641e+02  |    1.549e+04   
 96.6% | 000026880 |    0.0185355  | 0.000e+00|          |          |  1.732e-02 |  1.693e-02 |  1.058e-04 | 0.000e+00 |   1.661e-05  |  1.155e+02  |    1.519e+04   
 98.9% | 000027520 |    0.0082014  |          |          |          |            |            |  8.179e-03 | 0.000e+00 |   1.542e-06  |  1.863e+01  |    1.506e+04   
Final Score:    1.4844e+04 GFLOPS 
Residual value = 0.000257463722074 (0x3f30df8644268bee)
Residual Check: PASSED 
