Timestamp,GPU_0,GPU_1,GPU_2,GPU_3,GPU_4,GPU_5,GPU_6,GPU_7
1755314486,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314488,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314489,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314490,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314491,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314492,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314493,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314494,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314495,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314497,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314498,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314499,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314500,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314501,625400672,2528266788,2525602154,2527416906,2525186573,2524673032,2524409454,2527192885
1755314502,625402336,2528268440,2525603819,2527418570,2525188262,2524674710,2524411141,2527194592
1755314504,625404964,2528271039,2525606449,2527421178,2525190882,2524677298,2524413714,2527197168
1755314505,625407494,2528273560,2525608941,2527423662,2525193383,2524679781,2524416210,2527199681
1755314506,625410078,2528276148,2525611520,2527426238,2525195973,2524682343,2524418770,2527202255
1755314507,625412628,2528278656,2525614027,2527428738,2525198481,2524684822,2524421246,2527204710
1755314509,625415038,2528281074,2525616450,2527431154,2525200906,2524687227,2524423658,2527207173
1755314510,625417630,2528283633,2525619021,2527433717,2525203480,2524689771,2524426209,2527209730
1755314511,625420317,2528286304,2525621694,2527436390,2525206174,2524692421,2524428859,2527212399
1755314513,625422958,2528288934,2525624324,2527439006,2525208813,2524695044,2524431468,2527214993
1755314514,625425495,2528291440,2525626841,2527441513,2525211334,2524697534,2524433988,2527217525
1755314515,625428368,2528294284,2525629693,2527444361,2525214189,2524700338,2524436789,2527220327
1755314517,625431082,2528296969,2525632384,2527447045,2525216877,2524703004,2524439452,2527223004
1755314518,625433651,2528299512,2525634937,2527449598,2525219439,2524705576,2524442032,2527225592
1755314519,625436318,2528302165,2525637597,2527452247,2525222104,2524708219,2524444672,2527228238
1755314521,625438801,2528304639,2525640084,2527454730,2525224602,2524710683,2524447127,2527230716
1755314522,625441491,2528307318,2525642762,2527457394,2525227280,2524713322,2524449774,2527233395
1755314523,625444105,2528309907,2525645364,2527459990,2525229874,2524715892,2524452330,2527235938
1755314525,625446606,2528312390,2525647857,2527462487,2525232372,2524718390,2524454834,2527238460
1755314526,625449390,2528315160,2525650622,2527465234,2525235136,2524721124,2524457564,2527241202
1755314527,625452126,2528317870,2525653337,2527467947,2525237873,2524723847,2524460285,2527243933
1755314529,625454911,2528320631,2525656093,2527470689,2525240647,2524726600,2524463031,2527246683
1755314530,625457631,2528323350,2525658816,2527473405,2525243347,2524729276,2524465713,2527249401
1755314531,625460293,2528325959,2525661430,2527476008,2525245958,2524731879,2524468322,2527251987
1755314533,625462861,2528328507,2525663989,2527478563,2525248538,2524734402,2524470842,2527254555
1755314534,625465709,2528331347,2525666827,2527481413,2525251410,2524737237,2524473680,2527257382
1755314535,625468361,2528333975,2525669458,2527484025,2525254023,2524739833,2524476255,2527259977
1755314537,625471050,2528336638,2525672140,2527486684,2525256703,2524742499,2524478941,2527262685
1755314538,625473839,2528339409,2525674929,2527489503,2525259538,2524745277,2524481719,2527265476
1755314539,625476436,2528341995,2525677505,2527492044,2525262080,2524747801,2524484231,2527268000
1755314541,625479099,2528344646,2525680168,2527494698,2525264754,2524750484,2524486894,2527270696
1755314542,625481754,2528347307,2525682835,2527497361,2525267425,2524753112,2524489521,2527273357
1755314543,625484418,2528349953,2525685493,2527499999,2525270081,2524755736,2524492160,2527276003
1755314545,625487001,2528352482,2525688024,2527502518,2525272617,2524758227,2524494648,2527278470
1755314546,625489573,2528355050,2525690609,2527505098,2525275208,2524760817,2524497239,2527281079
1755314547,625492290,2528357744,2525693318,2527507786,2525277911,2524763493,2524499921,2527283780
1755314549,625495082,2528360505,2525696090,2527510539,2525280669,2524766191,2524502626,2527286480
1755314550,625497721,2528363126,2525698725,2527513174,2525283309,2524768824,2524505245,2527289144
1755314551,625500359,2528365746,2525701360,2527515810,2525285965,2524771462,2524507887,2527291767
1755314553,625503094,2528368452,2525704076,2527518508,2525288697,2524774156,2524510574,2527294461
1755314554,625505654,2528370989,2525706618,2527521034,2525291206,2524776640,2524513035,2527296937
1755314555,625508150,2528373465,2525709100,2527523508,2525293697,2524779112,2524515515,2527299454
1755314557,625510786,2528376093,2525711736,2527526137,2525296331,2524781711,2524518157,2527302073
1755314558,625513235,2528378514,2525714150,2527528553,2525298738,2524784087,2524520525,2527304487
1755314559,625516045,2528381310,2525716954,2527531370,2525301568,2524786895,2524523320,2527307269
1755314561,625518678,2528383941,2525719598,2527533989,2525304206,2524789513,2524525918,2527309877
1755314562,625521240,2528386461,2525722114,2527536496,2525306726,2524791999,2524528447,2527312413
1755314563,625524002,2528389201,2525724865,2527539239,2525309484,2524794755,2524531166,2527315144
1755314565,625526460,2528391638,2525727309,2527541674,2525311962,2524797178,2524533592,2527317583
1755314566,625529230,2528394401,2525730082,2527544444,2525314708,2524799903,2524536325,2527320333
1755314567,625531785,2528396934,2525732605,2527546948,2525317221,2524802390,2524538784,2527322804
1755314569,625534319,2528399450,2525735142,2527549474,2525319794,2524804947,2524541342,2527325387
1755314570,625537129,2528402222,2525737929,2527552261,2525322551,2524807692,2524544093,2527328138
1755314571,625540073,2528405158,2525740865,2527555179,2525325489,2524810598,2524546992,2527331087
1755314573,625542997,2528408041,2525743735,2527558034,2525328359,2524813435,2524549816,2527333890
1755314574,625545426,2528410482,2525746189,2527560480,2525330822,2524815888,2524552273,2527336355
1755314575,625547969,2528412985,2525748690,2527562958,2525333313,2524818357,2524554749,2527338854
1755314577,625550629,2528415626,2525751350,2527565610,2525335975,2524820989,2524557398,2527341516
1755314578,625553439,2528418399,2525754133,2527568381,2525338752,2524823730,2524560138,2527344302
1755314579,625556073,2528421011,2525756743,2527570970,2525341353,2524826301,2524562705,2527346847
1755314580,625558803,2528423734,2525759482,2527573701,2525344081,2524829016,2524565449,2527349614
1755314582,625561662,2528426561,2525762323,2527576539,2525346910,2524831804,2524568228,2527352398
1755314583,625564234,2528429116,2525764893,2527579103,2525349490,2524834353,2524570798,2527355011
1755314584,625566949,2528431812,2525767601,2527581808,2525352209,2524837040,2524573503,2527357689
1755314586,625569661,2528434496,2525770297,2527584490,2525354894,2524839686,2524576191,2527360373
1755314587,625572278,2528437097,2525772915,2527587097,2525357506,2524842273,2524578749,2527362960
1755314588,625574860,2528439681,2525775501,2527589678,2525360100,2524844843,2524581332,2527365549
1755314590,625577603,2528442389,2525778219,2527592390,2525362846,2524847545,2524584029,2527368271
1755314591,625580327,2528445085,2525780926,2527595075,2525365520,2524850189,2524586667,2527370903
1755314592,625582943,2528447681,2525783540,2527597684,2525368121,2524852764,2524589281,2527373520
1755314594,625585782,2528450510,2525786378,2527600535,2525370982,2524855594,2524592089,2527376341
1755314595,625588440,2528453155,2525789032,2527603154,2525373617,2524858209,2524594699,2527378989
1755314596,625591177,2528455866,2525791745,2527605852,2525376339,2524860910,2524597392,2527381699
1755314598,625593774,2528458442,2525794356,2527608463,2525378951,2524863496,2524599983,2527384275
1755314599,625596495,2528461136,2525797037,2527611129,2525381610,2524866124,2524602615,2527386913
