Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Local matrix size       = 0.741935 GiBs
Total device memory use = 1.02856 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
 23.0% | 000006400 |    0.0302878  | 3.388e+04| 4.996e+04| 5.354e+04|  2.501e-02 |  6.137e-03 |  8.155e-04 | 1.408e-03 |   7.649e-04  |  2.001e+04  |    2.109e+04   
 25.3% | 000007040 |    0.0304490  |          | 5.016e+04| 5.309e+04|            |            |  2.743e-02 | 1.595e-03 |   1.007e-03  |  1.875e+04  |    2.091e+04   
 27.6% | 000007680 |    0.0303983  | 3.360e+04| 5.014e+04| 5.495e+04|  2.532e-02 |  5.594e-03 |  8.071e-04 | 1.217e-03 |   9.218e-04  |  1.766e+04  |    2.068e+04   
 29.9% | 000008320 |    0.0308929  |          | 5.040e+04| 4.810e+04|            |            |  2.805e-02 | 1.423e-03 |   9.443e-04  |  1.631e+04  |    2.039e+04   
 32.2% | 000008960 |    0.0300463  | 3.324e+04| 5.090e+04| 5.053e+04|  2.512e-02 |  6.145e-03 |  7.174e-04 | 1.280e-03 |   6.717e-04  |  1.571e+04  |    2.010e+04   
 34.5% | 000009600 |    0.0300591  |          | 5.051e+04| 5.036e+04|            |            |  2.742e-02 | 1.406e-03 |   8.189e-04  |  1.467e+04  |    1.979e+04   
 36.8% | 000010240 |    0.0299410  | 3.351e+04| 5.077e+04| 4.922e+04|  2.530e-02 |  5.553e-03 |  7.197e-04 | 1.114e-03 |   6.807e-04  |  1.373e+04  |    1.946e+04   
 39.1% | 000010880 |    0.0305195  |          | 5.223e+04| 5.093e+04|            |            |  2.805e-02 | 1.383e-03 |   6.309e-04  |  1.252e+04  |    1.910e+04   
 41.4% | 000011520 |    0.0294155  | 3.668e+04| 5.288e+04| 5.305e+04|  2.500e-02 |  6.245e-03 |  6.375e-04 | 1.148e-03 |   5.453e-04  |  1.205e+04  |    1.876e+04   
 43.7% | 000012160 |    0.0292518  |          | 5.317e+04| 5.315e+04|            |            |  2.692e-02 | 1.273e-03 |   5.896e-04  |  1.120e+04  |    1.841e+04   
 46.0% | 000012800 |    0.0290665  | 4.063e+04| 5.253e+04| 4.589e+04|  2.490e-02 |  5.555e-03 |  6.331e-04 | 9.344e-04 |   2.928e-04  |  1.039e+04  |    1.806e+04   
 48.3% | 000013440 |    0.0296191  |          | 4.548e+04| 3.883e+04|            |            |  2.749e-02 | 1.180e-03 |   4.822e-04  |  9.365e+03  |    1.770e+04   
 50.6% | 000014080 |    0.0285399  | 3.309e+04| 4.497e+04| 4.442e+04|  2.465e-02 |  5.949e-03 |  5.406e-04 | 1.017e-03 |   2.422e-04  |  8.892e+03  |    1.735e+04   
 52.9% | 000014720 |    0.0283911  |          | 4.582e+04| 4.477e+04|            |            |  2.646e-02 | 1.142e-03 |   3.442e-04  |  8.145e+03  |    1.701e+04   
 55.2% | 000015360 |    0.0284039  | 3.751e+04| 4.499e+04| 3.342e+04|  2.466e-02 |  5.532e-03 |  5.417e-04 | 8.285e-04 |   1.801e-04  |  7.385e+03  |    1.666e+04   
 57.5% | 000016000 |    0.0287982  |          | 5.097e+04| 3.638e+04|            |            |  2.692e-02 | 1.125e-03 |   2.926e-04  |  6.573e+03  |    1.630e+04   
 59.8% | 000016640 |    0.0279359  | 3.201e+04| 5.107e+04| 3.181e+04|  2.431e-02 |  5.934e-03 |  4.525e-04 | 8.813e-04 |   1.747e-05  |  6.082e+03  |    1.596e+04   
 62.1% | 000017280 |    0.0276388  |          | 4.979e+04| 3.232e+04|            |            |  2.602e-02 | 9.943e-04 |   2.093e-04  |  5.483e+03  |    1.563e+04   
 64.4% | 000017920 |    0.0279187  | 3.106e+04| 4.980e+04| 3.018e+04|  2.459e-02 |  5.579e-03 |  4.558e-04 | 6.535e-04 |   1.487e-04  |  4.809e+03  |    1.529e+04   
 66.7% | 000018560 |    0.0283164  |          | 4.150e+04| 2.719e+04|            |            |  2.679e-02 | 9.090e-04 |   1.630e-04  |  4.167e+03  |    1.495e+04   
 69.0% | 000019200 |    0.0270535  | 2.715e+04| 4.143e+04|          |  2.415e-02 |  5.906e-03 |  3.689e-04 | 6.797e-04 |   5.112e-05  |  3.800e+03  |    1.464e+04   
 71.3% | 000019840 |    0.0271951  |          | 4.126e+04|          |            |            |  2.621e-02 | 6.848e-04 |   4.797e-05  |  3.260e+03  |    1.432e+04   
 73.6% | 000020480 |    0.0271991  | 2.687e+04| 3.457e+04|          |  2.448e-02 |  5.501e-03 |  3.652e-04 | 4.453e-04 |   6.967e-05  |  2.777e+03  |    1.401e+04   
 75.9% | 000021120 |    0.0275308  |          | 2.990e+04|          |            |            |  2.659e-02 | 6.305e-04 |   4.547e-05  |  2.306e+03  |    1.370e+04   
 78.2% | 000021760 |    0.0268355  | 2.198e+04| 3.685e+04|          |  2.417e-02 |  6.042e-03 |  2.773e-04 | 5.416e-04 |   4.711e-05  |  1.955e+03  |    1.340e+04   
 80.5% | 000022400 |    0.0264575  |          | 3.585e+04|          |            |            |  2.565e-02 | 5.064e-04 |   4.516e-05  |  1.607e+03  |    1.311e+04   
 82.8% | 000023040 |    0.0267865  | 2.463e+04| 3.034e+04|          |  2.433e-02 |  5.537e-03 |  2.736e-04 | 2.962e-04 |   6.045e-05  |  1.254e+03  |    1.283e+04   
 85.1% | 000023680 |    0.0272161  |          | 2.198e+04|          |            |            |  2.639e-02 | 5.269e-04 |   3.945e-05  |  9.454e+02  |    1.255e+04   
 87.4% | 000024320 |    0.0263480  | 1.064e+04| 1.508e+04|          |  2.396e-02 |  6.292e-03 |  1.966e-04 | 3.614e-04 |   3.613e-05  |  7.179e+02  |    1.228e+04   
 89.7% | 000024960 |    0.0258698  |          | 1.527e+04|          |            |            |  2.523e-02 | 3.655e-04 |   3.868e-05  |  5.083e+02  |    1.202e+04   
 92.0% | 000025600 |    0.0259465  | 1.079e+04| 9.990e+03|          |  2.378e-02 |  5.575e-03 |  1.947e-04 | 1.469e-04 |   3.275e-05  |  3.249e+02  |    1.178e+04   
 94.3% | 000026240 |    0.0263110  |          | 0.000e+00|          |            |            |  2.571e-02 | 3.221e-04 |   3.538e-05  |  1.810e+02  |    1.153e+04   
 96.6% | 000026880 |    0.0253316  | 0.000e+00|          |          |  2.377e-02 |  2.373e-02 |  1.027e-04 | 0.000e+00 |   1.953e-05  |  8.448e+01  |    1.130e+04   
 98.9% | 000027520 |    0.0112142  |          |          |          |            |            |  1.119e-02 | 0.000e+00 |   1.491e-06  |  1.362e+01  |    1.120e+04   
Final Score:    1.0981e+04 GFLOPS 
Residual value = 0.000257463722074 (0x3f30df8644268bee)
Residual Check: PASSED 
