Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Local matrix size       = 46.2245 GiBs
Total device memory use = 48.3673 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
  4.6% | 000010240 |    0.1687945  | 5.646e+04| 5.929e+04| 5.893e+04|  3.998e-02 |  6.424e-03 |  7.998e-03 | 1.417e-02 |   1.037e-01  |  3.434e+05  |    3.805e+05   
  4.9% | 000010880 |    0.1282853  |          | 5.932e+04| 5.911e+04|            |            |  2.770e-02 | 1.864e-02 |   8.145e-02  |  4.491e+05  |    3.838e+05   
  5.2% | 000011520 |    0.1649410  | 5.609e+04| 5.944e+04| 5.889e+04|  3.896e-02 |  1.013e-02 |  7.925e-03 | 1.436e-02 |   1.008e-01  |  3.472e+05  |    3.816e+05   
  5.5% | 000012160 |    0.1290543  |          | 5.929e+04| 5.900e+04|            |            |  3.002e-02 | 2.226e-02 |   7.627e-02  |  4.411e+05  |    3.842e+05   
  5.7% | 000012800 |    0.1660969  | 5.591e+04| 5.917e+04| 5.885e+04|  4.014e-02 |  6.643e-03 |  7.875e-03 | 1.419e-02 |   1.010e-01  |  3.406e+05  |    3.819e+05   
  6.0% | 000013440 |    0.1252367  |          | 5.926e+04| 5.899e+04|            |            |  2.750e-02 | 1.795e-02 |   7.931e-02  |  4.490e+05  |    3.845e+05   
  6.3% | 000014080 |    0.1619421  | 5.555e+04| 5.928e+04| 5.897e+04|  3.883e-02 |  1.001e-02 |  7.818e-03 | 1.398e-02 |   9.840e-02  |  3.451e+05  |    3.826e+05   
  6.6% | 000014720 |    0.1261433  |          | 5.928e+04| 5.901e+04|            |            |  2.947e-02 | 2.204e-02 |   7.420e-02  |  4.404e+05  |    3.847e+05   
  6.9% | 000015360 |    0.1626140  | 5.522e+04| 5.925e+04| 5.888e+04|  3.972e-02 |  6.649e-03 |  7.750e-03 | 1.332e-02 |   9.892e-02  |  3.395e+05  |    3.827e+05   
  7.2% | 000016000 |    0.1222944  |          | 5.924e+04| 5.899e+04|            |            |  2.714e-02 | 1.739e-02 |   7.726e-02  |  4.487e+05  |    3.848e+05   
  7.5% | 000016640 |    0.1583912  | 5.481e+04| 5.930e+04| 5.896e+04|  3.831e-02 |  1.025e-02 |  7.753e-03 | 1.443e-02 |   9.498e-02  |  3.443e+05  |    3.832e+05   
  7.8% | 000017280 |    0.1234253  |          | 5.929e+04| 5.898e+04|            |            |  2.947e-02 | 2.182e-02 |   7.168e-02  |  4.391e+05  |    3.849e+05   
  8.0% | 000017920 |    0.1586056  | 5.458e+04| 5.925e+04| 5.888e+04|  3.862e-02 |  6.415e-03 |  7.683e-03 | 1.297e-02 |   9.642e-02  |  3.396e+05  |    3.832e+05   
  8.3% | 000018560 |    0.1193872  |          | 5.890e+04| 5.897e+04|            |            |  2.643e-02 | 1.667e-02 |   7.578e-02  |  4.483e+05  |    3.849e+05   
  8.6% | 000019200 |    0.1549496  | 5.410e+04| 5.934e+04| 5.898e+04|  3.774e-02 |  9.026e-03 |  7.642e-03 | 1.408e-02 |   9.261e-02  |  3.432e+05  |    3.835e+05   
  8.9% | 000019840 |    0.1201960  |          | 5.926e+04| 5.902e+04|            |            |  2.909e-02 | 2.132e-02 |   6.934e-02  |  4.397e+05  |    3.850e+05   
  9.2% | 000020480 |    0.1570890  | 5.391e+04| 5.892e+04| 5.892e+04|  3.977e-02 |  6.479e-03 |  7.602e-03 | 1.336e-02 |   9.343e-02  |  3.343e+05  |    3.833e+05   
  9.5% | 000021120 |    0.1163554  |          | 5.921e+04| 5.902e+04|            |            |  2.769e-02 | 1.671e-02 |   7.150e-02  |  4.485e+05  |    3.848e+05   
  9.8% | 000021760 |    0.1531683  | 5.333e+04| 5.922e+04| 5.893e+04|  3.860e-02 |  9.982e-03 |  7.463e-03 | 1.410e-02 |   9.011e-02  |  3.386e+05  |    3.835e+05   
 10.1% | 000022400 |    0.1174022  |          | 5.928e+04| 5.902e+04|            |            |  2.955e-02 | 1.969e-02 |   6.771e-02  |  4.389e+05  |    3.847e+05   
 10.3% | 000023040 |    0.1534038  | 5.340e+04| 5.934e+04| 5.898e+04|  3.928e-02 |  6.595e-03 |  7.555e-03 | 1.313e-02 |   9.051e-02  |  3.338e+05  |    3.832e+05   
 10.6% | 000023680 |    0.1143435  |          | 5.928e+04| 5.903e+04|            |            |  2.800e-02 | 1.822e-02 |   6.761e-02  |  4.449e+05  |    3.845e+05   
 10.9% | 000024320 |    0.1510158  | 5.295e+04| 5.937e+04| 5.898e+04|  3.942e-02 |  8.944e-03 |  7.452e-03 | 1.388e-02 |   8.736e-02  |  3.347e+05  |    3.832e+05   
 11.2% | 000024960 |    0.1150543  |          | 5.934e+04| 5.899e+04|            |            |  3.080e-02 | 1.653e-02 |   6.729e-02  |  4.365e+05  |    3.843e+05   
 11.5% | 000025600 |    0.1546168  | 5.320e+04| 5.941e+04| 5.900e+04|  4.322e-02 |  6.655e-03 |  7.388e-03 | 1.282e-02 |   8.824e-02  |  3.227e+05  |    3.826e+05   
 11.8% | 000026240 |    0.1113843  |          | 5.908e+04| 5.900e+04|            |            |  3.021e-02 | 1.373e-02 |   6.693e-02  |  4.451e+05  |    3.838e+05   
 12.1% | 000026880 |    0.1501333  | 5.194e+04| 5.922e+04| 5.899e+04|  4.098e-02 |  1.205e-02 |  7.303e-03 | 1.385e-02 |   8.510e-02  |  3.281e+05  |    3.824e+05   
 12.4% | 000027520 |    0.1122752  |          | 5.911e+04| 5.901e+04|            |            |  3.148e-02 | 1.528e-02 |   6.506e-02  |  4.358e+05  |    3.834e+05   
 12.6% | 000028160 |    0.1487365  | 5.199e+04| 5.906e+04| 5.895e+04|  3.986e-02 |  6.248e-03 |  7.281e-03 | 1.259e-02 |   8.610e-02  |  3.268e+05  |    3.821e+05   
 12.9% | 000028800 |    0.1083145  |          | 5.927e+04| 5.909e+04|            |            |  2.875e-02 | 1.522e-02 |   6.384e-02  |  4.459e+05  |    3.831e+05   
 13.2% | 000029440 |    0.1450810  | 5.192e+04| 5.912e+04| 5.885e+04|  3.869e-02 |  1.012e-02 |  7.223e-03 | 1.311e-02 |   8.317e-02  |  3.307e+05  |    3.820e+05   
 13.5% | 000030080 |    0.1089642  |          | 5.902e+04| 5.895e+04|            |            |  3.076e-02 | 1.470e-02 |   6.305e-02  |  4.374e+05  |    3.829e+05   
 13.8% | 000030720 |    0.1459362  | 5.211e+04| 5.933e+04| 5.878e+04|  3.978e-02 |  6.559e-03 |  7.279e-03 | 1.245e-02 |   8.352e-02  |  3.244e+05  |    3.817e+05   
 14.1% | 000031360 |    0.1057780  |          | 5.949e+04| 5.900e+04|            |            |  2.837e-02 | 1.550e-02 |   6.139e-02  |  4.446e+05  |    3.826e+05   
 14.4% | 000032000 |    0.1418481  | 5.139e+04| 5.952e+04| 5.888e+04|  3.852e-02 |  9.766e-03 |  7.048e-03 | 1.404e-02 |   7.937e-02  |  3.293e+05  |    3.815e+05   
 14.7% | 000032640 |    0.1063390  |          | 5.953e+04| 5.888e+04|            |            |  3.057e-02 | 1.508e-02 |   6.025e-02  |  4.364e+05  |    3.823e+05   
 14.9% | 000033280 |    0.1428358  | 5.169e+04| 5.951e+04| 5.897e+04|  3.993e-02 |  6.476e-03 |  7.071e-03 | 1.234e-02 |   8.062e-02  |  3.227e+05  |    3.812e+05   
 15.2% | 000033920 |    0.1025725  |          | 5.953e+04| 5.902e+04|            |            |  2.800e-02 | 1.499e-02 |   5.912e-02  |  4.463e+05  |    3.821e+05   
 15.5% | 000034560 |    0.1390699  | 5.147e+04| 5.955e+04| 5.902e+04|  3.853e-02 |  1.016e-02 |  7.005e-03 | 1.262e-02 |   7.803e-02  |  3.270e+05  |    3.811e+05   
 15.8% | 000035200 |    0.1032499  |          | 5.953e+04| 5.892e+04|            |            |  3.022e-02 | 1.370e-02 |   5.886e-02  |  4.374e+05  |    3.818e+05   
 16.1% | 000035840 |    0.1396355  | 5.213e+04| 5.955e+04| 5.895e+04|  3.920e-02 |  6.262e-03 |  6.974e-03 | 1.189e-02 |   7.865e-02  |  3.212e+05  |    3.808e+05   
 16.4% | 000036480 |    0.0999829  |          | 5.882e+04| 5.894e+04|            |            |  2.752e-02 | 1.486e-02 |   5.710e-02  |  4.456e+05  |    3.816e+05   
 16.7% | 000037120 |    0.1365035  | 5.693e+04| 5.918e+04| 5.893e+04|  3.836e-02 |  1.019e-02 |  7.019e-03 | 1.226e-02 |   7.606e-02  |  3.241e+05  |    3.806e+05   
 17.0% | 000037760 |    0.1008704  |          | 5.886e+04| 5.887e+04|            |            |  2.912e-02 | 1.558e-02 |   5.569e-02  |  4.356e+05  |    3.813e+05   
 17.2% | 000038400 |    0.1370195  | 5.670e+04| 5.916e+04| 5.895e+04|  3.895e-02 |  6.337e-03 |  6.951e-03 | 1.220e-02 |   7.612e-02  |  3.185e+05  |    3.803e+05   
 17.5% | 000039040 |    0.0983301  |          | 5.871e+04| 5.896e+04|            |            |  2.786e-02 | 1.491e-02 |   5.510e-02  |  4.407e+05  |    3.810e+05   
 17.8% | 000039680 |    0.1336486  | 5.552e+04| 5.913e+04| 5.882e+04|  3.774e-02 |  9.877e-03 |  6.789e-03 | 1.276e-02 |   7.356e-02  |  3.220e+05  |    3.800e+05   
 18.1% | 000040320 |    0.0986755  |          | 5.885e+04| 5.882e+04|            |            |  2.918e-02 | 1.526e-02 |   5.381e-02  |  4.331e+05  |    3.806e+05   
 18.4% | 000040960 |    0.1339836  | 5.553e+04| 5.916e+04| 5.886e+04|  3.841e-02 |  6.192e-03 |  6.878e-03 | 1.163e-02 |   7.427e-02  |  3.167e+05  |    3.797e+05   
 18.7% | 000041600 |    0.0953964  |          | 5.885e+04| 5.884e+04|            |            |  2.690e-02 | 1.526e-02 |   5.277e-02  |  4.417e+05  |    3.803e+05   
 19.0% | 000042240 |    0.1311064  | 5.463e+04| 5.880e+04| 5.877e+04|  3.747e-02 |  9.355e-03 |  6.771e-03 | 1.241e-02 |   7.166e-02  |  3.191e+05  |    3.794e+05   
 19.3% | 000042880 |    0.0954700  |          | 5.873e+04| 5.881e+04|            |            |  2.854e-02 | 1.436e-02 |   5.208e-02  |  4.352e+05  |    3.800e+05   
 19.5% | 000043520 |    0.1320732  | 5.482e+04| 5.915e+04| 5.880e+04|  3.897e-02 |  6.409e-03 |  6.709e-03 | 1.261e-02 |   7.098e-02  |  3.123e+05  |    3.791e+05   
 19.8% | 000044160 |    0.0932961  |          | 5.858e+04| 5.874e+04|            |            |  2.826e-02 | 1.251e-02 |   5.199e-02  |  4.390e+05  |    3.797e+05   
 20.1% | 000044800 |    0.1287358  | 5.417e+04| 5.904e+04| 5.876e+04|  3.775e-02 |  9.927e-03 |  6.766e-03 | 1.245e-02 |   6.900e-02  |  3.159e+05  |    3.788e+05   
 20.4% | 000045440 |    0.0933953  |          | 5.873e+04| 5.881e+04|            |            |  2.915e-02 | 1.298e-02 |   5.078e-02  |  4.323e+05  |    3.793e+05   
 20.7% | 000046080 |    0.1293583  | 5.410e+04| 5.913e+04| 5.867e+04|  3.874e-02 |  6.385e-03 |  6.662e-03 | 1.151e-02 |   6.964e-02  |  3.099e+05  |    3.784e+05   
 21.0% | 000046720 |    0.0904247  |          | 5.858e+04| 5.880e+04|            |            |  2.716e-02 | 1.301e-02 |   4.977e-02  |  4.401e+05  |    3.790e+05   
 21.3% | 000047360 |    0.1258228  | 5.378e+04| 5.898e+04| 5.874e+04|  3.737e-02 |  9.738e-03 |  6.548e-03 | 1.201e-02 |   6.710e-02  |  3.140e+05  |    3.781e+05   
 21.6% | 000048000 |    0.0906745  |          | 5.872e+04| 5.889e+04|            |            |  2.840e-02 | 1.362e-02 |   4.821e-02  |  4.325e+05  |    3.786e+05   
 21.8% | 000048640 |    0.1261769  | 5.373e+04| 5.882e+04| 5.887e+04|  3.807e-02 |  6.197e-03 |  6.474e-03 | 1.186e-02 |   6.699e-02  |  3.085e+05  |    3.778e+05   
 22.1% | 000049280 |    0.0878563  |          | 5.861e+04| 5.891e+04|            |            |  2.664e-02 | 1.312e-02 |   4.765e-02  |  4.399e+05  |    3.783e+05   
 22.4% | 000049920 |    0.1229632  | 5.323e+04| 5.905e+04| 5.877e+04|  3.713e-02 |  9.688e-03 |  6.512e-03 | 1.218e-02 |   6.434e-02  |  3.120e+05  |    3.775e+05   
 22.7% | 000050560 |    0.0884203  |          | 5.869e+04| 5.877e+04|            |            |  2.820e-02 | 1.365e-02 |   4.614e-02  |  4.307e+05  |    3.780e+05   
 23.0% | 000051200 |    0.1237960  | 5.335e+04| 5.881e+04| 5.880e+04|  3.798e-02 |  6.163e-03 |  6.431e-03 | 1.161e-02 |   6.499e-02  |  3.053e+05  |    3.771e+05   
 23.3% | 000051840 |    0.0853148  |          | 5.866e+04| 5.891e+04|            |            |  2.666e-02 | 1.229e-02 |   4.587e-02  |  4.397e+05  |    3.776e+05   
 23.6% | 000052480 |    0.1206291  | 5.267e+04| 5.925e+04| 5.873e+04|  3.702e-02 |  9.667e-03 |  6.296e-03 | 1.224e-02 |   6.230e-02  |  3.087e+05  |    3.768e+05   
 23.9% | 000053120 |    0.0859035  |          | 5.860e+04| 5.874e+04|            |            |  2.838e-02 | 1.207e-02 |   4.501e-02  |  4.302e+05  |    3.773e+05   
 24.1% | 000053760 |    0.1212104  | 5.276e+04| 5.904e+04| 5.878e+04|  3.785e-02 |  6.369e-03 |  6.329e-03 | 1.094e-02 |   6.330e-02  |  3.026e+05  |    3.764e+05   
 24.4% | 000054400 |    0.0831030  |          | 5.843e+04| 5.895e+04|            |            |  2.652e-02 | 1.213e-02 |   4.395e-02  |  4.380e+05  |    3.769e+05   
 24.7% | 000055040 |    0.1179364  | 5.200e+04| 5.891e+04| 5.881e+04|  3.672e-02 |  9.513e-03 |  6.365e-03 | 1.196e-02 |   6.010e-02  |  3.063e+05  |    3.762e+05   
 25.0% | 000055680 |    0.0840377  |          | 5.850e+04| 5.875e+04|            |            |  2.777e-02 | 1.357e-02 |   4.223e-02  |  4.266e+05  |    3.765e+05   
 25.3% | 000056320 |    0.1186444  | 5.205e+04| 5.885e+04| 5.879e+04|  3.764e-02 |  6.251e-03 |  6.228e-03 | 1.078e-02 |   6.122e-02  |  2.999e+05  |    3.757e+05   
 25.6% | 000056960 |    0.0807635  |          | 5.861e+04| 5.875e+04|            |            |  2.648e-02 | 1.152e-02 |   4.227e-02  |  4.371e+05  |    3.762e+05   
 25.9% | 000057600 |    0.1158374  | 5.136e+04| 5.906e+04| 5.867e+04|  3.677e-02 |  9.513e-03 |  6.180e-03 | 1.165e-02 |   5.847e-02  |  3.024e+05  |    3.754e+05   
 26.1% | 000058240 |    0.0813298  |          | 5.850e+04| 5.883e+04|            |            |  2.740e-02 | 1.266e-02 |   4.082e-02  |  4.274e+05  |    3.758e+05   
 26.4% | 000058880 |    0.1163111  | 5.124e+04| 5.859e+04| 5.866e+04|  3.757e-02 |  6.503e-03 |  6.167e-03 | 1.089e-02 |   5.891e-02  |  2.966e+05  |    3.750e+05   
 26.7% | 000059520 |    0.0783131  |          | 5.853e+04| 5.917e+04|            |            |  2.575e-02 | 1.280e-02 |   3.922e-02  |  4.370e+05  |    3.754e+05   
 27.0% | 000060160 |    0.1126212  | 5.042e+04| 5.854e+04| 5.907e+04|  3.638e-02 |  9.441e-03 |  5.977e-03 | 1.232e-02 |   5.518e-02  |  3.015e+05  |    3.747e+05   
 27.3% | 000060800 |    0.0790961  |          | 5.854e+04| 5.911e+04|            |            |  2.793e-02 | 1.176e-02 |   3.896e-02  |  4.260e+05  |    3.751e+05   
 27.6% | 000061440 |    0.1134550  | 5.056e+04| 5.844e+04| 5.900e+04|  3.723e-02 |  6.299e-03 |  5.992e-03 | 1.043e-02 |   5.702e-02  |  2.946e+05  |    3.743e+05   
 27.9% | 000062080 |    0.0756210  |          | 5.861e+04| 5.917e+04|            |            |  2.594e-02 | 1.129e-02 |   3.794e-02  |  4.385e+05  |    3.747e+05   
 28.2% | 000062720 |    0.1103379  | 4.982e+04| 5.850e+04| 5.890e+04|  3.611e-02 |  9.317e-03 |  5.939e-03 | 1.151e-02 |   5.402e-02  |  2.982e+05  |    3.740e+05   
 28.4% | 000063360 |    0.0767778  |          | 5.857e+04| 5.912e+04|            |            |  2.767e-02 | 1.122e-02 |   3.743e-02  |  4.251e+05  |    3.743e+05   
 28.7% | 000064000 |    0.1108029  | 4.981e+04| 5.849e+04| 5.904e+04|  3.688e-02 |  6.292e-03 |  5.902e-03 | 1.004e-02 |   5.523e-02  |  2.922e+05  |    3.736e+05   
 29.0% | 000064640 |    0.0734795  |          | 5.854e+04| 5.909e+04|            |            |  2.568e-02 | 1.061e-02 |   3.665e-02  |  4.371e+05  |    3.740e+05   
 29.3% | 000065280 |    0.1078339  | 4.910e+04| 5.851e+04| 5.897e+04|  3.592e-02 |  9.370e-03 |  5.792e-03 | 1.071e-02 |   5.264e-02  |  2.954e+05  |    3.733e+05   
 29.6% | 000065920 |    0.0741684  |          | 5.856e+04| 5.912e+04|            |            |  2.723e-02 | 1.112e-02 |   3.537e-02  |  4.260e+05  |    3.736e+05   
 29.9% | 000066560 |    0.1083435  | 4.910e+04| 5.833e+04| 5.899e+04|  3.658e-02 |  6.325e-03 |  5.809e-03 | 1.044e-02 |   5.268e-02  |  2.893e+05  |    3.729e+05   
 30.2% | 000067200 |    0.0715103  |          | 5.856e+04| 5.911e+04|            |            |  2.542e-02 | 1.089e-02 |   3.473e-02  |  4.347e+05  |    3.733e+05   
 30.5% | 000067840 |    0.1050093  | 5.612e+04| 5.852e+04| 5.898e+04|  3.542e-02 |  9.326e-03 |  5.740e-03 | 1.092e-02 |   5.017e-02  |  2.936e+05  |    3.726e+05   
 30.7% | 000068480 |    0.0722379  |          | 5.854e+04| 5.906e+04|            |            |  2.683e-02 | 1.109e-02 |   3.388e-02  |  4.233e+05  |    3.729e+05   
 31.0% | 000069120 |    0.1053814  | 5.605e+04| 5.846e+04| 5.901e+04|  3.588e-02 |  6.204e-03 |  5.676e-03 | 1.012e-02 |   5.098e-02  |  2.878e+05  |    3.722e+05   
 31.3% | 000069760 |    0.0689093  |          | 5.856e+04| 5.906e+04|            |            |  2.490e-02 | 1.047e-02 |   3.304e-02  |  4.364e+05  |    3.725e+05   
 31.6% | 000070400 |    0.1024136  | 5.566e+04| 5.850e+04| 5.896e+04|  3.497e-02 |  9.168e-03 |  5.661e-03 | 1.090e-02 |   4.809e-02  |  2.912e+05  |    3.719e+05   
 31.9% | 000071040 |    0.0700569  |          | 5.858e+04| 5.905e+04|            |            |  2.652e-02 | 1.105e-02 |   3.205e-02  |  4.221e+05  |    3.722e+05   
 32.2% | 000071680 |    0.1028863  | 5.582e+04| 5.849e+04| 5.903e+04|  3.559e-02 |  6.182e-03 |  5.651e-03 | 1.016e-02 |   4.875e-02  |  2.850e+05  |    3.715e+05   
 32.5% | 000072320 |    0.0669923  |          | 5.853e+04| 5.896e+04|            |            |  2.487e-02 | 1.026e-02 |   3.138e-02  |  4.340e+05  |    3.718e+05   
 32.8% | 000072960 |    0.1001222  | 5.510e+04| 5.848e+04| 5.885e+04|  3.475e-02 |  8.883e-03 |  5.513e-03 | 1.056e-02 |   4.662e-02  |  2.880e+05  |    3.712e+05   
 33.0% | 000073600 |    0.0675164  |          | 5.858e+04| 5.905e+04|            |            |  2.605e-02 | 1.063e-02 |   3.040e-02  |  4.234e+05  |    3.715e+05   
 33.3% | 000074240 |    0.1008471  | 5.495e+04| 5.852e+04| 5.895e+04|  3.552e-02 |  6.106e-03 |  5.525e-03 | 9.679e-03 |   4.737e-02  |  2.810e+05  |    3.708e+05   
 33.6% | 000074880 |    0.0651363  |          | 5.853e+04| 5.917e+04|            |            |  2.444e-02 | 1.070e-02 |   2.951e-02  |  4.314e+05  |    3.711e+05   
 33.9% | 000075520 |    0.0979051  | 5.437e+04| 5.849e+04| 5.887e+04|  3.452e-02 |  8.893e-03 |  5.488e-03 | 1.040e-02 |   4.480e-02  |  2.845e+05  |    3.705e+05   
 34.2% | 000076160 |    0.0654347  |          | 5.854e+04| 5.907e+04|            |            |  2.586e-02 | 1.010e-02 |   2.901e-02  |  4.220e+05  |    3.707e+05   
 34.5% | 000076800 |    0.0986427  | 5.428e+04| 5.852e+04| 5.887e+04|  3.544e-02 |  6.102e-03 |  5.460e-03 | 9.538e-03 |   4.553e-02  |  2.775e+05  |    3.701e+05   
 34.8% | 000077440 |    0.0631120  |          | 5.855e+04| 5.898e+04|            |            |  2.433e-02 | 1.045e-02 |   2.783e-02  |  4.300e+05  |    3.704e+05   
 35.1% | 000078080 |    0.0957141  | 5.203e+04| 5.853e+04| 5.894e+04|  3.443e-02 |  8.849e-03 |  5.314e-03 | 1.027e-02 |   4.299e-02  |  2.810e+05  |    3.698e+05   
 35.3% | 000078720 |    0.0636280  |          | 5.858e+04| 5.897e+04|            |            |  2.591e-02 | 9.648e-03 |   2.763e-02  |  4.190e+05  |    3.700e+05   
 35.6% | 000079360 |    0.0969163  | 5.185e+04| 5.855e+04| 5.824e+04|  3.543e-02 |  6.200e-03 |  5.320e-03 | 9.421e-03 |   4.404e-02  |  2.726e+05  |    3.693e+05   
 35.9% | 000080000 |    0.0616459  |          | 5.851e+04| 5.824e+04|            |            |  2.403e-02 | 1.023e-02 |   2.687e-02  |  4.248e+05  |    3.696e+05   
 36.2% | 000080640 |    0.0941658  | 4.865e+04| 5.851e+04| 5.819e+04|  3.448e-02 |  8.853e-03 |  5.247e-03 | 1.025e-02 |   4.145e-02  |  2.756e+05  |    3.690e+05   
 36.5% | 000081280 |    0.0623873  |          | 5.863e+04| 5.839e+04|            |            |  2.566e-02 | 1.044e-02 |   2.584e-02  |  4.123e+05  |    3.692e+05   
 36.8% | 000081920 |    0.0948745  | 5.142e+04| 5.852e+04| 5.811e+04|  3.543e-02 |  6.016e-03 |  5.276e-03 | 9.569e-03 |   4.184e-02  |  2.687e+05  |    3.685e+05   
 37.1% | 000082560 |    0.0604680  |          | 5.865e+04| 5.826e+04|            |            |  2.489e-02 | 9.700e-03 |   2.540e-02  |  4.177e+05  |    3.687e+05   
 37.4% | 000083200 |    0.0923903  | 5.054e+04| 5.852e+04| 5.819e+04|  3.466e-02 |  8.884e-03 |  5.203e-03 | 1.001e-02 |   3.978e-02  |  2.709e+05  |    3.681e+05   
 37.6% | 000083840 |    0.0603920  |          | 5.848e+04| 5.840e+04|            |            |  2.537e-02 | 9.962e-03 |   2.462e-02  |  4.107e+05  |    3.683e+05   
 37.9% | 000084480 |    0.0933430  | 4.491e+04| 5.846e+04| 5.821e+04|  3.573e-02 |  6.271e-03 |  5.148e-03 | 9.279e-03 |   4.040e-02  |  2.633e+05  |    3.676e+05   
