Timestamp,GPU
1743623386,1023012832
1743623387,1023012832
1743623388,1023012832
1743623389,1023012832
1743623390,1023012832
1743623391,1023012832
1743623392,1023012832
1743623393,1023012832
1743623394,1023012832
1743623396,1023012832
1743623397,1023012832
1743623398,1023012880
1743623399,1023013002
1743623400,1023013121
1743623401,1023013124
1743623402,1023013124
1743623403,1023013124
1743623404,1023013124
1743623405,1023013124
1743623406,1023013124
1743623408,1023013124
1743623409,1023013124
1743623410,1023013124
