Timestamp,GPU
1744934281,3367237064
1744934282,3367237064
1744934284,3367237064
1744934285,3367237064
1744934286,3367237064
1744934287,3367237064
1744934288,3367237064
1744934289,3367237064
1744934290,3367237064
1744934291,3367237064
1744934292,3367237064
1744934294,3367237064
1744934295,3367237064
1744934296,3367237064
1744934297,3367237064
1744934298,3367237064
1744934299,3367237065
1744934300,3367237148
1744934301,3367237227
1744934302,3367237308
1744934304,3367237389
1744934305,3367237471
1744934306,3367237553
1744934307,3367237635
1744934308,3367237717
1744934309,3367237799
1744934310,3367237881
1744934311,3367237963
1744934312,3367238045
1744934314,3367238127
1744934315,3367238209
1744934316,3367238292
1744934317,3367238374
1744934318,3367238457
1744934319,3367238539
1744934320,3367238621
1744934321,3367238704
1744934322,3367238786
1744934324,3367238868
1744934325,3367238951
1744934326,3367239033
1744934327,3367239116
1744934328,3367239198
1744934329,3367239281
1744934330,3367239363
1744934331,3367239445
1744934332,3367239528
1744934334,3367239610
1744934335,3367239693
1744934336,3367239775
1744934337,3367239858
1744934338,3367239940
1744934339,3367240022
1744934340,3367240105
1744934341,3367240187
1744934342,3367240270
1744934344,3367240352
1744934345,3367240410
1744934346,3367240410
1744934347,3367240410
1744934348,3367240410
1744934349,3367240410
1744934350,3367240410
1744934351,3367240410
1744934352,3367240410
1744934354,3367240410
