Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Local matrix size       = 2.96092 GiBs
Total device memory use = 3.5162 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
 16.1% | 000008960 |    0.0289301  | 5.304e+04| 5.794e+04| 6.193e+04|  1.872e-02 |  6.150e-03 |  1.701e-03 | 3.225e-03 |   3.056e-03  |  9.790e+04  |    1.012e+05   
 17.2% | 000009600 |    0.0291712  |          | 7.320e+04| 6.185e+04|            |            |  2.273e-02 | 3.037e-03 |   2.977e-03  |  9.447e+04  |    1.008e+05   
 18.4% | 000010240 |    0.0285288  | 4.910e+04| 5.821e+04| 6.300e+04|  1.881e-02 |  5.563e-03 |  1.666e-03 | 3.078e-03 |   2.510e-03  |  9.395e+04  |    1.005e+05   
 19.5% | 000010880 |    0.0282727  |          | 7.294e+04| 6.299e+04|            |            |  2.201e-02 | 3.093e-03 |   2.686e-03  |  9.217e+04  |    1.000e+05   
 20.7% | 000011520 |    0.0281727  | 4.307e+04| 5.613e+04| 5.846e+04|  1.869e-02 |  6.152e-03 |  1.623e-03 | 2.960e-03 |   2.662e-03  |  8.989e+04  |    9.953e+04   
 21.8% | 000012160 |    0.0285961  |          | 6.820e+04| 6.259e+04|            |            |  2.267e-02 | 3.031e-03 |   2.469e-03  |  8.603e+04  |    9.889e+04   
 23.0% | 000012800 |    0.0277088  | 4.149e+04| 5.727e+04| 5.963e+04|  1.871e-02 |  5.524e-03 |  1.597e-03 | 2.649e-03 |   2.574e-03  |  8.621e+04  |    9.834e+04   
 24.1% | 000013440 |    0.0271332  |          | 7.371e+04| 6.153e+04|            |            |  2.165e-02 | 2.742e-03 |   2.278e-03  |  8.545e+04  |    9.781e+04   
 25.3% | 000014080 |    0.0269651  | 5.086e+04| 5.670e+04| 5.864e+04|  1.867e-02 |  6.271e-03 |  1.530e-03 | 2.618e-03 |   2.053e-03  |  8.342e+04  |    9.725e+04   
 26.4% | 000014720 |    0.0280816  |          | 7.808e+04| 6.090e+04|            |            |  2.288e-02 | 2.687e-03 |   2.094e-03  |  7.767e+04  |    9.648e+04   
 27.6% | 000015360 |    0.0269263  | 4.868e+04| 5.702e+04| 6.148e+04|  1.891e-02 |  5.744e-03 |  1.527e-03 | 2.443e-03 |   2.021e-03  |  7.851e+04  |    9.583e+04   
 28.7% | 000016000 |    0.0269583  |          | 6.922e+04| 5.917e+04|            |            |  2.191e-02 | 2.696e-03 |   1.878e-03  |  7.597e+04  |    9.513e+04   
 29.9% | 000016640 |    0.0263912  | 3.968e+04| 5.540e+04| 6.136e+04|  1.863e-02 |  6.059e-03 |  1.447e-03 | 2.356e-03 |   1.698e-03  |  7.514e+04  |    9.447e+04   
 31.0% | 000017280 |    0.0273058  |          | 7.345e+04| 5.912e+04|            |            |  2.262e-02 | 2.532e-03 |   1.717e-03  |  7.028e+04  |    9.367e+04   
 32.2% | 000017920 |    0.0264331  | 3.999e+04| 5.666e+04| 6.324e+04|  1.891e-02 |  5.571e-03 |  1.439e-03 | 2.357e-03 |   1.612e-03  |  7.022e+04  |    9.294e+04   
 33.3% | 000018560 |    0.0260372  |          | 6.876e+04| 5.751e+04|            |            |  2.150e-02 | 2.565e-03 |   1.472e-03  |  6.891e+04  |    9.222e+04   
 34.5% | 000019200 |    0.0256276  | 4.491e+04| 6.020e+04| 5.766e+04|  1.850e-02 |  6.057e-03 |  1.324e-03 | 2.518e-03 |   1.263e-03  |  6.764e+04  |    9.153e+04   
 35.6% | 000019840 |    0.0267286  |          | 6.722e+04| 5.710e+04|            |            |  2.255e-02 | 2.332e-03 |   1.394e-03  |  6.262e+04  |    9.069e+04   
 36.8% | 000020480 |    0.0253362  | 4.852e+04| 5.921e+04| 6.059e+04|  1.870e-02 |  5.569e-03 |  1.328e-03 | 2.216e-03 |   1.140e-03  |  6.374e+04  |    8.998e+04   
 37.9% | 000021120 |    0.0255859  |          | 7.469e+04| 5.991e+04|            |            |  2.152e-02 | 2.708e-03 |   8.952e-04  |  6.087e+04  |    8.922e+04   
 39.1% | 000021760 |    0.0249352  | 4.514e+04| 5.950e+04| 6.002e+04|  1.855e-02 |  6.207e-03 |  1.228e-03 | 2.283e-03 |   9.571e-04  |  6.018e+04  |    8.850e+04   
 40.2% | 000022400 |    0.0256605  |          | 6.326e+04| 5.931e+04|            |            |  2.206e-02 | 2.172e-03 |   9.581e-04  |  5.632e+04  |    8.770e+04   
 41.4% | 000023040 |    0.0246337  | 4.328e+04| 5.941e+04| 6.162e+04|  1.863e-02 |  5.566e-03 |  1.266e-03 | 1.950e-03 |   8.218e-04  |  5.645e+04  |    8.697e+04   
 42.5% | 000023680 |    0.0248024  |          | 7.199e+04| 5.722e+04|            |            |  2.126e-02 | 2.286e-03 |   7.594e-04  |  5.391e+04  |    8.621e+04   
 43.7% | 000024320 |    0.0239808  | 5.283e+04| 5.701e+04| 6.367e+04|  1.837e-02 |  6.092e-03 |  1.155e-03 | 1.967e-03 |   4.128e-04  |  5.357e+04  |    8.550e+04   
 44.8% | 000024960 |    0.0250164  |          | 6.275e+04| 5.685e+04|            |            |  2.191e-02 | 2.008e-03 |   6.573e-04  |  4.930e+04  |    8.470e+04   
 46.0% | 000025600 |    0.0238285  | 5.499e+04| 5.733e+04| 6.549e+04|  1.851e-02 |  5.442e-03 |  1.147e-03 | 1.894e-03 |   2.948e-04  |  4.964e+04  |    8.397e+04   
 47.1% | 000026240 |    0.0237451  |          | 6.206e+04| 5.632e+04|            |            |  2.082e-02 | 2.021e-03 |   4.211e-04  |  4.774e+04  |    8.324e+04   
 48.3% | 000026880 |    0.0232883  | 4.475e+04| 5.545e+04| 5.913e+04|  1.828e-02 |  6.116e-03 |  1.061e-03 | 1.915e-03 |   2.111e-04  |  4.661e+04  |    8.253e+04   
 49.4% | 000027520 |    0.0243085  |          | 6.070e+04| 5.639e+04|            |            |  2.166e-02 | 1.915e-03 |   3.021e-04  |  4.271e+04  |    8.174e+04   
 50.6% | 000028160 |    0.0231809  | 5.743e+04| 5.432e+04| 6.529e+04|  1.833e-02 |  5.434e-03 |  1.095e-03 | 1.656e-03 |   4.855e-05  |  4.280e+04  |    8.102e+04   
 51.7% | 000028800 |    0.0228131  |          | 6.169e+04| 5.833e+04|            |            |  2.040e-02 | 1.830e-03 |   1.113e-04  |  4.151e+04  |    8.031e+04   
 52.9% | 000029440 |    0.0226792  | 4.819e+04| 5.728e+04| 5.857e+04|  1.798e-02 |  5.919e-03 |  9.773e-04 | 1.738e-03 |   2.058e-05  |  3.982e+04  |    7.960e+04   
 54.0% | 000030080 |    0.0231291  |          | 5.973e+04| 5.521e+04|            |            |  2.092e-02 | 1.745e-03 |   2.030e-05  |  3.718e+04  |    7.885e+04   
 55.2% | 000030720 |    0.0226398  | 4.984e+04| 5.727e+04| 6.805e+04|  1.813e-02 |  5.309e-03 |  9.817e-04 | 1.570e-03 |   2.342e-05  |  3.613e+04  |    7.813e+04   
 56.3% | 000031360 |    0.0220501  |          | 5.916e+04| 5.586e+04|            |            |  1.982e-02 | 1.713e-03 |   2.817e-05  |  3.524e+04  |    7.743e+04   
 57.5% | 000032000 |    0.0223448  | 4.260e+04| 5.742e+04| 6.232e+04|  1.793e-02 |  5.991e-03 |  8.990e-04 | 1.567e-03 |   2.100e-05  |  3.300e+04  |    7.672e+04   
 58.6% | 000032640 |    0.0226933  |          | 5.729e+04| 5.626e+04|            |            |  2.065e-02 | 1.592e-03 |   2.153e-05  |  3.078e+04  |    7.597e+04   
 59.8% | 000033280 |    0.0222249  | 4.370e+04| 5.708e+04| 7.007e+04|  1.813e-02 |  5.403e-03 |  8.836e-04 | 1.382e-03 |   2.092e-05  |  2.973e+04  |    7.526e+04   
 60.9% | 000033920 |    0.0219104  |          | 6.202e+04| 5.451e+04|            |            |  1.986e-02 | 1.566e-03 |   2.259e-05  |  2.848e+04  |    7.455e+04   
 62.1% | 000034560 |    0.0220431  | 4.272e+04| 5.993e+04| 6.288e+04|  1.789e-02 |  5.981e-03 |  8.109e-04 | 1.376e-03 |   2.229e-05  |  2.669e+04  |    7.383e+04   
 63.2% | 000035200 |    0.0224331  |          | 5.895e+04| 5.504e+04|            |            |  2.058e-02 | 1.407e-03 |   2.153e-05  |  2.469e+04  |    7.309e+04   
 64.4% | 000035840 |    0.0222216  | 4.481e+04| 6.088e+04| 5.540e+04|  1.807e-02 |  5.307e-03 |  8.064e-04 | 1.317e-03 |   2.197e-05  |  2.341e+04  |    7.237e+04   
 65.5% | 000036480 |    0.0214214  |          | 5.909e+04| 4.413e+04|            |            |  1.951e-02 | 1.450e-03 |   2.123e-05  |  2.277e+04  |    7.168e+04   
 66.7% | 000037120 |    0.0215958  | 3.983e+04| 5.834e+04| 4.584e+04|  1.777e-02 |  5.799e-03 |  7.165e-04 | 1.302e-03 |   2.118e-05  |  2.113e+04  |    7.098e+04   
 67.8% | 000037760 |    0.0221735  |          | 5.842e+04| 4.231e+04|            |            |  2.042e-02 | 1.295e-03 |   2.138e-05  |  1.921e+04  |    7.025e+04   
 69.0% | 000038400 |    0.0213293  | 4.116e+04| 5.818e+04|          |  1.792e-02 |  5.250e-03 |  7.251e-04 | 1.000e-03 |   1.587e-04  |  1.859e+04  |    6.956e+04   
 70.1% | 000039040 |    0.0212291  |          | 5.562e+04|          |            |            |  1.954e-02 | 1.311e-03 |   5.604e-05  |  1.734e+04  |    6.888e+04   
 71.3% | 000039680 |    0.0209523  | 4.240e+04| 5.900e+04|          |  1.763e-02 |  5.740e-03 |  6.290e-04 | 1.064e-03 |   6.334e-05  |  1.627e+04  |    6.821e+04   
 72.4% | 000040320 |    0.0215277  |          | 5.921e+04|          |            |            |  2.014e-02 | 1.057e-03 |   5.947e-05  |  1.462e+04  |    6.752e+04   
 73.6% | 000040960 |    0.0207255  | 4.072e+04| 5.789e+04|          |  1.752e-02 |  5.247e-03 |  6.312e-04 | 9.158e-04 |   9.802e-05  |  1.397e+04  |    6.686e+04   
 74.7% | 000041600 |    0.0203360  |          | 5.364e+04|          |            |            |  1.896e-02 | 1.040e-03 |   4.962e-05  |  1.305e+04  |    6.622e+04   
 75.9% | 000042240 |    0.0203913  | 3.472e+04| 5.341e+04|          |  1.729e-02 |  5.463e-03 |  5.380e-04 | 9.875e-04 |   5.764e-05  |  1.189e+04  |    6.558e+04   
 77.0% | 000042880 |    0.0210405  |          | 5.212e+04|          |            |            |  1.991e-02 | 8.265e-04 |   5.737e-05  |  1.047e+04  |    6.492e+04   
 78.2% | 000043520 |    0.0204573  | 3.484e+04| 5.311e+04|          |  1.753e-02 |  5.219e-03 |  5.497e-04 | 7.538e-04 |   8.912e-05  |  9.747e+03  |    6.428e+04   
 79.3% | 000044160 |    0.0201147  |          | 5.076e+04|          |            |            |  1.889e-02 | 9.046e-04 |   4.786e-05  |  8.923e+03  |    6.366e+04   
 80.5% | 000044800 |    0.0200401  | 3.996e+04| 5.521e+04|          |  1.728e-02 |  5.531e-03 |  4.460e-04 | 7.553e-04 |   6.053e-05  |  8.014e+03  |    6.304e+04   
 81.6% | 000045440 |    0.0206261  |          | 5.515e+04|          |            |            |  1.957e-02 | 7.420e-04 |   4.520e-05  |  6.922e+03  |    6.241e+04   
 82.8% | 000046080 |    0.0200180  | 3.941e+04| 5.465e+04|          |  1.741e-02 |  5.235e-03 |  4.441e-04 | 5.828e-04 |   8.317e-05  |  6.294e+03  |    6.180e+04   
 83.9% | 000046720 |    0.0196187  |          | 5.273e+04|          |            |            |  1.853e-02 | 7.770e-04 |   4.127e-05  |  5.621e+03  |    6.122e+04   
 85.1% | 000047360 |    0.0196840  | 3.064e+04| 5.371e+04|          |  1.714e-02 |  5.507e-03 |  3.692e-04 | 6.096e-04 |   3.481e-05  |  4.856e+03  |    6.063e+04   
 86.2% | 000048000 |    0.0204476  |          | 5.317e+04|          |            |            |  1.954e-02 | 5.963e-04 |   3.439e-05  |  4.008e+03  |    6.002e+04   
 87.4% | 000048640 |    0.0198055  | 3.249e+04| 4.903e+04|          |  1.732e-02 |  5.222e-03 |  3.652e-04 | 4.589e-04 |   6.272e-05  |  3.503e+03  |    5.944e+04   
 88.5% | 000049280 |    0.0193420  |          | 3.949e+04|          |            |            |  1.843e-02 | 5.980e-04 |   3.708e-05  |  2.990e+03  |    5.888e+04   
 89.7% | 000049920 |    0.0193824  | 3.109e+04| 4.522e+04|          |  1.708e-02 |  5.389e-03 |  2.749e-04 | 5.266e-04 |   4.561e-05  |  2.443e+03  |    5.833e+04   
 90.8% | 000050560 |    0.0200259  |          | 4.354e+04|          |            |            |  1.934e-02 | 4.144e-04 |   3.536e-05  |  1.894e+03  |    5.776e+04   
 92.0% | 000051200 |    0.0193592  | 3.063e+04| 4.219e+04|          |  1.722e-02 |  5.164e-03 |  2.775e-04 | 3.327e-04 |   4.772e-05  |  1.525e+03  |    5.722e+04   
 93.1% | 000051840 |    0.0189475  |          | 3.618e+04|          |            |            |  1.816e-02 | 4.790e-04 |   3.589e-05  |  1.171e+03  |    5.669e+04   
 94.3% | 000052480 |    0.0189750  | 1.892e+04| 3.362e+04|          |  1.697e-02 |  5.547e-03 |  1.937e-04 | 3.573e-04 |   3.614e-05  |  8.380e+02  |    5.618e+04   
 95.4% | 000053120 |    0.0195225  |          | 3.340e+04|          |            |            |  1.893e-02 | 2.953e-04 |   3.000e-05  |  5.460e+02  |    5.565e+04   
 96.6% | 000053760 |    0.0185669  | 1.969e+04| 2.335e+04|          |  1.675e-02 |  4.993e-03 |  2.025e-04 | 1.810e-04 |   3.586e-05  |  3.482e+02  |    5.516e+04   
 97.7% | 000054400 |    0.0174182  |          | 0.000e+00|          |            |            |  1.680e-02 | 3.321e-04 |   3.054e-05  |  1.906e+02  |    5.470e+04   
 98.9% | 000055040 |    0.0174360  | 0.000e+00|          |          |  1.639e-02 |  1.598e-02 |  1.048e-04 | 0.000e+00 |   2.167e-05  |  7.013e+01  |    5.425e+04   
Final Score:    5.3578e+04 GFLOPS 
Residual value = 0.000121440525734 (0x3f1fd5bc5882541f)
Residual Check: PASSED 
