Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Local matrix size       = 184.844 GiBs
Total device memory use = 189.112 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
  1.4% | 000006400 |    0.4252894  | 5.409e+04| 8.605e+04| 7.667e+04|  2.876e-02 |  7.268e-03 |  1.653e-02 | 3.046e-02 |   3.459e-01  |  5.810e+05  |    5.836e+05   
  1.6% | 000007040 |    0.4116692  |          | 8.471e+04| 7.668e+04|            |            |  1.691e-02 | 6.661e-02 |   3.277e-01  |  5.985e+05  |    5.849e+05   
  1.7% | 000007680 |    0.4267578  | 5.474e+04| 8.588e+04| 7.623e+04|  2.862e-02 |  5.478e-03 |  1.654e-02 | 2.887e-02 |   3.491e-01  |  5.756e+05  |    5.841e+05   
  1.9% | 000008320 |    0.4031891  |          | 8.494e+04| 7.624e+04|            |            |  1.686e-02 | 4.689e-02 |   3.390e-01  |  6.075e+05  |    5.858e+05   
  2.0% | 000008960 |    0.4207785  | 5.594e+04| 8.588e+04| 7.661e+04|  2.832e-02 |  6.940e-03 |  1.641e-02 | 3.089e-02 |   3.416e-01  |  5.804e+05  |    5.854e+05   
  2.2% | 000009600 |    0.4046285  |          | 8.400e+04| 7.657e+04|            |            |  1.681e-02 | 5.838e-02 |   3.290e-01  |  6.018e+05  |    5.865e+05   
  2.3% | 000010240 |    0.4247812  | 5.681e+04| 8.612e+04| 7.532e+04|  2.846e-02 |  5.446e-03 |  1.634e-02 | 3.029e-02 |   3.462e-01  |  5.716e+05  |    5.855e+05   
  2.4% | 000010880 |    0.4056842  |          | 8.517e+04| 7.532e+04|            |            |  1.676e-02 | 5.352e-02 |   3.349e-01  |  5.967e+05  |    5.862e+05   
  2.6% | 000011520 |    0.4172980  | 5.511e+04| 8.594e+04| 7.629e+04|  2.858e-02 |  6.695e-03 |  1.622e-02 | 2.986e-02 |   3.391e-01  |  5.784e+05  |    5.857e+05   
  2.7% | 000012160 |    0.4003758  |          | 8.407e+04| 7.634e+04|            |            |  1.671e-02 | 5.746e-02 |   3.257e-01  |  6.011e+05  |    5.865e+05   
  2.9% | 000012800 |    0.4180507  | 5.581e+04| 8.567e+04| 7.607e+04|  2.844e-02 |  5.346e-03 |  1.630e-02 | 2.929e-02 |   3.405e-01  |  5.740e+05  |    5.859e+05   
  3.0% | 000013440 |    0.3936311  |          | 8.586e+04| 7.623e+04|            |            |  1.667e-02 | 4.791e-02 |   3.286e-01  |  6.078e+05  |    5.869e+05   
  3.2% | 000014080 |    0.4124709  | 5.627e+04| 8.573e+04| 7.652e+04|  2.868e-02 |  7.375e-03 |  1.621e-02 | 3.048e-02 |   3.336e-01  |  5.783e+05  |    5.865e+05   
  3.3% | 000014720 |    0.3961385  |          | 8.504e+04| 7.654e+04|            |            |  1.665e-02 | 6.237e-02 |   3.167e-01  |  6.003e+05  |    5.870e+05   
  3.4% | 000015360 |    0.4115531  | 5.580e+04| 8.574e+04| 7.661e+04|  2.858e-02 |  5.402e-03 |  1.603e-02 | 2.884e-02 |   3.346e-01  |  5.761e+05  |    5.866e+05   
  3.6% | 000016000 |    0.3916139  |          | 8.512e+04| 7.634e+04|            |            |  1.657e-02 | 5.391e-02 |   3.206e-01  |  6.037e+05  |    5.872e+05   
  3.7% | 000016640 |    0.4090385  | 5.611e+04| 8.577e+04| 7.611e+04|  2.851e-02 |  6.864e-03 |  1.594e-02 | 3.054e-02 |   3.306e-01  |  5.762e+05  |    5.868e+05   
  3.9% | 000017280 |    0.3914636  |          | 8.545e+04| 7.627e+04|            |            |  1.660e-02 | 6.229e-02 |   3.121e-01  |  6.003e+05  |    5.873e+05   
  4.0% | 000017920 |    0.4087353  | 5.604e+04| 8.607e+04| 7.622e+04|  2.918e-02 |  5.343e-03 |  1.615e-02 | 2.875e-02 |   3.312e-01  |  5.732e+05  |    5.868e+05   
  4.2% | 000018560 |    0.3903555  |          | 8.467e+04| 7.540e+04|            |            |  1.648e-02 | 5.560e-02 |   3.178e-01  |  5.984e+05  |    5.872e+05   
  4.3% | 000019200 |    0.4045183  | 5.563e+04| 8.581e+04| 7.621e+04|  2.894e-02 |  7.385e-03 |  1.592e-02 | 3.152e-02 |   3.246e-01  |  5.757e+05  |    5.868e+05   
  4.5% | 000019840 |    0.3928011  |          | 8.502e+04| 7.660e+04|            |            |  1.645e-02 | 7.131e-02 |   3.046e-01  |  5.911e+05  |    5.869e+05   
  4.6% | 000020480 |    0.4039355  | 5.593e+04| 8.542e+04| 7.644e+04|  2.913e-02 |  5.710e-03 |  1.585e-02 | 3.029e-02 |   3.252e-01  |  5.731e+05  |    5.865e+05   
  4.7% | 000021120 |    0.3832548  |          | 8.408e+04| 7.610e+04|            |            |  1.633e-02 | 5.303e-02 |   3.134e-01  |  6.022e+05  |    5.869e+05   
  4.9% | 000021760 |    0.3996201  | 5.519e+04| 8.529e+04| 7.640e+04|  2.881e-02 |  7.299e-03 |  1.591e-02 | 2.989e-02 |   3.215e-01  |  5.758e+05  |    5.866e+05   
  5.0% | 000022400 |    0.3822714  |          | 8.408e+04| 7.633e+04|            |            |  1.631e-02 | 5.740e-02 |   3.081e-01  |  6.001e+05  |    5.870e+05   
  5.2% | 000023040 |    0.3991122  | 5.571e+04| 8.564e+04| 7.642e+04|  2.914e-02 |  5.748e-03 |  1.595e-02 | 2.890e-02 |   3.216e-01  |  5.731e+05  |    5.866e+05   
  5.3% | 000023680 |    0.3796086  |          | 7.536e+04| 7.651e+04|            |            |  1.592e-02 | 3.319e-02 |   3.300e-01  |  6.007e+05  |    5.870e+05   
  5.5% | 000024320 |    0.4079904  | 5.547e+04| 7.566e+04| 7.640e+04|  2.837e-02 |  6.963e-03 |  1.576e-02 | 2.624e-02 |   3.341e-01  |  5.572e+05  |    5.862e+05   
  5.6% | 000024960 |    0.3826863  |          | 7.526e+04| 7.638e+04|            |            |  1.574e-02 | 3.520e-02 |   3.313e-01  |  5.923e+05  |    5.863e+05   
  5.7% | 000025600 |    0.4105179  | 5.564e+04| 7.569e+04| 7.583e+04|  2.873e-02 |  5.420e-03 |  1.557e-02 | 2.659e-02 |   3.362e-01  |  5.504e+05  |    5.854e+05   
  5.9% | 000026240 |    0.4391242  |          | 7.512e+04| 7.583e+04|            |            |  1.577e-02 | 2.028e-01 |   2.200e-01  |  5.130e+05  |    5.835e+05   
  6.0% | 000026880 |    0.4057466  | 5.645e+04| 7.569e+04| 7.589e+04|  2.895e-02 |  7.342e-03 |  1.538e-02 | 2.799e-02 |   3.300e-01  |  5.535e+05  |    5.828e+05   
  6.2% | 000027520 |    0.3872787  |          | 7.543e+04| 7.604e+04|            |            |  1.579e-02 | 5.727e-02 |   3.138e-01  |  5.781e+05  |    5.827e+05   
  6.3% | 000028160 |    0.4045946  | 5.538e+04| 7.569e+04| 7.606e+04|  2.866e-02 |  5.304e-03 |  1.542e-02 | 2.716e-02 |   3.299e-01  |  5.517e+05  |    5.820e+05   
  6.5% | 000028800 |    0.3801032  |          | 7.496e+04| 7.589e+04|            |            |  1.554e-02 | 4.265e-02 |   3.214e-01  |  5.855e+05  |    5.821e+05   
  6.6% | 000029440 |    0.4018592  | 5.501e+04| 7.548e+04| 7.564e+04|  2.864e-02 |  7.167e-03 |  1.526e-02 | 2.799e-02 |   3.265e-01  |  5.521e+05  |    5.815e+05   
  6.8% | 000030080 |    0.3827293  |          | 7.534e+04| 7.541e+04|            |            |  1.574e-02 | 5.113e-02 |   3.154e-01  |  5.779e+05  |    5.814e+05   
  6.9% | 000030720 |    0.4006377  | 5.350e+04| 7.548e+04| 7.614e+04|  2.872e-02 |  5.373e-03 |  1.523e-02 | 2.591e-02 |   3.272e-01  |  5.503e+05  |    5.807e+05   
  7.0% | 000031360 |    0.3789983  |          | 7.511e+04| 7.571e+04|            |            |  1.551e-02 | 4.758e-02 |   3.154e-01  |  5.800e+05  |    5.807e+05   
  7.2% | 000032000 |    0.3977068  | 5.424e+04| 7.516e+04| 7.575e+04|  2.878e-02 |  7.243e-03 |  1.519e-02 | 2.658e-02 |   3.237e-01  |  5.510e+05  |    5.802e+05   
  7.3% | 000032640 |    0.3775097  |          | 7.506e+04| 7.574e+04|            |            |  1.574e-02 | 5.104e-02 |   3.103e-01  |  5.787e+05  |    5.801e+05   
  7.5% | 000033280 |    0.3971550  | 5.472e+04| 7.550e+04| 7.578e+04|  2.862e-02 |  5.644e-03 |  1.504e-02 | 2.621e-02 |   3.238e-01  |  5.483e+05  |    5.795e+05   
  7.6% | 000033920 |    0.3697227  |          | 7.540e+04| 7.577e+04|            |            |  1.582e-02 | 3.694e-02 |   3.164e-01  |  5.872e+05  |    5.797e+05   
  7.8% | 000034560 |    0.3945095  | 5.469e+04| 7.515e+04| 7.529e+04|  2.847e-02 |  7.000e-03 |  1.499e-02 | 2.604e-02 |   3.215e-01  |  5.486e+05  |    5.791e+05   
  7.9% | 000035200 |    0.3726389  |          | 7.525e+04| 7.565e+04|            |            |  1.567e-02 | 4.906e-02 |   3.074e-01  |  5.790e+05  |    5.791e+05   
  8.0% | 000035840 |    0.3918827  | 5.448e+04| 7.529e+04| 7.591e+04|  2.850e-02 |  5.530e-03 |  1.498e-02 | 2.739e-02 |   3.175e-01  |  5.488e+05  |    5.786e+05   
  8.2% | 000036480 |    0.3697336  |          | 7.439e+04| 7.598e+04|            |            |  1.535e-02 | 4.542e-02 |   3.085e-01  |  5.799e+05  |    5.786e+05   
  8.3% | 000037120 |    0.3867055  | 5.500e+04| 7.559e+04| 7.613e+04|  2.869e-02 |  6.978e-03 |  1.491e-02 | 2.781e-02 |   3.119e-01  |  5.527e+05  |    5.782e+05   
  8.5% | 000037760 |    0.3727964  |          | 7.473e+04| 7.555e+04|            |            |  1.532e-02 | 6.011e-02 |   2.969e-01  |  5.716e+05  |    5.781e+05   
  8.6% | 000038400 |    0.3894287  | 5.517e+04| 7.513e+04| 7.544e+04|  2.870e-02 |  5.477e-03 |  1.502e-02 | 2.741e-02 |   3.149e-01  |  5.454e+05  |    5.775e+05   
  8.8% | 000039040 |    0.3607449  |          | 7.543e+04| 7.617e+04|            |            |  1.542e-02 | 3.634e-02 |   3.085e-01  |  5.869e+05  |    5.777e+05   
  8.9% | 000039680 |    0.3848756  | 5.526e+04| 7.542e+04| 7.547e+04|  2.879e-02 |  7.257e-03 |  1.498e-02 | 2.784e-02 |   3.098e-01  |  5.484e+05  |    5.772e+05   
  9.1% | 000040320 |    0.3675608  |          | 7.460e+04| 7.532e+04|            |            |  1.518e-02 | 5.581e-02 |   2.961e-01  |  5.724e+05  |    5.772e+05   
  9.2% | 000040960 |    0.3845775  | 5.629e+04| 7.511e+04| 7.563e+04|  2.880e-02 |  5.419e-03 |  1.479e-02 | 2.577e-02 |   3.119e-01  |  5.454e+05  |    5.767e+05   
  9.3% | 000041600 |    0.3555104  |          | 7.567e+04| 7.565e+04|            |            |  1.541e-02 | 3.259e-02 |   3.070e-01  |  5.881e+05  |    5.768e+05   
  9.5% | 000042240 |    0.3803893  | 5.579e+04| 7.533e+04| 7.536e+04|  2.859e-02 |  7.167e-03 |  1.466e-02 | 2.687e-02 |   3.069e-01  |  5.479e+05  |    5.764e+05   
  9.6% | 000042880 |    0.3586514  |          | 7.547e+04| 7.573e+04|            |            |  1.555e-02 | 4.905e-02 |   2.936e-01  |  5.793e+05  |    5.765e+05   
  9.8% | 000043520 |    0.3799368  | 5.585e+04| 7.509e+04| 7.567e+04|  2.887e-02 |  5.462e-03 |  1.491e-02 | 2.607e-02 |   3.067e-01  |  5.451e+05  |    5.760e+05   
  9.9% | 000044160 |    0.3511919  |          | 7.496e+04| 7.552e+04|            |            |  1.515e-02 | 3.345e-02 |   3.021e-01  |  5.878e+05  |    5.762e+05   
 10.1% | 000044800 |    0.3773691  | 5.601e+04| 7.516e+04| 7.495e+04|  2.841e-02 |  6.961e-03 |  1.494e-02 | 2.687e-02 |   3.038e-01  |  5.453e+05  |    5.757e+05   
 10.2% | 000045440 |    0.3549380  |          | 7.451e+04| 7.543e+04|            |            |  1.523e-02 | 4.631e-02 |   2.929e-01  |  5.779e+05  |    5.758e+05   
 10.3% | 000046080 |    0.3761739  | 5.637e+04| 7.494e+04| 7.558e+04|  2.862e-02 |  5.396e-03 |  1.477e-02 | 2.503e-02 |   3.044e-01  |  5.436e+05  |    5.754e+05   
 10.5% | 000046720 |    0.3482105  |          | 7.460e+04| 7.545e+04|            |            |  1.514e-02 | 3.389e-02 |   2.987e-01  |  5.853e+05  |    5.755e+05   
 10.6% | 000047360 |    0.3698142  | 5.520e+04| 7.565e+04| 7.587e+04|  2.839e-02 |  7.195e-03 |  1.467e-02 | 2.682e-02 |   2.965e-01  |  5.494e+05  |    5.751e+05   
 10.8% | 000048000 |    0.3498328  |          | 7.494e+04| 7.536e+04|            |            |  1.507e-02 | 4.495e-02 |   2.894e-01  |  5.789e+05  |    5.752e+05   
 10.9% | 000048640 |    0.3720707  | 5.567e+04| 7.496e+04| 7.550e+04|  2.880e-02 |  5.460e-03 |  1.468e-02 | 2.531e-02 |   2.999e-01  |  5.425e+05  |    5.748e+05   
 11.1% | 000049280 |    0.3403136  |          | 7.457e+04| 7.558e+04|            |            |  1.509e-02 | 2.613e-02 |   2.986e-01  |  5.913e+05  |    5.750e+05   
 11.2% | 000049920 |    0.3688096  | 5.593e+04| 7.495e+04| 7.516e+04|  2.864e-02 |  7.371e-03 |  1.442e-02 | 2.538e-02 |   2.970e-01  |  5.438e+05  |    5.746e+05   
 11.4% | 000050560 |    0.3458548  |          | 7.516e+04| 7.548e+04|            |            |  1.506e-02 | 4.372e-02 |   2.866e-01  |  5.780e+05  |    5.746e+05   
 11.5% | 000051200 |    0.3679049  | 5.551e+04| 7.514e+04| 7.552e+04|  2.919e-02 |  5.215e-03 |  1.442e-02 | 2.447e-02 |   2.964e-01  |  5.416e+05  |    5.742e+05   
 11.6% | 000051840 |    0.3399435  |          | 7.483e+04| 7.520e+04|            |            |  1.474e-02 | 3.254e-02 |   2.922e-01  |  5.843e+05  |    5.743e+05   
 11.8% | 000052480 |    0.3625302  | 5.560e+04| 7.508e+04| 7.586e+04|  2.908e-02 |  7.868e-03 |  1.441e-02 | 2.581e-02 |   2.899e-01  |  5.461e+05  |    5.740e+05   
 11.9% | 000053120 |    0.3405711  |          | 7.533e+04| 7.539e+04|            |            |  1.491e-02 | 4.400e-02 |   2.812e-01  |  5.794e+05  |    5.741e+05   
 12.1% | 000053760 |    0.3610104  | 5.568e+04| 7.546e+04| 7.609e+04|  2.893e-02 |  5.127e-03 |  1.434e-02 | 2.486e-02 |   2.895e-01  |  5.448e+05  |    5.738e+05   
 12.2% | 000054400 |    0.3328973  |          | 7.438e+04| 7.558e+04|            |            |  1.463e-02 | 2.876e-02 |   2.890e-01  |  5.889e+05  |    5.739e+05   
 12.4% | 000055040 |    0.3634608  | 5.495e+04| 7.458e+04| 7.420e+04|  2.892e-02 |  8.014e-03 |  1.439e-02 | 2.579e-02 |   2.910e-01  |  5.376e+05  |    5.735e+05   
 12.5% | 000055680 |    0.3448811  |          | 7.514e+04| 7.394e+04|            |            |  1.478e-02 | 5.229e-02 |   2.774e-01  |  5.647e+05  |    5.734e+05   
 12.6% | 000056320 |    0.3576723  | 5.562e+04| 7.525e+04| 7.583e+04|  2.856e-02 |  5.324e-03 |  1.442e-02 | 2.508e-02 |   2.863e-01  |  5.428e+05  |    5.731e+05   
 12.8% | 000056960 |    0.3288027  |          | 7.366e+04| 7.533e+04|            |            |  1.452e-02 | 2.713e-02 |   2.866e-01  |  5.885e+05  |    5.733e+05   
 12.9% | 000057600 |    0.3558966  | 5.555e+04| 7.399e+04| 7.545e+04|  2.818e-02 |  7.288e-03 |  1.425e-02 | 2.440e-02 |   2.857e-01  |  5.419e+05  |    5.729e+05   
 13.1% | 000058240 |    0.3341511  |          | 7.407e+04| 7.575e+04|            |            |  1.482e-02 | 4.507e-02 |   2.738e-01  |  5.752e+05  |    5.730e+05   
 13.2% | 000058880 |    0.3537698  | 5.524e+04| 7.422e+04| 7.604e+04|  2.841e-02 |  5.315e-03 |  1.426e-02 | 2.565e-02 |   2.822e-01  |  5.416e+05  |    5.726e+05   
 13.4% | 000059520 |    0.3393343  |          | 7.330e+04| 7.554e+04|            |            |  1.460e-02 | 5.749e-02 |   2.667e-01  |  5.627e+05  |    5.726e+05   
 13.5% | 000060160 |    0.3533327  | 5.569e+04| 7.385e+04| 7.509e+04|  2.834e-02 |  7.387e-03 |  1.429e-02 | 2.592e-02 |   2.814e-01  |  5.386e+05  |    5.722e+05   
 13.6% | 000060800 |    0.3317861  |          | 7.384e+04| 7.560e+04|            |            |  1.443e-02 | 4.850e-02 |   2.684e-01  |  5.717e+05  |    5.722e+05   
 13.8% | 000061440 |    0.3530141  | 5.554e+04| 7.396e+04| 7.481e+04|  2.809e-02 |  5.202e-03 |  1.419e-02 | 2.566e-02 |   2.817e-01  |  5.356e+05  |    5.719e+05   
 13.9% | 000062080 |    0.3237847  |          | 7.303e+04| 7.511e+04|            |            |  1.443e-02 | 2.761e-02 |   2.812e-01  |  5.820e+05  |    5.720e+05   
 14.1% | 000062720 |    0.3480159  | 5.463e+04| 7.404e+04| 7.510e+04|  2.801e-02 |  7.298e-03 |  1.405e-02 | 2.594e-02 |   2.767e-01  |  5.396e+05  |    5.717e+05   
 14.2% | 000063360 |    0.3391565  |          | 7.322e+04| 7.544e+04|            |            |  1.453e-02 | 7.204e-02 |   2.522e-01  |  5.519e+05  |    5.715e+05   
 14.4% | 000064000 |    0.3476627  | 5.465e+04| 7.389e+04| 7.542e+04|  2.831e-02 |  5.078e-03 |  1.407e-02 | 2.546e-02 |   2.765e-01  |  5.366e+05  |    5.712e+05   
 14.5% | 000064640 |    0.3214938  |          | 7.377e+04| 7.491e+04|            |            |  1.453e-02 | 3.519e-02 |   2.713e-01  |  5.783e+05  |    5.712e+05   
 14.7% | 000065280 |    0.3432527  | 5.472e+04| 7.391e+04| 7.548e+04|  2.825e-02 |  7.374e-03 |  1.384e-02 | 2.641e-02 |   2.715e-01  |  5.398e+05  |    5.709e+05   
 14.8% | 000065920 |    0.3239838  |          | 7.344e+04| 7.529e+04|            |            |  1.404e-02 | 4.854e-02 |   2.610e-01  |  5.700e+05  |    5.709e+05   
 14.9% | 000066560 |    0.3433258  | 5.417e+04| 7.391e+04| 7.539e+04|  2.795e-02 |  5.205e-03 |  1.379e-02 | 2.372e-02 |   2.745e-01  |  5.361e+05  |    5.706e+05   
 15.1% | 000067200 |    0.3135968  |          | 7.347e+04| 7.529e+04|            |            |  1.440e-02 | 2.612e-02 |   2.726e-01  |  5.849e+05  |    5.708e+05   
 15.2% | 000067840 |    0.3386467  | 5.512e+04| 7.408e+04| 7.551e+04|  2.777e-02 |  7.404e-03 |  1.379e-02 | 2.558e-02 |   2.682e-01  |  5.398e+05  |    5.705e+05   
 15.4% | 000068480 |    0.3302458  |          | 7.394e+04| 7.556e+04|            |            |  1.456e-02 | 7.057e-02 |   2.447e-01  |  5.517e+05  |    5.703e+05   
 15.5% | 000069120 |    0.3393889  | 5.423e+04| 7.417e+04| 7.521e+04|  2.807e-02 |  5.046e-03 |  1.385e-02 | 2.403e-02 |   2.701e-01  |  5.350e+05  |    5.700e+05   
 15.7% | 000069760 |    0.3108462  |          | 7.403e+04| 7.568e+04|            |            |  1.438e-02 | 3.301e-02 |   2.629e-01  |  5.822e+05  |    5.701e+05   
 15.8% | 000070400 |    0.3343269  | 5.340e+04| 7.381e+04| 7.570e+04|  2.789e-02 |  7.373e-03 |  1.376e-02 | 2.530e-02 |   2.640e-01  |  5.394e+05  |    5.699e+05   
 15.9% | 000071040 |    0.3146267  |          | 7.385e+04| 7.546e+04|            |            |  1.417e-02 | 4.723e-02 |   2.528e-01  |  5.713e+05  |    5.699e+05   
 16.1% | 000071680 |    0.3361831  | 5.462e+04| 7.398e+04| 7.474e+04|  2.752e-02 |  5.138e-03 |  1.386e-02 | 2.320e-02 |   2.683e-01  |  5.328e+05  |    5.696e+05   
 16.2% | 000072320 |    0.3154343  |          | 7.428e+04| 7.440e+04|            |            |  1.446e-02 | 4.401e-02 |   2.565e-01  |  5.659e+05  |    5.696e+05   
 16.4% | 000072960 |    0.3316195  | 5.580e+04| 7.397e+04| 7.509e+04|  2.790e-02 |  7.365e-03 |  1.371e-02 | 2.403e-02 |   2.627e-01  |  5.364e+05  |    5.693e+05   
 16.5% | 000073600 |    0.3250964  |          | 7.375e+04| 7.523e+04|            |            |  1.416e-02 | 7.384e-02 |   2.366e-01  |  5.453e+05  |    5.691e+05   
 16.7% | 000074240 |    0.3295965  | 5.571e+04| 7.420e+04| 7.556e+04|  2.770e-02 |  5.377e-03 |  1.365e-02 | 2.395e-02 |   2.611e-01  |  5.360e+05  |    5.689e+05   
 16.8% | 000074880 |    0.3133448  |          | 8.304e+04| 7.552e+04|            |            |  1.425e-02 | 7.862e-02 |   2.200e-01  |  5.619e+05  |    5.688e+05   
 17.0% | 000075520 |    0.3132151  | 5.559e+04| 8.439e+04| 7.546e+04|  2.769e-02 |  7.304e-03 |  1.362e-02 | 3.872e-02 |   2.299e-01  |  5.602e+05  |    5.688e+05   
 17.1% | 000076160 |    0.3121076  |          | 8.416e+04| 7.577e+04|            |            |  1.434e-02 | 1.007e-01 |   1.966e-01  |  5.602e+05  |    5.687e+05   
 17.2% | 000076800 |    0.3120729  | 5.632e+04| 8.490e+04| 7.580e+04|  2.799e-02 |  5.868e-03 |  1.376e-02 | 2.370e-02 |   2.434e-01  |  5.584e+05  |    5.686e+05   
 17.4% | 000077440 |    0.2858381  |          | 8.376e+04| 7.559e+04|            |            |  1.421e-02 | 3.316e-02 |   2.380e-01  |  6.075e+05  |    5.689e+05   
 17.5% | 000078080 |    0.3075679  | 5.510e+04| 8.459e+04| 7.593e+04|  2.757e-02 |  7.411e-03 |  1.368e-02 | 2.474e-02 |   2.384e-01  |  5.626e+05  |    5.689e+05   
 17.7% | 000078720 |    0.2885835  |          | 8.390e+04| 7.585e+04|            |            |  1.421e-02 | 4.800e-02 |   2.260e-01  |  5.975e+05  |    5.690e+05   
 17.8% | 000079360 |    0.3069872  | 5.604e+04| 8.484e+04| 7.608e+04|  2.754e-02 |  5.272e-03 |  1.365e-02 | 2.430e-02 |   2.383e-01  |  5.598e+05  |    5.690e+05   
 18.0% | 000080000 |    0.2807704  |          | 8.514e+04| 7.574e+04|            |            |  1.412e-02 | 3.374e-02 |   2.324e-01  |  6.099e+05  |    5.692e+05   
 18.1% | 000080640 |    0.3036951  | 5.560e+04| 8.492e+04| 7.600e+04|  2.769e-02 |  7.413e-03 |  1.366e-02 | 2.539e-02 |   2.337e-01  |  5.619e+05  |    5.692e+05   
 18.2% | 000081280 |    0.2849881  |          | 8.472e+04| 7.568e+04|            |            |  1.413e-02 | 5.092e-02 |   2.195e-01  |  5.967e+05  |    5.693e+05   
 18.4% | 000081920 |    0.3029704  | 5.529e+04| 8.513e+04| 7.602e+04|  2.755e-02 |  5.456e-03 |  1.367e-02 | 2.354e-02 |   2.350e-01  |  5.593e+05  |    5.693e+05   
 18.5% | 000082560 |    0.2786556  |          | 8.366e+04| 7.582e+04|            |            |  1.398e-02 | 3.571e-02 |   2.285e-01  |  6.059e+05  |    5.695e+05   
 18.7% | 000083200 |    0.2991439  | 5.541e+04| 8.500e+04| 7.612e+04|  2.761e-02 |  7.224e-03 |  1.350e-02 | 2.449e-02 |   2.303e-01  |  5.625e+05  |    5.694e+05   
 18.8% | 000083840 |    0.2795146  |          | 8.494e+04| 7.602e+04|            |            |  1.406e-02 | 4.715e-02 |   2.178e-01  |  5.998e+05  |    5.696e+05   
 19.0% | 000084480 |    0.2992424  | 5.560e+04| 8.519e+04| 7.581e+04|  2.760e-02 |  5.252e-03 |  1.366e-02 | 2.386e-02 |   2.309e-01  |  5.583e+05  |    5.695e+05   
