Timestamp,GPU
1744932386,3352689333
1744932387,3352689333
1744932388,3352689333
1744932389,3352689333
1744932390,3352689333
1744932391,3352689333
1744932393,3352689333
1744932394,3352689333
1744932395,3352689333
1744932396,3352689333
1744932397,3352689333
1744932398,3352689333
1744932399,3352689333
1744932400,3352689333
1744932401,3352689333
1744932403,3352689333
1744932404,3352689333
1744932405,3352700021
1744932406,3352714430
1744932407,3352728852
1744932408,3352743260
1744932409,3352757678
1744932410,3352772047
1744932411,3352786479
1744932413,3352800894
1744932414,3352815295
1744932415,3352829693
1744932416,3352844119
1744932417,3352858516
1744932418,3352872902
1744932419,3352887306
1744932420,3352901762
1744932421,3352916192
1744932423,3352930607
1744932424,3352945011
1744932425,3352959417
1744932426,3352973822
1744932427,3352988232
1744932428,3353002653
1744932429,3353017059
1744932430,3353031491
1744932431,3353045907
1744932433,3353060476
1744932434,3353074880
1744932435,3353089289
1744932436,3353103682
1744932437,3353118133
1744932438,3353132565
1744932439,3353146980
1744932440,3353161389
1744932441,3353175799
1744932443,3353190221
1744932444,3353204627
1744932445,3353219035
1744932446,3353233465
1744932447,3353247891
1744932448,3353262285
1744932449,3353276699
1744932450,3353291087
1744932451,3353305495
1744932453,3353319901
1744932454,3353334305
1744932455,3353348738
1744932456,3353363198
1744932457,3353377618
1744932458,3353392049
1744932459,3353406458
1744932460,3353420874
1744932461,3353435278
1744932463,3353449684
1744932464,3353464061
1744932465,3353478476
1744932466,3353492885
1744932467,3353507317
1744932468,3353521751
1744932469,3353536158
1744932470,3353550543
1744932471,3353565132
1744932473,3353579586
1744932474,3353594042
1744932475,3353608499
1744932476,3353622897
1744932477,3353637317
1744932478,3353651713
1744932479,3353666135
1744932480,3353680523
1744932481,3353695084
1744932483,3353709484
1744932484,3353723908
1744932485,3353738317
1744932486,3353752731
1744932487,3353767140
1744932488,3353781529
1744932489,3353795947
1744932490,3353810449
1744932491,3353824898
1744932493,3353839351
1744932494,3353853779
1744932495,3353868191
1744932496,3353882607
1744932497,3353897006
1744932498,3353911437
1744932499,3353925853
1744932500,3353940369
1744932501,3353954798
1744932503,3353969221
1744932504,3353983640
1744932505,3353998042
1744932506,3354011700
1744932507,3354011700
1744932508,3354011700
1744932509,3354011700
1744932510,3354011700
1744932511,3354011700
1744932513,3354011700
1744932514,3354011700
1744932515,3354011700
1744932516,3354011700
