Timestamp,GPU
1744921886,3057753497
1744921887,3057753497
1744921888,3057753497
1744921889,3057753497
1744921890,3057753497
1744921891,3057753497
1744921892,3057753497
1744921893,3057753497
1744921895,3057753497
1744921896,3057753497
1744921897,3057753497
1744921898,3057753497
1744921899,3057753497
1744921900,3057753497
1744921901,3057753497
1744921902,3057753497
1744921904,3057757724
1744921905,3057818834
1744921906,3057878949
1744921907,3057939169
1744921908,3057999546
1744921909,3058059884
1744921910,3058120422
1744921911,3058180643
1744921912,3058240950
1744921914,3058301245
1744921915,3058361409
1744921916,3058421903
1744921917,3058482202
1744921918,3058542826
1744921919,3058603025
1744921920,3058663422
1744921921,3058724487
1744921922,3058784876
1744921924,3058844955
1744921925,3058905070
1744921926,3058965044
1744921927,3059025702
1744921928,3059085507
1744921929,3059145812
1744921930,3059206238
1744921931,3059266003
1744921932,3059326149
1744921934,3059386339
1744921935,3059446104
1744921936,3059506221
1744921937,3059566304
1744921938,3059626790
1744921939,3059686495
1744921940,3059746679
1744921941,3059807355
1744921942,3059867264
1744921944,3059927131
1744921945,3059987056
1744921946,3060046932
1744921947,3060106799
1744921948,3060166782
1744921949,3060227351
1744921950,3060287634
1744921951,3060347645
1744921952,3060407890
1744921954,3060468384
1744921955,3060528791
1744921956,3060588569
1744921957,3060648695
1744921958,3060708939
1744921959,3060768846
1744921960,3060829832
1744921961,3060889720
1744921962,3060949667
1744921964,3061009513
1744921965,3061069658
1744921966,3061129447
1744921967,3061189380
1744921968,3061249076
1744921969,3061309184
1744921970,3061369256
1744921971,3061429529
1744921972,3061489541
1744921974,3061549110
1744921975,3061609466
1744921976,3061669564
1744921977,3061729266
1744921978,3061789392
1744921979,3061850046
1744921980,3061910170
1744921981,3061970280
1744921983,3062029994
1744921984,3062089956
1744921985,3062149873
1744921986,3062210063
1744921987,3062270364
1744921988,3062330213
1744921989,3062390434
1744921990,3062450011
1744921991,3062510174
1744921993,3062570125
1744921994,3062629951
1744921995,3062690109
1744921996,3062750295
1744921997,3062810577
1744921998,3062871056
1744921999,3062931332
1744922000,3062991202
1744922001,3063051683
1744922003,3063111597
1744922004,3063171621
1744922005,3063232005
1744922006,3063292279
1744922007,3063352262
1744922008,3063412430
1744922009,3063472627
1744922010,3063532607
1744922011,3063593026
1744922013,3063653393
1744922014,3063713355
1744922015,3063773178
1744922016,3063832834
1744922017,3063892948
1744922018,3063952558
1744922019,3064012961
1744922020,3064073314
1744922021,3064133889
1744922023,3064194105
1744922024,3064254411
1744922025,3064314573
1744922026,3064374394
1744922027,3064434221
1744922028,3064494090
1744922029,3064554781
1744922030,3064614818
1744922031,3064674910
1744922033,3064735302
1744922034,3064795616
1744922035,3064856022
1744922036,3064916171
1744922037,3064976094
1744922038,3065036790
1744922039,3065096924
1744922040,3065157275
1744922041,3065217582
1744922043,3065277728
1744922044,3065338156
1744922045,3065398365
1744922046,3065458501
1744922047,3065518657
1744922048,3065579019
1744922049,3065638961
1744922050,3065698855
1744922051,3065758669
1744922053,3065818886
1744922054,3065879208
1744922055,3065939460
1744922056,3065999691
1744922057,3066060012
1744922058,3066120429
1744922059,3066180778
1744922060,3066240753
1744922061,3066300653
1744922063,3066360473
1744922064,3066420952
1744922065,3066480535
1744922066,3066540283
1744922067,3066600297
1744922068,3066660104
1744922069,3066719771
1744922070,3066779790
1744922071,3066839854
1744922073,3066900191
1744922074,3066960445
1744922075,3067020604
1744922076,3067080414
1744922077,3067141271
1744922078,3067201790
1744922079,3067262092
1744922080,3067322276
1744922081,3067382121
1744922083,3067442123
1744922084,3067502104
1744922085,3067561918
1744922086,3067621932
1744922087,3067681864
1744922088,3067741908
1744922089,3067801999
1744922090,3067861932
1744922091,3067921820
1744922093,3067981734
1744922094,3068042193
1744922095,3068102075
1744922096,3068162356
1744922097,3068222926
1744922098,3068283025
1744922099,3068343158
1744922100,3068402919
1744922102,3068463115
1744922103,3068522809
1744922104,3068582561
1744922105,3068642973
1744922106,3068703755
1744922107,3068763875
1744922108,3068823972
1744922109,3068884326
1744922110,3068944583
1744922112,3069004778
1744922113,3069065174
1744922114,3069125475
1744922115,3069185745
1744922116,3069246496
1744922117,3069306906
1744922118,3069366843
1744922119,3069427180
1744922120,3069487643
1744922122,3069547847
1744922123,3069608274
1744922124,3069668649
1744922125,3069728956
1744922126,3069789437
1744922127,3069849390
1744922128,3069909779
1744922129,3069970038
1744922130,3070030411
1744922132,3070090489
1744922133,3070150741
1744922134,3070210900
1744922135,3070271179
1744922136,3070331529
1744922137,3070391897
1744922138,3070452063
1744922139,3070511809
1744922140,3070571832
1744922142,3070631852
1744922143,3070692248
1744922144,3070752752
1744922145,3070813579
1744922146,3070874304
1744922147,3070935161
1744922148,3070994815
1744922149,3071054853
1744922150,3071114750
1744922152,3071174832
1744922153,3071234985
1744922154,3071294726
1744922155,3071354717
1744922156,3071415064
1744922157,3071475384
1744922158,3071535358
1744922159,3071595220
1744922160,3071655267
1744922162,3071715173
1744922163,3071775069
1744922164,3071835303
1744922165,3071895502
1744922166,3071955589
1744922167,3072016024
1744922168,3072076238
1744922169,3072136449
1744922170,3072196491
1744922172,3072256596
1744922173,3072316119
1744922174,3072375843
1744922175,3072436268
1744922176,3072496097
1744922177,3072555626
1744922178,3072616050
1744922179,3072675990
1744922180,3072736101
1744922182,3072796395
1744922183,3072855993
1744922184,3072915832
1744922185,3072975467
1744922186,3073035590
1744922187,3073094998
1744922188,3073154866
1744922189,3073214754
1744922191,3073274643
1744922192,3073334577
1744922193,3073394641
1744922194,3073454869
