Timestamp,GPU
1744665065,2633527136
1744665067,2633527136
1744665068,2633527136
1744665069,2633527136
1744665070,2633527136
1744665071,2633527136
1744665072,2633527136
1744665073,2633527136
1744665074,2633527136
1744665075,2633527136
1744665076,2633527136
1744665078,2633527138
1744665079,2633527140
1744665080,2633527142
1744665081,2633527144
1744665082,2633527146
1744665083,2633527148
1744665084,2633527150
1744665085,2633527153
1744665086,2633527155
1744665087,2633527157
1744665088,2633527159
1744665090,2633527161
1744665091,2633527163
1744665092,2633527165
1744665093,2633527167
1744665094,2633527170
1744665095,2633527172
1744665096,2633527174
1744665097,2633527176
1744665098,2633527178
1744665099,2633527180
1744665100,2633527182
1744665102,2633527184
1744665103,2633527187
1744665104,2633527189
1744665105,2633527191
1744665106,2633527193
1744665107,2633527195
1744665108,2633527197
1744665109,2633527199
1744665110,2633527206
1744665111,2633527206
1744665113,2633527206
1744665114,2633527206
1744665115,2633527206
1744665116,2633527206
1744665117,2633527206
1744665118,2633527206
1744665119,2633527206
