Timestamp,GPU
1743619594,2792374717
1743619595,2792374717
1743619596,2792374717
1743619597,2792374717
1743619598,2792374717
1743619599,2792374717
1743619600,2792374717
1743619602,2792374717
1743619603,2792374717
1743619604,2792374717
1743619605,2792374717
1743619606,2792374717
1743619607,2792374717
1743619608,2792374717
1743619609,2792374717
1743619610,2792374717
1743619612,2792374717
1743619613,2792374717
1743619614,2792374717
1743619615,2792374717
1743619616,2792414043
1743619617,2792451746
1743619618,2792487065
1743619619,2792521035
1743619620,2792553868
1743619622,2792588723
1743619623,2792622005
1743619624,2792656387
1743619625,2792689228
1743619626,2792721618
1743619627,2792756519
1743619628,2792787005
1743619629,2792819310
1743619630,2792855289
1743619632,2792887990
1743619633,2792888312
1743619634,2792888312
1743619635,2792888312
1743619636,2792888312
1743619637,2792888312
1743619638,2792888312
1743619639,2792888312
1743619640,2792888312
