Timestamp,GPU
1743622840,2869987821
1743622841,2869987821
1743622842,2869987821
1743622843,2869987821
1743622844,2869987821
1743622846,2869987821
1743622847,2869987821
1743622848,2869987821
1743622849,2869987821
1743622850,2869987821
1743622851,2869987821
1743622852,2869987821
1743622853,2869987821
1743622854,2869987821
1743622856,2869987821
1743622857,2869987821
1743622858,2869987821
1743622859,2869987821
1743622860,2869987821
1743622861,2869991835
1743622862,2870026483
1743622863,2870067741
1743622864,2870108472
1743622866,2870144842
1743622867,2870144842
1743622868,2870144842
1743622869,2870144842
1743622870,2870144842
1743622871,2870144842
1743622872,2870144842
1743622873,2870144842
1743622874,2870144842
