Timestamp,GPU
1743615767,2638443373
1743615768,2638443373
1743615769,2638443373
1743615771,2638443373
1743615772,2638443373
1743615773,2638443373
1743615774,2638443373
1743615775,2638443373
1743615776,2638443373
1743615777,2638443373
1743615778,2638443373
1743615779,2638443373
1743615781,2638443373
1743615782,2638443373
1743615783,2638443373
1743615784,2638443373
1743615785,2638443373
1743615786,2638443373
1743615787,2638443373
1743615788,2638443373
1743615789,2638491330
1743615791,2638572422
1743615792,2638650782
1743615793,2638728075
1743615794,2638803487
1743615795,2638879015
1743615796,2638953070
1743615797,2639025114
1743615798,2639097303
1743615799,2639169786
1743615801,2639241774
1743615802,2639313744
1743615803,2639385490
1743615804,2639451603
1743615805,2639517197
1743615806,2639582830
1743615807,2639648513
1743615808,2639714242
1743615809,2639780034
1743615811,2639845791
1743615812,2639911846
1743615813,2639977610
1743615814,2640043465
1743615815,2640109293
1743615816,2640175157
1743615817,2640240940
1743615818,2640306820
1743615819,2640372791
1743615821,2640438653
1743615822,2640504705
1743615823,2640570475
1743615824,2640636265
1743615825,2640702020
1743615826,2640767735
1743615827,2640833372
1743615828,2640899054
1743615829,2640964679
1743615831,2641030380
1743615832,2641096105
1743615833,2641161768
1743615834,2641227491
1743615835,2641293003
1743615836,2641358585
1743615837,2641424134
1743615838,2641489778
1743615839,2641555416
1743615840,2641621077
1743615842,2641686722
1743615843,2641752471
1743615844,2641818201
1743615845,2641883821
1743615846,2641949415
1743615847,2642014943
1743615848,2642080593
1743615849,2642146194
1743615850,2642211935
1743615852,2642277703
1743615853,2642343357
1743615854,2642408976
1743615855,2642474625
1743615856,2642535915
1743615857,2642536464
1743615858,2642537013
1743615859,2642537013
1743615860,2642537013
1743615862,2642537013
1743615863,2642537013
1743615864,2642537013
1743615865,2642537013
1743615866,2642537013
