Timestamp,gpu0_sclk_avg,gpu0_sclk_max,gpu0_sclk_min,gpu1_sclk_avg,gpu1_sclk_max,gpu1_sclk_min,gpu2_sclk_avg,gpu2_sclk_max,gpu2_sclk_min,gpu3_sclk_avg,gpu3_sclk_max,gpu3_sclk_min,gpu4_sclk_avg,gpu4_sclk_max,gpu4_sclk_min,gpu5_sclk_avg,gpu5_sclk_max,gpu5_sclk_min,gpu6_sclk_avg,gpu6_sclk_max,gpu6_sclk_min,gpu7_sclk_avg,gpu7_sclk_max,gpu7_sclk_min,all_gpu_sclk_avg,all_gpu_sclk_min,all_gpu_sclk_max,gpu0_mclk,gpu1_mclk,gpu2_mclk,gpu3_mclk,gpu4_mclk,gpu5_mclk,gpu6_mclk,gpu7_mclk,all_gpu_mclk_avg,all_gpu_mclk_min,all_gpu_mclk_max,gpu0_power,gpu1_power,gpu2_power,gpu3_power,gpu4_power,gpu5_power,gpu6_power,gpu7_power,all_gpu_power_avg,all_gpu_power_min,all_gpu_power_max,all_gpu_power_total,gpu0_temp,gpu1_temp,gpu2_temp,gpu3_temp,gpu4_temp,gpu5_temp,gpu6_temp,gpu7_temp
1744264012,2105.625,2116,2098,2105.625,2111,2101,2105.125,2110,2100,2106.875,2114,2098,2104.125,2109,2101,2106.625,2116,2100,2104.75,2112,2097,2105.125,2112,2093,2105.484375,2093,2116,900,900,900,900,900,900,900,900,900.0,900,900,153,148,152,161,166,152,159,152,155.375,148,166,1243,47,40,41,49,49,41,48,43
1744264014,2105.875,2116,2098,2105.625,2111,2100,2105.25,2110,2101,2107.0,2114,2097,2104.375,2110,2101,2106.625,2116,2100,2104.875,2112,2097,2105.125,2111,2093,2105.59375,2093,2116,900,900,900,900,900,900,900,900,900.0,900,900,153,148,151,162,165,152,159,151,155.125,148,165,1241,47,40,41,49,48,41,48,43
1744264015,2105.75,2116,2098,2105.375,2110,2100,2105.25,2110,2101,2106.875,2114,2097,2104.25,2110,2101,2106.5,2115,2099,2104.625,2112,2096,2105.0,2111,2093,2105.453125,2093,2116,900,900,900,900,900,900,900,900,900.0,900,900,153,149,151,160,166,152,159,152,155.25,149,166,1242,47,40,41,49,48,41,48,43
1744264016,2105.75,2117,2098,2105.375,2111,2101,2105.25,2110,2101,2106.75,2114,2097,2104.5,2110,2102,2106.625,2116,2099,2104.5,2112,2096,2104.875,2111,2093,2105.453125,2093,2117,900,900,900,900,900,900,900,900,900.0,900,900,152,148,151,162,165,152,159,152,155.125,148,165,1241,47,40,41,49,48,41,48,43
1744264017,2105.625,2116,2098,2105.625,2111,2101,2105.375,2110,2101,2106.875,2114,2097,2104.625,2110,2102,2106.75,2116,2100,2104.75,2112,2096,2104.75,2111,2092,2105.546875,2092,2116,900,900,900,900,900,900,900,900,900.0,900,900,153,148,151,161,166,152,159,152,155.25,148,166,1242,47,40,41,49,48,41,48,43
1744264019,2105.75,2117,2098,2105.625,2111,2101,2105.375,2110,2100,2106.875,2114,2097,2104.5,2110,2102,2106.75,2116,2100,2104.625,2112,2096,2105.0,2112,2093,2105.5625,2093,2117,900,900,900,900,900,900,900,900,900.0,900,900,153,148,152,161,165,152,158,152,155.125,148,165,1241,46,40,41,49,48,41,47,43
1744264020,2105.875,2117,2099,2105.625,2111,2100,2105.5,2110,2101,2106.875,2114,2097,2104.5,2109,2101,2106.75,2116,2100,2104.625,2113,2096,2105.125,2112,2093,2105.609375,2093,2117,900,900,900,900,900,900,900,900,900.0,900,900,154,148,151,161,166,152,159,152,155.375,148,166,1243,46,40,41,49,48,41,47,43
1744264021,2105.625,2116,2098,2105.625,2111,2101,2105.625,2110,2101,2106.75,2114,2096,2104.375,2109,2101,2106.5,2116,2100,2104.5,2112,2096,2105.125,2112,2093,2105.515625,2093,2116,900,900,900,900,900,900,900,900,900.0,900,900,153,148,152,162,165,152,158,152,155.25,148,165,1242,46,40,41,49,48,41,47,43
1744264023,2105.375,2116,2098,2105.625,2111,2101,2105.75,2110,2102,2106.875,2114,2097,2104.25,2108,2102,2106.5,2116,2100,2104.75,2112,2096,2104.875,2112,2093,2105.5,2093,2116,900,900,900,900,900,900,900,900,900.0,900,900,152,148,152,162,165,152,158,152,155.125,148,165,1241,46,40,41,49,48,41,47,43
1744264024,2105.625,2116,2099,2105.625,2111,2101,2105.25,2110,2101,2107.0,2114,2097,2104.5,2108,2102,2106.625,2116,2100,2104.5,2112,2096,2105.0,2112,2093,2105.515625,2093,2116,900,900,900,900,900,900,900,900,900.0,900,900,153,148,152,161,165,153,158,151,155.125,148,165,1241,46,40,41,49,48,41,47,43
