Timestamp,GPU
1744602357,2079994514
1744602358,2079994514
1744602360,2079994514
1744602361,2079994514
1744602362,2079994514
1744602363,2079994514
1744602364,2079994514
1744602365,2079994514
1744602366,2079994514
1744602367,2079994514
1744602368,2079994514
1744602369,2079994517
1744602370,2079994519
1744602372,2079994521
1744602373,2079994523
1744602374,2079994525
1744602375,2079994527
1744602376,2079994529
1744602377,2079994531
1744602378,2079994533
1744602379,2079994535
1744602380,2079994538
1744602381,2079994540
1744602382,2079994542
1744602384,2079994544
1744602385,2079994546
1744602386,2079994548
1744602387,2079994550
1744602388,2079994552
1744602389,2079994554
1744602390,2079994556
1744602391,2079994558
1744602392,2079994561
1744602393,2079994563
1744602395,2079994565
1744602396,2079994567
1744602397,2079994569
1744602398,2079994571
1744602399,2079994573
1744602400,2079994575
1744602401,2079994577
1744602402,2079994579
1744602403,2079994582
1744602404,2079994584
1744602405,2079994586
1744602407,2079994588
1744602408,2079994590
1744602409,2079994592
1744602410,2079994594
1744602411,2079994596
1744602412,2079994598
1744602413,2079994600
1744602414,2079994602
1744602415,2079994605
1744602416,2079994607
1744602417,2079994609
1744602419,2079994611
1744602420,2079994613
1744602421,2079994615
1744602422,2079994617
1744602423,2079994619
1744602424,2079994621
1744602425,2079994623
1744602426,2079994625
1744602427,2079994628
1744602428,2079994630
1744602429,2079994632
1744602431,2079994634
1744602432,2079994636
1744602433,2079994638
1744602434,2079994640
1744602435,2079994642
1744602436,2079994644
1744602437,2079994646
1744602438,2079994649
1744602439,2079994651
1744602440,2079994653
1744602441,2079994655
1744602443,2079994657
1744602444,2079994659
1744602445,2079994661
1744602446,2079994663
1744602447,2079994665
1744602448,2079994667
1744602449,2079994669
1744602450,2079994671
1744602451,2079994674
1744602452,2079994676
1744602454,2079994678
1744602455,2079994680
1744602456,2079994682
1744602457,2079994684
1744602458,2079994686
1744602459,2079994688
1744602460,2079994690
1744602461,2079994692
1744602462,2079994694
1744602463,2079994697
1744602464,2079994699
1744602466,2079994701
1744602467,2079994703
1744602468,2079994705
1744602469,2079994707
1744602470,2079994709
1744602471,2079994711
1744602472,2079994713
1744602473,2079994715
1744602474,2079994717
1744602475,2079994720
1744602476,2079994722
1744602478,2079994724
1744602479,2079994726
1744602480,2079994728
1744602481,2079994730
1744602482,2079994732
1744602483,2079994734
1744602484,2079994736
1744602485,2079994738
1744602486,2079994741
1744602487,2079994743
1744602488,2079994745
1744602490,2079994747
1744602491,2079994749
1744602492,2079994751
1744602493,2079994753
1744602494,2079994755
1744602495,2079994757
1744602496,2079994759
1744602497,2079994761
1744602498,2079994763
1744602499,2079994766
1744602500,2079994768
1744602502,2079994770
1744602503,2079994772
1744602504,2079994774
1744602505,2079994776
1744602506,2079994778
1744602507,2079994780
1744602508,2079994782
1744602509,2079994784
1744602510,2079994786
1744602511,2079994789
1744602513,2079994796
1744602514,2079994796
1744602515,2079994796
1744602516,2079994796
1744602517,2079994796
1744602518,2079994796
1744602519,2079994796
1744602520,2079994796
1744602521,2079994796
