Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Local matrix size       = 0.741935 GiBs
Total device memory use = 1.02856 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
 82.8% | 000023040 |    0.0192726  | 3.197e+04| 4.259e+04|          |  1.716e-02 |  6.320e-03 |  2.836e-04 | 2.966e-04 |   4.300e-05  |  1.743e+03  |    1.782e+04   
 85.1% | 000023680 |    0.0176404  |          | 3.991e+04|          |            |            |  1.686e-02 | 4.994e-04 |   2.726e-05  |  1.459e+03  |    1.747e+04   
 87.4% | 000024320 |    0.0193840  | 1.898e+04| 3.306e+04|          |  1.741e-02 |  7.131e-03 |  2.002e-04 | 3.383e-04 |   3.007e-05  |  9.758e+02  |    1.709e+04   
 89.7% | 000024960 |    0.0172871  |          | 3.419e+04|          |            |            |  1.666e-02 | 3.533e-04 |   2.568e-05  |  7.606e+02  |    1.676e+04   
 92.0% | 000025600 |    0.0187812  | 2.018e+04| 2.356e+04|          |  1.696e-02 |  6.417e-03 |  1.988e-04 | 1.734e-04 |   3.226e-05  |  4.489e+02  |    1.641e+04   
 94.3% | 000026240 |    0.0166749  |          | 0.000e+00|          |            |            |  1.611e-02 | 3.047e-04 |   2.610e-05  |  2.855e+02  |    1.611e+04   
 96.6% | 000026880 |    0.0185013  | 0.000e+00|          |          |  1.730e-02 |  1.691e-02 |  1.073e-04 | 0.000e+00 |   1.497e-05  |  1.157e+02  |    1.578e+04   
 98.9% | 000027520 |    0.0071123  |          |          |          |            |            |  7.089e-03 | 0.000e+00 |   1.392e-06  |  2.148e+01  |    1.566e+04   
Final Score:    1.5429e+04 GFLOPS 
Residual value = 0.000257463722074 (0x3f30df8644268bee)
Residual Check: PASSED 
