Node Binding: Process 7 [(p,q)=(3,1)] GPU: 7, CPU Cores: 10 - {61-79}
Node Binding: Process 2 [(p,q)=(2,0)] GPU: 2, CPU Cores: 10 - {40-58}
Node Binding: Process 3 [(p,q)=(3,0)] GPU: 3, CPU Cores: 10 - {60-78}
Node Binding: Process 1 [(p,q)=(1,0)] GPU: 1, CPU Cores: 10 - {20-38}
Node Binding: Process 4 [(p,q)=(0,1)] GPU: 4, CPU Cores: 10 - {1-19}
Node Binding: Process 5 [(p,q)=(1,1)] GPU: 5, CPU Cores: 10 - {21-39}
Node Binding: Process 0 [(p,q)=(0,0)] GPU: 0, CPU Cores: 10 - {0-18}
Node Binding: Process 6 [(p,q)=(2,1)] GPU: 6, CPU Cores: 10 - {41-59}
Local matrix size       = 11.6956 GiBs
Total device memory use = 12.7791 GiBs
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
   %   | Column    | Step Time (s) ||         DGEMM GFLOPS         || pdfact (s) | pmxswp (s) | Lbcast (s) | laswp (s) | GPU Sync (s) | Step GFLOPS | Overall GFLOPS
       |           |               |  Small   |  First   | Second   |            |            |            |           |              |             |               
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
  0.6% | 000000640 |    0.0635907  |          | 6.780e+04| 6.912e+04|            |            |  2.825e-02 | 1.625e-02 |   1.825e-02  |  2.482e+05  |    1.719e+05   
  1.1% | 000001280 |    0.0541221  | 5.778e+04| 6.945e+04| 7.118e+04|  2.179e-02 |  7.075e-03 |  4.060e-03 | 1.663e-02 |   8.887e-03  |  2.883e+05  |    2.151e+05   
  1.7% | 000001920 |    0.0554935  |          | 7.324e+04| 6.894e+04|            |            |  2.830e-02 | 1.714e-02 |   9.599e-03  |  2.779e+05  |    2.323e+05   
  2.3% | 000002560 |    0.0529449  | 4.958e+04| 6.872e+04| 7.178e+04|  2.191e-02 |  5.841e-03 |  4.074e-03 | 7.111e-03 |   1.749e-02  |  2.879e+05  |    2.439e+05   
  2.9% | 000003200 |    0.0523983  |          | 7.231e+04| 6.987e+04|            |            |  2.682e-02 | 7.615e-03 |   1.748e-02  |  2.875e+05  |    2.513e+05   
  3.4% | 000003840 |    0.0515500  | 5.482e+04| 6.934e+04| 7.085e+04|  2.136e-02 |  6.874e-03 |  3.902e-03 | 7.245e-03 |   1.676e-02  |  2.888e+05  |    2.567e+05   
  4.0% | 000004480 |    0.0514346  |          | 7.142e+04| 6.833e+04|            |            |  2.717e-02 | 6.344e-03 |   1.746e-02  |  2.860e+05  |    2.604e+05   
  4.6% | 000005120 |    0.0503526  | 5.891e+04| 6.958e+04| 7.406e+04|  2.129e-02 |  5.385e-03 |  3.896e-03 | 6.827e-03 |   1.592e-02  |  2.887e+05  |    2.634e+05   
  5.2% | 000005760 |    0.0504149  |          | 7.568e+04| 6.992e+04|            |            |  2.683e-02 | 6.676e-03 |   1.647e-02  |  2.848e+05  |    2.656e+05   
  5.7% | 000006400 |    0.0490833  | 6.039e+04| 6.809e+04| 7.345e+04|  2.106e-02 |  6.574e-03 |  3.785e-03 | 6.996e-03 |   1.505e-02  |  2.890e+05  |    2.676e+05   
  6.3% | 000007040 |    0.0505832  |          | 7.182e+04| 6.928e+04|            |            |  2.766e-02 | 6.358e-03 |   1.614e-02  |  2.771e+05  |    2.684e+05   
  6.9% | 000007680 |    0.0494270  | 6.136e+04| 6.844e+04| 7.335e+04|  2.147e-02 |  5.434e-03 |  3.812e-03 | 6.707e-03 |   1.505e-02  |  2.801e+05  |    2.693e+05   
  7.5% | 000008320 |    0.0497105  |          | 7.182e+04| 6.977e+04|            |            |  2.707e-02 | 6.793e-03 |   1.539e-02  |  2.751e+05  |    2.697e+05   
  8.0% | 000008960 |    0.0479243  | 5.356e+04| 6.875e+04| 7.281e+04|  2.086e-02 |  6.573e-03 |  3.718e-03 | 6.892e-03 |   1.419e-02  |  2.818e+05  |    2.704e+05   
  8.6% | 000009600 |    0.0488844  |          | 7.537e+04| 6.928e+04|            |            |  2.720e-02 | 6.226e-03 |   1.502e-02  |  2.728e+05  |    2.706e+05   
  9.2% | 000010240 |    0.0480533  | 6.362e+04| 6.750e+04| 7.236e+04|  2.104e-02 |  5.320e-03 |  3.608e-03 | 6.893e-03 |   1.422e-02  |  2.741e+05  |    2.708e+05   
  9.8% | 000010880 |    0.0479850  |          | 7.388e+04| 7.030e+04|            |            |  2.674e-02 | 6.508e-03 |   1.429e-02  |  2.710e+05  |    2.708e+05   
 10.3% | 000011520 |    0.0462578  | 6.049e+04| 6.754e+04| 7.490e+04|  2.100e-02 |  6.773e-03 |  3.566e-03 | 6.673e-03 |   1.278e-02  |  2.776e+05  |    2.711e+05   
 10.9% | 000012160 |    0.0478188  |          | 7.393e+04| 7.051e+04|            |            |  2.734e-02 | 6.459e-03 |   1.359e-02  |  2.651e+05  |    2.708e+05   
 11.5% | 000012800 |    0.0467240  | 6.610e+04| 6.803e+04| 7.274e+04|  2.120e-02 |  5.737e-03 |  3.689e-03 | 6.605e-03 |   1.306e-02  |  2.678e+05  |    2.707e+05   
 12.1% | 000013440 |    0.0469608  |          | 6.723e+04| 6.939e+04|            |            |  2.628e-02 | 6.786e-03 |   1.345e-02  |  2.631e+05  |    2.703e+05   
 12.6% | 000014080 |    0.0450125  | 6.503e+04| 6.799e+04| 7.398e+04|  2.067e-02 |  6.362e-03 |  3.424e-03 | 6.543e-03 |   1.211e-02  |  2.709e+05  |    2.704e+05   
 13.2% | 000014720 |    0.0466841  |          | 6.926e+04| 6.833e+04|            |            |  2.704e-02 | 6.067e-03 |   1.315e-02  |  2.578e+05  |    2.699e+05   
 13.8% | 000015360 |    0.0449819  | 6.131e+04| 6.848e+04| 7.380e+04|  2.085e-02 |  5.356e-03 |  3.418e-03 | 6.278e-03 |   1.211e-02  |  2.640e+05  |    2.696e+05   
 14.4% | 000016000 |    0.0457723  |          | 6.764e+04| 6.839e+04|            |            |  2.669e-02 | 6.030e-03 |   1.257e-02  |  2.560e+05  |    2.691e+05   
 14.9% | 000016640 |    0.0442136  | 5.611e+04| 6.666e+04| 7.349e+04|  2.074e-02 |  6.506e-03 |  3.399e-03 | 6.339e-03 |   1.141e-02  |  2.615e+05  |    2.689e+05   
 15.5% | 000017280 |    0.0450544  |          | 7.421e+04| 6.922e+04|            |            |  2.645e-02 | 6.076e-03 |   1.207e-02  |  2.532e+05  |    2.684e+05   
 16.1% | 000017920 |    0.0440841  | 5.538e+04| 6.884e+04| 7.365e+04|  2.085e-02 |  5.536e-03 |  3.347e-03 | 6.119e-03 |   1.139e-02  |  2.552e+05  |    2.680e+05   
 16.7% | 000018560 |    0.0441401  |          | 7.186e+04| 6.813e+04|            |            |  2.593e-02 | 5.956e-03 |   1.178e-02  |  2.515e+05  |    2.674e+05   
 17.2% | 000019200 |    0.0426814  | 6.168e+04| 6.716e+04| 7.351e+04|  2.055e-02 |  6.565e-03 |  3.239e-03 | 6.335e-03 |   1.037e-02  |  2.565e+05  |    2.671e+05   
 17.8% | 000019840 |    0.0433863  |          | 6.984e+04| 6.837e+04|            |            |  2.590e-02 | 5.920e-03 |   1.114e-02  |  2.488e+05  |    2.666e+05   
 18.4% | 000020480 |    0.0429340  | 6.964e+04| 6.594e+04| 7.377e+04|  2.080e-02 |  5.520e-03 |  3.302e-03 | 6.235e-03 |   1.042e-02  |  2.480e+05  |    2.661e+05   
 19.0% | 000021120 |    0.0425855  |          | 6.730e+04| 6.787e+04|            |            |  2.542e-02 | 5.884e-03 |   1.084e-02  |  2.465e+05  |    2.656e+05   
 19.5% | 000021760 |    0.0416803  | 6.476e+04| 6.634e+04| 7.404e+04|  2.049e-02 |  6.449e-03 |  3.222e-03 | 6.141e-03 |   9.572e-03  |  2.483e+05  |    2.652e+05   
 20.1% | 000022400 |    0.0425197  |          | 7.528e+04| 6.761e+04|            |            |  2.573e-02 | 5.789e-03 |   1.057e-02  |  2.400e+05  |    2.645e+05   
 20.7% | 000023040 |    0.0419543  | 7.055e+04| 6.794e+04| 7.229e+04|  2.066e-02 |  5.407e-03 |  3.161e-03 | 6.051e-03 |   9.820e-03  |  2.397e+05  |    2.639e+05   
 21.3% | 000023680 |    0.0414249  |          | 7.005e+04| 6.825e+04|            |            |  2.499e-02 | 6.036e-03 |   9.947e-03  |  2.393e+05  |    2.634e+05   
 21.8% | 000024320 |    0.0402627  | 7.070e+04| 6.817e+04| 7.364e+04|  2.029e-02 |  6.353e-03 |  3.106e-03 | 6.005e-03 |   8.682e-03  |  2.426e+05  |    2.629e+05   
 22.4% | 000024960 |    0.0408976  |          | 7.415e+04| 6.640e+04|            |            |  2.542e-02 | 5.126e-03 |   9.896e-03  |  2.354e+05  |    2.623e+05   
 23.0% | 000025600 |    0.0406819  | 6.824e+04| 6.725e+04| 7.237e+04|  2.042e-02 |  5.486e-03 |  3.132e-03 | 5.634e-03 |   9.234e-03  |  2.331e+05  |    2.617e+05   
 23.6% | 000026240 |    0.0397668  |          | 6.880e+04| 6.655e+04|            |            |  2.454e-02 | 5.407e-03 |   9.368e-03  |  2.350e+05  |    2.611e+05   
 24.1% | 000026880 |    0.0393099  | 6.511e+04| 6.744e+04| 7.350e+04|  2.022e-02 |  6.396e-03 |  2.990e-03 | 5.984e-03 |   7.941e-03  |  2.342e+05  |    2.606e+05   
 24.7% | 000027520 |    0.0397466  |          | 6.884e+04| 6.713e+04|            |            |  2.528e-02 | 5.109e-03 |   8.933e-03  |  2.281e+05  |    2.600e+05   
 25.3% | 000028160 |    0.0395103  | 6.060e+04| 6.965e+04| 7.259e+04|  2.046e-02 |  5.396e-03 |  3.084e-03 | 5.731e-03 |   7.957e-03  |  2.260e+05  |    2.593e+05   
 25.9% | 000028800 |    0.0388714  |          | 7.660e+04| 6.613e+04|            |            |  2.453e-02 | 5.290e-03 |   8.595e-03  |  2.262e+05  |    2.587e+05   
 26.4% | 000029440 |    0.0384041  | 6.246e+04| 6.710e+04| 7.202e+04|  2.023e-02 |  6.481e-03 |  2.972e-03 | 5.583e-03 |   7.410e-03  |  2.254e+05  |    2.581e+05   
 27.0% | 000030080 |    0.0388273  |          | 7.183e+04| 6.697e+04|            |            |  2.533e-02 | 5.178e-03 |   7.889e-03  |  2.195e+05  |    2.574e+05   
 27.6% | 000030720 |    0.0385247  | 6.302e+04| 6.572e+04| 7.347e+04|  2.042e-02 |  5.346e-03 |  2.995e-03 | 5.327e-03 |   7.495e-03  |  2.178e+05  |    2.567e+05   
 28.2% | 000031360 |    0.0379270  |          | 7.942e+04| 6.962e+04|            |            |  2.472e-02 | 5.574e-03 |   7.145e-03  |  2.177e+05  |    2.561e+05   
 28.7% | 000032000 |    0.0365966  | 5.934e+04| 6.658e+04| 8.124e+04|  2.020e-02 |  6.512e-03 |  2.822e-03 | 5.630e-03 |   5.721e-03  |  2.221e+05  |    2.555e+05   
 29.3% | 000032640 |    0.0385877  |          | 7.717e+04| 6.975e+04|            |            |  2.586e-02 | 5.546e-03 |   6.758e-03  |  2.072e+05  |    2.547e+05   
 29.9% | 000033280 |    0.0370438  | 6.235e+04| 6.694e+04| 7.739e+04|  2.040e-02 |  5.565e-03 |  2.831e-03 | 5.453e-03 |   6.164e-03  |  2.124e+05  |    2.541e+05   
 30.5% | 000033920 |    0.0370716  |          | 6.795e+04| 6.390e+04|            |            |  2.465e-02 | 4.778e-03 |   7.153e-03  |  2.088e+05  |    2.534e+05   
 31.0% | 000034560 |    0.0367223  | 6.298e+04| 6.458e+04| 7.093e+04|  2.007e-02 |  6.425e-03 |  2.760e-03 | 5.321e-03 |   6.415e-03  |  2.073e+05  |    2.527e+05   
 31.6% | 000035200 |    0.0358809  |          | 7.277e+04| 6.544e+04|            |            |  2.423e-02 | 4.739e-03 |   6.492e-03  |  2.087e+05  |    2.520e+05   
 32.2% | 000035840 |    0.0371348  | 6.296e+04| 6.296e+04| 7.076e+04|  2.034e-02 |  5.627e-03 |  2.815e-03 | 4.894e-03 |   6.883e-03  |  1.983e+05  |    2.512e+05   
 32.8% | 000036480 |    0.0352057  |          | 6.908e+04| 6.283e+04|            |            |  2.368e-02 | 4.578e-03 |   6.507e-03  |  2.056e+05  |    2.506e+05   
 33.3% | 000037120 |    0.0355370  | 6.215e+04| 6.545e+04| 7.164e+04|  1.986e-02 |  6.193e-03 |  2.662e-03 | 5.150e-03 |   5.637e-03  |  2.002e+05  |    2.499e+05   
 33.9% | 000037760 |    0.0354293  |          | 7.164e+04| 6.549e+04|            |            |  2.431e-02 | 4.912e-03 |   5.800e-03  |  1.974e+05  |    2.492e+05   
 34.5% | 000038400 |    0.0359402  | 5.872e+04| 6.367e+04| 7.077e+04|  2.018e-02 |  5.475e-03 |  2.658e-03 | 4.796e-03 |   6.097e-03  |  1.912e+05  |    2.484e+05   
 35.1% | 000039040 |    0.0344996  |          | 7.161e+04| 6.555e+04|            |            |  2.358e-02 | 5.036e-03 |   5.437e-03  |  1.958e+05  |    2.478e+05   
 35.6% | 000039680 |    0.0353198  | 5.489e+04| 6.096e+04| 6.990e+04|  2.002e-02 |  6.472e-03 |  2.586e-03 | 4.754e-03 |   5.746e-03  |  1.879e+05  |    2.470e+05   
 36.2% | 000040320 |    0.0338823  |          | 7.258e+04| 6.110e+04|            |            |  2.338e-02 | 4.472e-03 |   5.584e-03  |  1.924e+05  |    2.463e+05   
 36.8% | 000040960 |    0.0356004  | 5.575e+04| 6.254e+04| 6.814e+04|  2.015e-02 |  5.427e-03 |  2.636e-03 | 4.549e-03 |   5.951e-03  |  1.798e+05  |    2.455e+05   
 37.4% | 000041600 |    0.0328101  |          | 6.648e+04| 6.393e+04|            |            |  2.301e-02 | 4.664e-03 |   4.647e-03  |  1.916e+05  |    2.448e+05   
 37.9% | 000042240 |    0.0342239  | 5.255e+04| 6.284e+04| 7.030e+04|  1.995e-02 |  6.419e-03 |  2.499e-03 | 5.000e-03 |   4.513e-03  |  1.803e+05  |    2.441e+05   
 38.5% | 000042880 |    0.0334958  |          | 7.229e+04| 6.276e+04|            |            |  2.422e-02 | 4.147e-03 |   4.689e-03  |  1.809e+05  |    2.433e+05   
 39.1% | 000043520 |    0.0346321  | 4.791e+04| 6.225e+04| 6.964e+04|  2.015e-02 |  5.359e-03 |  2.468e-03 | 4.373e-03 |   5.283e-03  |  1.717e+05  |    2.425e+05   
 39.7% | 000044160 |    0.0322044  |          | 7.101e+04| 6.109e+04|            |            |  2.302e-02 | 4.216e-03 |   4.501e-03  |  1.812e+05  |    2.418e+05   
 40.2% | 000044800 |    0.0335232  | 5.062e+04| 6.238e+04| 6.966e+04|  1.998e-02 |  6.475e-03 |  2.421e-03 | 4.522e-03 |   4.340e-03  |  1.708e+05  |    2.410e+05   
 40.8% | 000045440 |    0.0324381  |          | 7.094e+04| 6.017e+04|            |            |  2.374e-02 | 4.057e-03 |   4.226e-03  |  1.731e+05  |    2.403e+05   
 41.4% | 000046080 |    0.0335767  | 4.464e+04| 6.254e+04| 7.216e+04|  2.016e-02 |  5.389e-03 |  2.417e-03 | 4.511e-03 |   4.160e-03  |  1.641e+05  |    2.395e+05   
 42.0% | 000046720 |    0.0316034  |          | 7.356e+04| 6.128e+04|            |            |  2.308e-02 | 4.331e-03 |   3.733e-03  |  1.709e+05  |    2.388e+05   
